ImageNumber,ObjectNumber,AreaShape_Area,Intensity_IntegratedIntensity_OrigBlue,Intensity_IntegratedIntensity_OrigRed,Intensity_MeanIntensity_OrigBlue,Intensity_MeanIntensity_OrigRed
1,1,4678,2060.517679475248,782.8784522404894,0.44046979039658996,0.1673532390424304
1,2,4653,1322.7372881174088,610.5921732131392,0.284276227835248,0.13122548317497082
1,3,6005,2041.7529970258474,653.0941354581155,0.340008825483072,0.10875839058419909
1,4,3133,1189.7961140573025,309.43138115666807,0.3797625643336427,0.09876520305032495
1,5,4382,1220.5921860337257,399.82746218238026,0.27854682474525916,0.09124314518082617
1,6,4092,1059.5882621333003,327.9882445791736,0.25894141303355334,0.08015352995580978
1,7,4797,1093.011792100966,323.525499609299,0.2278531982699533,0.06744329781307046
1,8,4693,1182.6000283062458,292.41961647523567,0.25199233503222795,0.06230974141811968
1,9,7363,1673.1569117233157,899.2470832271501,0.22723847775679965,0.12213052875555482
1,10,7000,1691.3804355040193,432.78824790008366,0.24162577650057418,0.06182689255715481
1,11,5090,1158.4588561952114,448.56471844716,0.22759506015623013,0.08812666374207465
1,12,5189,1272.905913412571,1348.0000331755728,0.24530852060369454,0.2597803108837103
1,13,4300,1230.200027860701,890.4823780581355,0.28609302973504674,0.20708892512979896
1,14,3335,1562.8000310510397,232.51765347411856,0.4686057064620809,0.06972043582432341
1,15,4227,1087.9333627596498,890.7882578438148,0.25737718541747096,0.21073769998670802
1,16,3484,994.3059068992734,452.6862866212614,0.28539205134881557,0.1299329180887662
1,17,5090,1088.8196399062872,1152.6078744549304,0.21391348524681478,0.22644555490273682
1,18,6329,1423.823575489223,348.2470690184273,0.2249681743544356,0.05502402733740359
1,19,6422,1733.988281674683,813.3647279758006,0.27000751816796686,0.12665286950728755
1,20,4909,1432.5451323911548,572.1137411193922,0.29182015326770316,0.11654384622517666
1,21,6760,1819.6392605677247,792.1333553073928,0.26917740540942675,0.11717949043008768
1,22,7235,1826.9255373552442,580.9764874270186,0.25251216825919065,0.08030082756420437
1,23,5656,1439.00787897408,557.2470747316256,0.2544214778949929,0.09852317445750099
1,24,5066,1327.6627826094627,466.79609197657555,0.26207319040850036,0.09214293169691583
1,25,5751,1497.549059458077,1018.8157132863998,0.26039802807478296,0.17715453195729436
1,26,5177,1196.44709405303,160.0745148109272,0.23110818892274096,0.030920323509933786
1,27,5014,1208.043170928955,902.698063146323,0.24093401893277924,0.18003551319232608
1,28,5154,1219.6039542257786,1041.3725763745606,0.23663250955098536,0.20205133418210333
1,29,7475,2268.282405935228,660.8196262884885,0.3034491512956827,0.08840396338307538
1,30,5132,1291.3529787659645,899.0706124193966,0.2516276264158154,0.17518912946597753
1,31,6539,1959.7882916554809,869.0117884879,0.29970764515300213,0.13289674086066677
1,32,4764,1317.2980711311102,341.658833283931,0.2765109301282767,0.07171679959780249
1,33,5009,1923.4902491867542,1267.682382625062,0.3840068375297972,0.25308093084948335
1,34,6304,2288.196139521897,1192.2941492022946,0.36297527593938717,0.1891329551399579
1,35,5338,1570.2784717008471,364.2588340193033,0.29416981485590993,0.06823882240901148
1,36,5354,1364.435331106186,803.7176681682467,0.25484410368064736,0.15011536573930645
1,37,3656,1535.5843550041318,961.3412018027157,0.42001760257224613,0.2629489064011804
1,38,5327,1322.1765054166317,463.5647190748714,0.24820283563293255,0.08702172312274664
1,39,5463,1218.321602113545,232.46275232871994,0.22301328978831136,0.042552215326509234
1,40,3989,1343.0392513796687,539.2549162209034,0.33668569851583574,0.13518548915038942
1,41,5538,1640.1451391875744,325.9019700521603,0.29616199696417017,0.05884831528569164
1,42,3719,1202.8157189562917,404.06275600008667,0.3234245009293605,0.10864822694274984
1,43,4856,1256.6000339612365,297.83530306397006,0.2587726593824622,0.06133346438714375
1,44,6618,1805.3333803415298,253.99216435849667,0.2727913841555651,0.038378991290192906
1,45,6339,2443.102027244866,1116.631401753053,0.3854081128324445,0.1761526110984466
1,46,8094,2488.7255506664515,847.5686512929387,0.30747782933857815,0.10471567226253259
1,47,6739,1485.2980786561966,775.7804124811664,0.22040333560709255,0.11511803123329373
1,48,5830,2795.8941781893373,1131.839246195741,0.47957018493813675,0.19414052250355762
1,49,4587,1169.4863045066595,276.15294911246747,0.2549566829096707,0.06020338982177185
1,50,6887,1687.1882837861776,674.3176660351455,0.24498160066591806,0.09791166923698934
1,51,9100,2502.2549690306187,822.94119970873,0.27497307351984823,0.0904330988690912
1,52,4800,1527.4667083024979,957.6431615892798,0.3182222308963537,0.19950899199776662
1,53,6889,2383.1020227223635,1115.6510110232048,0.3459285850954222,0.16194672826581577
1,54,7219,2266.45495954901,1390.6118017174304,0.3139569136374858,0.19263219306239512
1,55,7020,1987.0863221213222,2034.0392679162323,0.283060729646912,0.28974918346385076
1,56,5337,1275.4039539545774,387.7215796872042,0.23897394677807335,0.07264785079392996
1,57,9234,2708.6510509699583,1543.078470421955,0.29333453010287613,0.16710834637448072
1,58,7128,2002.4706385359168,793.0941396923736,0.2809302242614923,0.1112646099456192
1,59,5803,1625.9216090366244,565.2470742408186,0.2801863879091202,0.09740600969167992
1,60,5108,1638.2118057087064,645.4666852205992,0.3207149188936387,0.1263638772945574
1,61,3064,981.5608072727919,592.3098198976368,0.3203527438879869,0.19331260440523393
1,62,6001,1901.4510221779346,1134.0196391381323,0.31685569441392014,0.18897177789337316
1,63,6078,1461.725530281663,559.4627610892057,0.24049449330070138,0.09204718017262352
1,64,4061,1268.972582153976,1115.8980655381456,0.3124778582009298,0.27478405947750445
1,65,3354,1134.3765055835247,352.8666761685163,0.33821601239818866,0.10520771501744672
1,66,5998,2030.2431935966015,1828.482395838946,0.33848669449759944,0.3048486822005579
1,67,5762,1798.1020089015365,1350.972583398223,0.3120621327493121,0.23446244071472108
1,68,6658,2314.0628106072545,756.2980604288168,0.3475612512176712,0.11359237915722692
1,69,4846,1576.6078876703978,734.6392355994321,0.3253421146657858,0.1515970358232423
1,70,5444,1617.8863178044558,891.9372785231099,0.29718705323373545,0.163838589001306
1,71,6657,2041.4510289654136,598.9294285997748,0.30666231470112865,0.08996987060233962
1,72,5362,1779.329463750124,631.176488104742,0.3318406310611943,0.11771288476403245
1,73,8640,2400.5843753293157,246.78824327513576,0.2778454138112634,0.02856345408277034
1,74,5259,1259.3647416383028,512.337269290816,0.23946848101127644,0.09742104378984903
1,75,8093,2182.1059414222836,1249.356896749232,0.26962880778725856,0.15437500268741283
1,76,6084,1457.7137659937143,406.2627566768788,0.23959792340462102,0.06677560103170263
1,77,4377,1300.7882667928934,676.8745283260942,0.29718717541532863,0.15464348373911221
1,78,4849,1668.7882811427116,670.7059005722404,0.3441510169401344,0.13831839566348533
1,79,8247,2380.145158432424,1465.3765103472397,0.2886073915887503,0.17768600828752754
1,80,5264,1284.5098367482424,361.48628495214507,0.24401782612998527,0.06867140671583304
1,81,6718,1646.713769108057,1125.3725791089237,0.24511964410658782,0.16751601356191184
1,82,4931,1290.9490528330207,639.4941354109906,0.2618026876562605,0.1296885287793532
1,83,8615,2380.133391827345,1219.4510137662292,0.27627781681106733,0.14154974042556345
1,84,4858,1240.254933975637,392.9255012627691,0.2553015508389537,0.08088215340938022
1,85,6010,1975.2431940734386,222.72941870149225,0.3286594332900896,0.03705980344450786
1,86,4690,1219.0039525553584,637.2980569005013,0.25991555491585466,0.1358844471003201
1,87,5320,1213.8039551079273,897.2588468641043,0.22815863817818183,0.16865767798197448
1,88,5251,1468.349055968225,1969.3843551464379,0.27963227118038947,0.37504939157235534
1,89,5152,1455.133369371295,1301.8588547315449,0.28244048318542214,0.25268999509540857
1,90,5662,1266.482386521995,357.7215789593756,0.22368109970363742,0.06317936753079753
1,91,7544,2661.784388817847,983.4588498282246,0.35283462205962973,0.13036305008327473
1,92,5390,1231.0039533898234,600.5764876399189,0.22838663328197095,0.11142420920963245
1,93,5822,1851.2392650172114,807.4784534708597,0.3179730788418433,0.13869434102900371
1,94,6680,2128.0471173375845,525.9255049703643,0.31856992774514736,0.07873136301951561
1,95,4531,1238.3412093371153,470.7843267964199,0.27330417332533996,0.10390296331856542
1,96,5033,1276.9333666786551,1037.9882635213435,0.2537121729939708,0.20623649185800585
1,97,5791,1556.4745480567217,165.47843678947538,0.2687747449588537,0.028575105644875736
1,98,5137,1261.180430315435,1142.4784609866329,0.24550913574370936,0.2224018806670494
1,99,5119,1321.3921882361174,828.8117864271626,0.2581348287236018,0.16190892487344455
1,100,4518,1136.7176774665713,318.64314607623965,0.2515975381732119,0.07052747810452405
1,101,6383,1812.0824029520154,1558.215728099458,0.28389196348927076,0.2441196503367473
1,102,4322,1184.4431655555964,564.6000153589994,0.2740497837935207,0.13063396931027288
1,103,4321,1288.3490509837866,871.8039434961975,0.2981599284850235,0.20175976475264926
1,104,3938,1166.7529733628035,231.73334000771865,0.2962805925248358,0.0588454393112541
1,105,4331,1200.4745367392898,910.0392392575741,0.27718183715984523,0.21012219793525147
1,106,6576,1731.588284380734,1281.945131573826,0.2633193863109389,0.19494299446073998
1,107,5771,1468.341213516891,596.2862907149829,0.25443445044479135,0.10332460417864892
1,108,6763,1726.8667129725218,816.3764927787706,0.2553403390466541,0.12071218287428222
1,109,6705,2529.753016270697,2131.7529883533716,0.3772935147309019,0.3179348230206371
1,110,7778,2524.231439627707,928.8823787728325,0.32453476981585333,0.11942432229015588
1,111,4746,1147.2549306601286,486.8980525159277,0.24173091670040636,0.10259124578928101
1,112,4993,1257.6941528767347,789.3529628016986,0.2518914786454506,0.15809192125008983
1,113,7651,1789.811816945672,1327.6118001295254,0.23393174969882002,0.17352134363214292
1,114,4263,1328.3843510374427,339.62353908084333,0.3116078702879293,0.07966773142876925
1,115,4257,1278.9216001853347,489.84315042430535,0.30042790702028066,0.11506768861270973
1,116,4313,1247.5059138014913,914.6353178676218,0.2892431981918598,0.21206476185198742
1,117,4889,1282.0863071605563,814.0196300083771,0.26223896648814815,0.1665002311328241
1,118,6241,1309.0470949560404,725.4666869100183,0.20974957458036217,0.11624205846979944
1,119,7558,2154.200054690242,1087.149050262291,0.28502249995901585,0.14384083755785804
1,120,4780,1218.800036251545,186.83137820428237,0.2549790870819132,0.039086062385833134
1,121,8274,2383.6353551223874,574.6470750789158,0.2880874250812651,0.06945214830540437
1,122,4830,1158.1961110979319,208.1215749476105,0.23979215550681818,0.043089352991223705
1,123,4889,1295.0039523243904,597.7804084443487,0.2648811520401699,0.12227048648892386
1,124,5265,1515.5765094906092,813.4980608080514,0.28785878622803596,0.15451055286002874
1,125,6134,1507.8588611111045,499.74903360102326,0.24581983389486542,0.08147196504744429
1,126,5851,1306.8784668371081,992.2039480693638,0.22335984734867684,0.16957852470848808
1,127,5007,1237.3608160987496,691.2078616404906,0.24712618655856794,0.138048304701516
1,128,5620,1069.2353189960122,1319.3568962998688,0.19025539483914808,0.23476101357648912
1,129,6100,1835.5059303715825,509.2549161906354,0.300902611536325,0.0834844124902681
1,130,7648,1856.3686748370528,618.9019778538495,0.24272602965965648,0.0809233757654092
1,131,3978,1026.6902237161994,727.8392350729555,0.25809206227154335,0.18296612244166804
1,132,7683,2067.4941727668047,480.68236679257825,0.269099853282156,0.06256441061988523
1,133,5637,1753.3647486194968,773.2431583525613,0.31104572443134587,0.13717281503504725
1,134,5046,1536.11768373847,383.85883413953707,0.30442284655934804,0.07607190529915518
1,135,3232,1182.5412102788687,690.8000175058842,0.36588527545757077,0.2137376291788008
1,136,6247,1591.3490613624454,1171.7804232910275,0.2547381241175677,0.18757490368033097
1,137,6689,1974.0863258838654,236.4666740130633,0.2951242825360839,0.035351573331299645
1,138,9267,3306.7334161922336,2907.239283176139,0.356828899988371,0.3137195730199783
2,1,4114,1043.7294440865517,268.4313802514225,0.25370185806673595,0.06524826938537251
2,2,4105,891.6313951462507,893.5294358041137,0.21720618639372735,0.21766855927018605
2,3,4243,1101.7921869307756,735.8157062903047,0.25967291702351536,0.1734187382253841
2,4,4579,1157.0902271419764,244.81569342128932,0.2526949611578896,0.0534648817255491
2,5,5206,1709.3020016103983,1275.0431704297662,0.328333077527929,0.24491801199188748
2,6,3596,1074.8745338916779,721.3804106917232,0.2989083798363954,0.20060634335142472
2,7,5534,1515.9412184804678,393.34903089143336,0.2739322765595352,0.07107861056946754
2,8,3858,929.2039481550455,529.0431517064571,0.24085120480949856,0.137128862547034
2,9,3020,1015.3098287582397,325.619616786018,0.336195307535841,0.10782106516093312
2,10,4172,1029.5921825915575,662.78433157783,0.24678623743805309,0.1588648925162584
2,11,3183,1051.0313983112574,823.7098247893155,0.33020150748075944,0.25878411083547453
2,12,4930,1247.2196419984102,799.3059041816741,0.2529857286000832,0.16213101504699273
2,13,3633,1015.8941458761692,568.5333483573049,0.2796295474473353,0.15649142536672309
2,14,4118,1084.674540951848,444.78040455747396,0.2633983829411967,0.10800884034907089
2,15,4634,915.8313898146152,573.7215842995793,0.19763301463414226,0.12380698841164853
2,16,4276,958.4549267292023,525.7411912633106,0.22414755068503328,0.12295163500077423
2,17,3978,1060.1686579287052,541.7960932292044,0.2665079582525654,0.13619811292840733
2,18,4095,1063.9961051046848,416.67059983313084,0.2598281086946727,0.10175106223031279
2,19,5334,1945.670643672347,1576.6353346388787,0.36476764973234854,0.2955821774726057
2,20,3748,1105.8745336979628,858.5608065351844,0.29505723951386414,0.22907171999337897
2,21,3806,902.6627724021673,290.59608642663807,0.23716835848716955,0.07635209837799213
2,22,3168,1065.16081315279,238.58432044833899,0.33622500415176454,0.07531070721222821
2,23,3982,1031.6000331640244,612.1098205391318,0.2590658044108549,0.15371919149651728
2,24,3969,1077.1647306084633,924.760808583349,0.2713944899492223,0.2329959205299443
2,25,7114,1843.0118189901114,937.2784568667412,0.25906829055244746,0.13175125904789728
2,26,6595,2028.800047248602,778.0353154148906,0.3076269973083551,0.11797351257238675
2,27,4128,945.8274786025286,429.72158097848296,0.229124873692473,0.10409922019827592
2,28,3498,1055.6980641633272,679.8117825370282,0.30180047574709185,0.19434299100543972
2,29,3397,1043.1255169212818,293.26275319978595,0.3070725690083255,0.08632992440382277
2,30,5039,1216.9176828116179,662.9882535710931,0.24149983782727086,0.13157139384224908
2,31,4230,1098.4980703890324,312.41177356103435,0.2596922152219935,0.07385621124374335
2,32,4225,988.9412036240101,395.03530514333397,0.23406892393467693,0.09349948050729798
2,33,6226,1705.8980873674154,343.4156966297887,0.27399583799669375,0.05515831940729019
2,34,5038,1489.2706227749586,1080.1921867504716,0.29560750749800685,0.2144089294860007
2,35,4108,1020.5961084663868,284.9254983784631,0.2484411169587115,0.06935868996554603
2,36,4120,1154.2745390236378,223.41569277178496,0.28016372306398973,0.05422710989606431
2,37,5622,1833.5098451375961,141.88235758943483,0.3261312424648872,0.02523698996610367
2,38,3987,1012.2117977887392,785.2078628707677,0.25387805311982425,0.19694202730643784
2,39,6832,1979.2471092939377,208.2980457325466,0.28970244573974496,0.03048858983204722
2,40,6168,2021.4902388006449,890.8000240884721,0.3277383655643069,0.14442283140215176
2,41,4674,1357.0157240778208,795.3490403462201,0.290332846400903,0.17016453580364144
2,42,4636,1307.658859655261,600.0745268752798,0.2820661906072608,0.12943799112926657
2,43,7740,2681.8902735859156,1622.9608279224485,0.34649745136768934,0.20968486148868845
2,44,4204,1074.3451288342476,313.26275364356115,0.2555530753649495,0.0745154028647862
2,45,3542,969.1412028372288,106.03529751906171,0.27361411711948863,0.029936560564387836
2,46,5845,1634.1608303189278,703.4392354339361,0.2795826912436147,0.12034888544635348
2,47,6332,1522.227493941784,873.3176708631217,0.24040232058461528,0.1379212998836263
2,48,5280,1544.0353344529867,562.1804076777771,0.2924309345554899,0.10647356206018506
2,49,4964,1024.858845859766,762.8431574590504,0.20645826870664102,0.15367509215532846
2,50,5298,1643.1921941190958,823.4588456563652,0.3101533020232344,0.15542824568825314
2,51,3598,1043.9921824485064,564.2666823361069,0.2901590279178728,0.15682787168874565
2,52,4093,1033.3608140051365,194.04706445895135,0.2524702697300602,0.047409495347899185
2,53,6623,1700.0784792900085,665.8392343148589,0.25669311177563164,0.10053438537141159
2,54,6271,1975.6706340312958,874.5137500828132,0.3150487376863811,0.1394536357969723
2,55,6008,1948.7020128816366,750.4313937053084,0.32435120054621114,0.12490535847292085
2,56,3370,1121.7019877582788,880.960806120187,0.33284925452767916,0.26141270211281514
2,57,6424,1784.4667198061943,558.7058976851404,0.27778124529984344,0.086971652815246
2,58,3709,952.5725779235363,343.47451920993626,0.2568273329532317,0.09260569404419959
2,59,4057,1098.2941467314959,293.2392241694033,0.27071583601959476,0.07227981862691726
2,60,4030,1079.541206896305,536.235308858566,0.26787622999908317,0.1330608706845077
2,61,4764,1109.219639018178,232.84314400097355,0.23283367737577204,0.0488755549960062
2,62,5601,1527.7843564003706,506.8980531296693,0.27276992615610973,0.09050134853234588
2,63,4619,1378.2078770548105,747.8196272104979,0.2983779772796732,0.16190076363076378
2,64,3623,1219.5490468740463,506.2157004075125,0.3366130408153592,0.13972279889801614
2,65,3446,1053.0745345503092,211.86275117564946,0.30559330660194695,0.06148077515253902
2,66,5192,1348.956902652979,1013.8353193532676,0.25981450359263847,0.19526874409731657
2,67,3813,1284.882385969162,719.321588139981,0.33697413741651244,0.18864977396799923
2,68,6528,2074.341226145625,911.9490429498255,0.317760604495347,0.13969807643226495
2,69,4443,1154.8039526194334,344.7215785398148,0.2599153618319679,0.07758757113207626
2,70,3946,1157.6863030195236,926.301985389553,0.2933822359400719,0.23474454774190395
2,71,4283,997.2039509266615,768.4196281433105,0.232828379856797,0.17941154054244934
2,72,5257,1564.3451381623745,1507.1569001358002,0.29757373752375393,0.2866952444618224
2,73,4559,1231.1333674043417,1378.9137592613697,0.27004460789742085,0.3024596971400241
2,74,4432,1126.541206523776,183.50196640985087,0.25418348522648376,0.041403873287421226
2,75,3916,1313.7098396718502,571.8274665474892,0.3354723798957738,0.14602335713674391
2,76,3900,1102.9137569963932,1158.3098336942494,0.2827983992298444,0.29700252146006395
2,77,6419,1665.933376148343,976.2157128043473,0.25953160556914523,0.15208221106159017
