gene,cd14,cd11b_rep1,cd11b_rep2,cd11b
CLEC16A,-0.219324687,0.099518789,0.235129681,0.167324235
HIBCH,0.007475704,0.35598343,-0.02157462,0.167204405
TMEM14C,0.240646099,0.089021848,0.245288798,0.167155323
TP53TG5,0.347636389,0.064217198,0.269884716,0.167050957
HTN3,0.060376933,0.210044139,0.123983687,0.167013913
MUC12,0.016741782,0.248486373,0.08541089,0.166948631
MRPS5,0.056562231,-0.043604607,0.377468195,0.166931794
UBC,0.23818163,0.279337151,0.05448509,0.166911121
HIST1H2AL,0.143151262,0.309172758,0.024624071,0.166898414
LHX9,0.077898688,0.039281171,0.294432283,0.166856727
SLC35G4,-0.33176044,0.095482327,0.238212953,0.16684764
PAX2,-0.028803131,0.325366774,0.008270697,0.166818735
KRTAP15-1,0.107233926,0.001333506,0.332256846,0.166795176
KIR2DL4,-0.196861752,0.384585405,-0.05101387,0.166785767
ANLN,0.212170123,0.090381676,0.24296982,0.166675748
C15orf57,-0.008691528,0.228994787,0.104105674,0.166550231
CT47B1,0.206860332,-0.013763489,0.34680089,0.166518701
GFM1,-0.269092524,0.256704161,0.076331474,0.166517818
ZNF382,-0.136682074,0.282469311,0.050548557,0.166508934
HMG20B,0.266450672,0.052500785,0.280458708,0.166479747
TGIF2LY,-0.004831529,0.247214953,0.085671339,0.166443146
IL27RA,0.251355679,0.460030195,-0.127167226,0.166431484
GPR31,-0.049523074,0.466515079,-0.133750253,0.166382413
TMC5,0.330314072,0.252926308,0.079765742,0.166346025
ADRM1,0.062603481,0.177637831,0.155048005,0.166342918
CDHR5,-0.032870365,0.440911669,-0.108249136,0.166331267
C1R,-0.204897256,0.019875549,0.312675318,0.166275433
PTP4A3,-0.16278869,0.081149744,0.251390136,0.16626994
PLEKHM2,0.070509413,0.177157902,0.155253829,0.166205866
GPRASP2,0.177142075,0.084233944,0.248150506,0.166192225
NUMB,-0.03272439,0.23903471,0.093347646,0.166191178
PRR24,-0.099931258,0.259420409,0.072937543,0.166178976
QTRTD1,-0.029477128,0.33340827,-0.001061659,0.166173305
CFLAR,0.405395276,0.176011996,0.156245211,0.166128604
CLDN5,0.162489087,-0.117503118,0.449711909,0.166104395
HIST1H1D,-0.001581855,0.164925567,0.167250293,0.16608793
CDK11A,-0.177264377,0.212791689,0.119348177,0.166069933
SLC41A2,0.04836881,0.169329604,0.162788125,0.166058865
MIEN1,-0.090808901,0.262309857,0.069718743,0.1660143
ZPBP,0.031672781,0.106950342,0.225061343,0.166005843
THBD,-0.094553198,0.336099041,-0.004134482,0.165982279
SLC28A2,-0.021768768,0.367695902,-0.035774968,0.165960467
TMEM255B,-0.265050159,0.367900372,-0.036085644,0.165907364
PRR23C,-0.015368155,0.290591598,0.041186813,0.165889205
TRIM10,-0.04853183,0.352530224,-0.020877553,0.165826336
ARHGEF15,-0.147311501,0.160184236,0.171387339,0.165785787
TMCO3,0.061787101,0.242292303,0.089253892,0.165773097
KIAA1737,0.026035411,0.231972471,0.099493211,0.165732841
RAG1,0.028375205,0.437127461,-0.105748795,0.165689333
ATPAF1,0.032072008,0.266463683,0.064781649,0.165622666
JAZF1,0.023388726,0.090024628,0.241165156,0.165594892
MRPL21,0.098679235,0.267941106,0.063065366,0.165503236
IER2,0.037786122,0.395502614,-0.064502323,0.165500146
HOXB7,0.103022877,0.05846061,0.272495434,0.165478022
TRMT10A,0.259383332,0.121179689,0.209669177,0.165424433
KCNH5,-0.101075004,0.040947472,0.289841733,0.165394603
C16orf13,-0.134939415,0.132324883,0.198440006,0.165382445
TRIP6,0.100417102,0.218296638,0.1123735,0.165335069
KCNK10,-0.10706901,0.355509201,-0.024865913,0.165321644
NUDT8,-0.148112528,-0.007678382,0.338280931,0.165301275
TTLL6,-0.081279539,0.388613074,-0.058071702,0.165270686
CACNG5,0.313222827,0.403934269,-0.073478669,0.1652278
NME7,0.208710416,0.274455272,0.055955519,0.165205396
LRRC15,0.468911478,0.20468407,0.125503324,0.165093697
PRKACG,-0.105886331,0.029066561,0.301032491,0.165049526
TYW1,0.241393683,0.283695154,0.046313344,0.165004249
HERPUD2,0.043793789,0.362278951,-0.032403313,0.164937819
MYO3B,-0.083482139,0.639911039,-0.31004781,0.164931615
NSUN4,-0.150846288,0.097178715,0.232662884,0.164920799
KCNH3,-0.163300217,0.170878662,0.158958785,0.164918724
PRR22,-0.15763348,0.009356386,0.320476583,0.164916484
TOM1,-0.057040422,0.137640792,0.192161265,0.164901029
ASNSD1,-0.354781537,0.350711231,-0.020988381,0.164861425
C12orf5,0.202589389,0.023844671,0.305690953,0.164767812
TNRC18,0.40519582,0.264784266,0.064733447,0.164758857
AP3D1,-0.193976945,0.523942377,-0.194608051,0.164667163
SYNE2,0.352174021,0.340849164,-0.011527124,0.16466102
TXNL4B,0.061746209,0.02925961,0.300046835,0.164653222
BLOC1S1,0.180421573,0.343298333,-0.013994971,0.164651681
OR52J3,0.170651072,0.178590213,0.150601897,0.164596055
HERC4,0.418305635,0.164576486,0.164535395,0.164555941
SULT1C2,0.119687902,0.116362666,0.2126512,0.164506933
GRAMD1C,-0.089512024,0.129931386,0.199058656,0.164495021
RPS6KC1,-0.151235624,0.060514371,0.268317897,0.164416134
CTDSPL,0.110826916,0.207746372,0.120973444,0.164359908
MFSD11,0.110690705,0.097131438,0.231522073,0.164326755
VDR,-0.139363309,0.42762024,-0.099023742,0.164298249
CYP46A1,0.205162793,0.261577873,0.066999488,0.16428868
RAD51AP2,0.022279814,0.032319212,0.296257556,0.164288384
PAX4,-0.434832176,0.117006665,0.211553886,0.164280275
PRSS1,-0.103792326,0.34327229,-0.014729715,0.164271287
GPRC5C,-0.342261615,0.026573135,0.301962184,0.164267659
HECTD4,0.223748665,0.288595973,0.039829834,0.164212903
TSC22D1,-0.058868009,0.321676129,0.006740471,0.1642083
PIGK,-0.02723642,0.085029256,0.243258109,0.164143682
FBL,-0.141428434,0.172606798,0.155501934,0.164054366
BLM,0.143520954,0.058807773,0.269266019,0.164036896
DBN1,-0.136134841,0.225411037,0.102576881,0.163993959
TSC22D4,0.203318197,-0.098544156,0.426521331,0.163988587
STAT2,0.295681597,0.228725958,0.099248545,0.163987252
EBAG9,0.048258056,0.110487285,0.21745552,0.163971403
OR56B1,-0.421273158,0.268121665,0.059751077,0.163936371
SH3RF2,0.094289904,0.244728095,0.083137689,0.163932892
POMP,0.446055607,0.303254325,0.024579612,0.163916968
OR8B8,0.145714917,-0.046091179,0.373908485,0.163908653
NOSTRIN,-0.221528238,0.134200449,0.193492158,0.163846304
FAM131B,-0.056524594,0.231910631,0.095729439,0.163820035
SFXN1,-0.027145747,0.184785808,0.142759982,0.163772895
GPT2,-0.075118609,0.587809377,-0.260362183,0.163723597
ZNF513,-0.060085592,0.163921796,0.163486925,0.163704361
FZD3,-0.337170596,0.076050632,0.251222612,0.163636622
SEMG1,-0.095108505,0.087669657,0.239565513,0.163617585
SEMG2,-0.095108505,0.087669657,0.239565513,0.163617585
ATP5J2,-0.335372802,0.367364106,-0.040154358,0.163604874
TRIM4,0.088645631,0.189281675,0.137874416,0.163578046
ITFG2,-0.033923496,0.072793912,0.254197245,0.163495578
ALDH8A1,-0.141995162,0.219312969,0.107669403,0.163491186
KIN,0.312823447,0.314927145,0.011947258,0.163437201
C1QTNF7,0.101598488,0.208410466,0.118386606,0.163398536
MRPL2,-0.030937116,0.418931041,-0.092158933,0.163386054
TTLL4,-0.041014281,0.279466762,0.047301396,0.163384079
THUMPD3,0.059349007,0.239612161,0.087110555,0.163361358
RBM45,0.16250042,0.163482658,0.163182683,0.16333267
NRXN3,0.030477174,0.49447264,-0.1678986,0.16328702
TAS2R14,0.061787176,0.161888999,0.164616399,0.163252699
ASMT,-0.129038565,0.177352204,0.148905685,0.163128945
TMEM248,0.149408534,0.285155227,0.040994088,0.163074658
BAG5,-0.156503003,0.473325208,-0.147235648,0.16304478
ATP2C2,0.460293166,0.188039889,0.137837181,0.162938535
MSI2,0.184030815,0.469692858,-0.143881113,0.162905873
RHBG,0.285500398,0.302198,0.023607605,0.162902802
PVRL1,-0.334091933,0.614015916,-0.288247204,0.162884356
UBR2,-0.134713722,0.002285477,0.323473433,0.162879455
CIB1,-0.473222007,0.15144027,0.17416585,0.16280306
RAD54L,-0.132140881,0.076755745,0.248781003,0.162768374
SPIRE2,-0.168514235,0.395631959,-0.07010788,0.162762039
WNT7B,-0.072313638,0.238068853,0.087248946,0.162658899
MTERF,-0.236961052,0.318612789,0.006493814,0.162553301
PCBP3,0.217247173,0.260886275,0.064193219,0.162539747
SUPT6H,1.46787307,0.60605309,-0.280997419,0.162527836
NEK7,0.110126038,0.17486826,0.150154953,0.162511606
CDC42EP4,0.02395932,0.14473233,0.180263205,0.162497767
MSH2,0.154481732,0.147148384,0.177771501,0.162459942
CCDC141,-0.269516721,-0.010659222,0.335556535,0.162448657
NUB1,-0.207401316,0.203640869,0.121126293,0.162383581
SRGAP3,-0.352776506,-0.107118769,0.431854026,0.162367629
RAB24,0.084202904,0.087524878,0.237205404,0.162365141
PER2,0.031549879,-0.04071449,0.365397601,0.162341556
HSPB8,0.051522694,0.360990023,-0.036424116,0.162282953
ENO1,0.140621353,0.107825679,0.216643307,0.162234493
MYBL1,0.104352987,0.123942511,0.200461043,0.162201777
TTC37,-0.103657008,-0.025184166,0.34953655,0.162176192
NUCB1,-0.08913506,0.337817244,-0.013478781,0.162169231
MROH2A,-0.159176405,0.014094394,0.310150745,0.162122569
NDUFB9,-0.270616912,0.059216816,0.26499354,0.162105178
HSF2BP,0.105613502,0.106427975,0.217748353,0.162088164
3-Mar,-0.104767662,0.264326432,0.059789792,0.162058112
SLC12A2,-0.066317533,0.528070136,-0.203997383,0.162036377
AURKA,0.276031971,-0.029639139,0.353498512,0.161929686
EDDM3B,-0.028724994,0.221168745,0.102637083,0.161902914
JRKL,-0.0045502,0.247267149,0.076488325,0.161877737
GH1,-0.130156067,0.141142764,0.18256961,0.161856187
CDYL,-0.083434463,0.204381794,0.119321747,0.161851771
ZNF865,-0.293535787,0.243729382,0.079872395,0.161800889
JMY,-0.045891689,0.069404884,0.254003689,0.161704287
FTO,-0.106266934,0.396951163,-0.073700657,0.161625253
TMCO2,-0.217779052,0.258907268,0.064225456,0.161566362
LGSN,-0.048430429,0.159775193,0.163322027,0.16154861
FBXO44,-0.088517123,0.14393683,0.178779643,0.161358237
SLC6A15,-0.236343608,0.343445572,-0.020901296,0.161272138
FNDC9,0.089883084,0.028171232,0.294289008,0.16123012
GTF2H2D,0.267914261,0.247444991,0.074876418,0.161160704
GTF2H2C,0.267914261,0.247444991,0.074876418,0.161160704
TOR1A,0.20972,0.022965607,0.29934517,0.161155388
GABRQ,-0.172745361,0.259916516,0.062336995,0.161126755
RDH13,0.082577121,0.185156452,0.137047651,0.161102051
DONSON,0.470652833,0.031600856,0.290530165,0.16106551
PRELID1,-0.044637149,0.153592159,0.168441619,0.161016889
ETAA1,0.432271079,0.197036362,0.124996945,0.161016653
OR14I1,0.09166156,0.169048647,0.152555446,0.160802046
FNIP2,-0.181419515,0.078866081,0.242735673,0.160800877
CASKIN1,-0.248354206,0.032362585,0.288977309,0.160669947
PMEL,-0.038888601,0.320460682,0.000811856,0.160636269
MYOCD,-0.036749283,0.122727212,0.198426365,0.160576789
FAM65C,-0.017187608,0.132280576,0.18873181,0.160506193
LY6D,-0.034559207,0.513370573,-0.192400017,0.160485278
GYS2,-0.050530005,-0.042346455,0.363193994,0.16042377
WDR54,0.108315791,0.106327327,0.214294143,0.160310735
STIM1,-0.11745095,-0.010829436,0.331417284,0.160293924
C4orf46,-0.340491436,0.500140089,-0.179596658,0.160271716
CLINT1,-0.405341394,0.43893888,-0.118417973,0.160260454
RPL29,0.027926537,0.194938495,0.125215497,0.160076996
PUM1,0.302675075,0.123670143,0.196468258,0.1600692
PKIB,0.158976123,0.094253456,0.225693687,0.159973571
MOSPD3,-0.120366378,0.2176179,0.102326764,0.159972332
ENPP5,0.393212685,0.211216138,0.108727044,0.159971591
NDUFS3,-0.301528686,0.265405571,0.05451674,0.159961156
ARL2BP,-0.010580331,0.136697904,0.183204727,0.159951316
BORA,0.323854494,0.241170017,0.07868246,0.159926239
HADHA,0.12470331,0.47033983,-0.150759261,0.159790284
TNFAIP8L2-SCNM1,-0.10899496,0.267317764,0.052205684,0.159761724
TNFAIP8L2,-0.10899496,0.267317764,0.052205684,0.159761724
ARPC5,-0.029617893,0.151651055,0.167748086,0.159699571
TGFBR3L,0.002478638,0.317663975,0.001686815,0.159675395
FOXD3,0.031015265,0.260417102,0.058900783,0.159658942
DSCC1,-0.015090211,0.488442701,-0.169185572,0.159628565
EHD3,-0.180513358,0.293664064,0.025549794,0.159606929
LYZL4,-0.018156735,0.182338912,0.136788529,0.159563721
MS4A10,-0.225704789,0.224448298,0.094542417,0.159495357
PALB2,-0.356963688,0.146645568,0.172342294,0.159493931
PRMT7,0.424680917,0.223712604,0.095235653,0.159474129
ALG3,0.031526948,0.233346625,0.085564345,0.159455485
ANGPT2,-0.219324687,0.193188507,0.125681564,0.159435035
OR2D3,0.225746277,0.153066135,0.165604617,0.159335376
NDUFA13,0.217728396,0.183194318,0.13534348,0.159268899
CD177,-0.14161984,0.109294577,0.209237628,0.159266103
TTR,-0.009563852,0.032766068,0.285525969,0.159146019
ZNF608,-0.059987242,0.149579452,0.168686423,0.159132938
CDK6,-0.12092678,0.380291632,-0.062164613,0.159063509
SNX5,-0.13779418,0.279781967,0.038281382,0.159031675
RNF167,0.151260233,0.316833614,0.001170299,0.159001956
TGIF1,-0.227349743,0.285141238,0.03282382,0.158982529
FAM166B,0.043573628,0.305529865,0.012232894,0.15888138
SFN,0.223917462,0.180414555,0.137249915,0.158832235
IMPG2,-0.092120396,0.269121604,0.048461795,0.158791699
LARP1,0.07129255,0.250814554,0.066669276,0.158741915
ZNF217,-0.052500101,0.145959633,0.171447777,0.158703705
BLID,0.108065358,0.343660194,-0.026280937,0.158689629
MACC1,0.057975435,0.255124498,0.062233972,0.158679235
MAS1,-0.01369775,0.230040849,0.087145841,0.158593345
GALR3,-0.059805408,0.175262112,0.14174139,0.158501751
MXD1,-0.133768729,0.421391543,-0.104453812,0.158468865
ZNF37A,-0.114902149,0.421345365,-0.10440926,0.158468052
DCLRE1A,-0.092925462,0.17112506,0.14569096,0.15840801
FRMD6,-0.043814184,0.278857755,0.03784124,0.158349497
PCNT,0.141098277,0.045962548,0.27071347,0.158338009
RPS10-NUDT3,0.005323521,0.255410145,0.061265547,0.158337846
RPS10,0.005323521,0.255410145,0.061265547,0.158337846
ROBO3,0.181580886,0.417174126,-0.100507691,0.158333218
ZNF85,-0.151073986,0.245699931,0.070948249,0.15832409
MS4A4A,0.036474139,0.315162602,0.00129824,0.158230421
TSC1,0.26982401,0.079901208,0.236541171,0.158221189
ZFP37,-0.208663742,-0.047145433,0.363517388,0.158185977
ATAT1,-0.282664616,0.099430643,0.216806696,0.15811867
CBLC,-0.362637886,0.342232203,-0.026083334,0.158074435
ZNF202,-0.172851812,-0.057740211,0.373853814,0.158056801
FBXO18,0.002310903,0.317110342,-0.001037142,0.1580366
FAM178A,-0.128475465,0.119827411,0.196204148,0.158015779
DIAPH1,0.046783819,0.202598487,0.113410101,0.158004294
FPR1,0.07611898,-0.00134503,0.317240608,0.157947789
TMPRSS7,0.084516601,0.214386251,0.101417734,0.157901992
PSMD13,-0.051803681,0.257624416,0.058177776,0.157901096
ZNF768,0.002472544,0.28340141,0.032370365,0.157885887
PVR,-0.111520436,0.099905936,0.215789446,0.157847691
TBC1D21,-0.139360363,0.307712666,0.007981992,0.157847329
PROSER1,-0.174883581,0.092619599,0.223045642,0.15783262
GABRB1,-0.225183459,0.413497413,-0.097902912,0.15779725
SLX4,0.118507042,0.351119554,-0.035530281,0.157794637
FAM53C,0.104909409,0.200429195,0.115129758,0.157779477
TUBB2A,-0.036714658,0.526745841,-0.211247528,0.157749156
DEPDC5,0.046428818,0.3982076,-0.082798146,0.157704727
FARS2,0.228472456,0.124544342,0.190840363,0.157692352
WNT10A,0.323689841,0.228550953,0.086718223,0.157634588
LARS2,-0.2591729,0.127330428,0.187882723,0.157606575
GPR65,-0.477796726,0.327102532,-0.011937865,0.157582333
C2CD5,0.151431374,0.224270939,0.090706584,0.157488761
LIMS1,0.206129564,0.211355876,0.103612478,0.157484177
NEK1,0.420770268,0.111535635,0.203392555,0.157464095
NPHP3,-0.059235531,0.05104144,0.263879907,0.157460674
BCAS4,-0.321797016,0.090394806,0.224136749,0.157265777
CLK2,0.046714883,0.119054857,0.195361316,0.157208087
MCM10,0.12605308,0.327355369,-0.012970969,0.1571922
PHIP,-0.546668479,0.518729349,-0.204439062,0.157145144
FNDC3A,0.009136103,0.262114688,0.052171237,0.157142963
VIPAS39,0.099842208,0.424761826,-0.11047896,0.157141433
SHOC2,-0.602129054,0.321562709,-0.007322328,0.157120191
CRLS1,0.060088118,0.261007262,0.053197257,0.15710226
CACFD1,0.063012102,0.265688493,0.048262135,0.156975314
TMEM144,0.132539229,-0.085382701,0.399160221,0.15688876
NRG1,0.245098478,0.061916713,0.251789656,0.156853184
ADAM19,0.195356327,0.245847562,0.067813558,0.15683056
MYCN,-0.225072507,0.134372751,0.179231671,0.156802211
PHC1,0.061668724,0.205503905,0.108048754,0.156776329
CDH23,-0.499993389,0.041496713,0.272035111,0.156765912
SEMA4B,-0.022336745,0.529894425,-0.216453068,0.156720679
ERI3,-0.151401521,0.217383922,0.095998675,0.156691299
ANGPT1,-0.226461753,0.230707179,0.082615276,0.156661228
MATN4,0.189702307,0.223383927,0.089912634,0.15664828
ADAMTS20,-0.06026104,0.137426906,0.175859039,0.156642973
EIF4B,0.169223441,-0.004619693,0.317893602,0.156636954
DPP8,-0.065476714,0.235656224,0.07759639,0.156626307
RNASE6,0.115547085,0.132131373,0.18107716,0.156604267
FUNDC1,-0.289413516,0.237407519,0.075713938,0.156560729
SLC28A1,-0.309279232,0.048618828,0.264495697,0.156557263
INPP4A,-0.230237869,0.148807608,0.164190335,0.156498972
INO80C,0.120300361,0.428080239,-0.115123841,0.156478199
EED,0.228289152,0.056909604,0.255848556,0.15637908
C1GALT1C1,-0.052645586,0.102755574,0.209948544,0.156352059
NANOS2,-0.254010837,0.223910315,0.088693354,0.156301834
LRIT3,-0.507695684,0.09522291,0.217379751,0.156301331
TNFRSF13C,-0.089967869,0.143839305,0.168655581,0.156247443
CERKL,-0.115000189,0.116449876,0.196042446,0.156246161
SYTL4,0.254162458,0.279699981,0.03278397,0.156241976
CD34,-0.076338555,-0.046042933,0.35842386,0.156190464
MTMR14,0.064729743,0.17559556,0.13676215,0.156178855
ZNF473,0.246876779,0.016361903,0.295941835,0.156151869
SPON2,-0.003877935,0.246716591,0.065540746,0.156128668
USP20,-0.015008239,0.095520534,0.216711089,0.156115812
C1orf106,0.26561048,0.133198912,0.178987484,0.156093198
KDSR,0.332666102,0.072431219,0.239585453,0.156008336
GPATCH8,0.051565905,0.069278354,0.242726162,0.156002258
LTBR,0.09446638,0.286061915,0.025910307,0.155986111
CLDN10,0.238157261,-0.033129939,0.345082465,0.155976263
EFNB3,0.08133056,0.788774601,-0.476828914,0.155972843
YIPF5,0.367267563,0.352894087,-0.040956116,0.155968986
TRDMT1,-0.125516271,-0.051270935,0.363175328,0.155952196
HSPA4L,0.107826018,0.361153662,-0.049346331,0.155903665
OR10J3,-0.064282283,0.210373957,0.101405848,0.155889903
HIST1H2BG,-0.008843521,0.281992989,0.02968683,0.155839909
DDHD2,-0.04023027,0.155940269,0.15563101,0.15578564
ITGB3BP,0.145967713,0.105634126,0.205858757,0.155746441
AQP5,-0.015339683,0.079564876,0.231823709,0.155694293
NCK2,-0.670220705,0.318078345,-0.006833033,0.155622656
HEATR2,-0.108485963,0.048909271,0.262277597,0.155593434
MSC,-0.207766337,0.008430512,0.302739832,0.155585172
ADAM21,0.09161113,0.151891535,0.159188776,0.155540155
GLI1,0.170033378,0.124247674,0.186641197,0.155444436
SMAD3,0.102116016,0.165943311,0.144889272,0.155416292
CRK,0.019369687,0.212837571,0.097803524,0.155320548
COL4A2,-0.00319866,0.045025215,0.265557283,0.155291249
SLC12A6,0.117122613,0.259351311,0.051075055,0.155213183
TUBA3E,0.127682037,0.358944982,-0.048548412,0.155198285
RMND5A,-0.050807194,0.304491021,0.005858935,0.155174978
C7orf73,0.121209391,0.124863451,0.185445483,0.155154467
QRSL1,0.050844212,0.16918713,0.141105245,0.155146187
ZNF541,0.031405924,0.383180373,-0.072933691,0.155123341
YBX1,-0.393864852,0.564660974,-0.254486321,0.155087327
PRAM1,-0.359246034,0.358652578,-0.048553633,0.155049472
STARD8,-0.151889282,0.15602245,0.154014187,0.155018319
SENP8,-0.027130241,0.246631372,0.063401737,0.155016555
KNOP1,0.134182036,0.094904589,0.215113394,0.155008992
NUPL2,-0.309198729,0.255055238,0.054862766,0.154959002
LOXL1,-0.354488137,0.068840791,0.240840603,0.154840697
STYX,0.316845096,0.337682666,-0.028051954,0.154815356
BMPR1B,-0.071931978,0.2869578,0.022568341,0.154763071
TCEANC2,0.211567242,0.19958502,0.109843432,0.154714226
ACIN1,0.182810317,0.122426018,0.186741447,0.154583732
RAPGEF3,0.113079984,0.234317522,0.074685938,0.15450173
TMEM114,0.176473761,0.204720972,0.10425039,0.154485681
ADAMTSL4,-0.045441775,0.328781239,-0.02018966,0.154295789
XKR3,0.210395272,0.200483414,0.108086451,0.154284932
RHBDD2,0.120208275,-0.068656682,0.377154028,0.154248673
OR2W1,0.182147491,0.083166257,0.22528557,0.154225913
CRP,0.005415844,0.030346539,0.278029581,0.15418806
ACTR1A,0.032235395,0.288046403,0.020195697,0.15412105
RNF112,-0.023183265,0.553278331,-0.245122151,0.15407809
CAPRIN2,-0.160296807,0.354327559,-0.046272952,0.154027303
SNRPA1,-0.028917095,0.031680656,0.276346328,0.154013492
HSPA8,0.193266607,0.261552338,0.046385431,0.153968884
KRT82,0.27154946,0.259257097,0.048542925,0.153900011
MRFAP1,-0.071282133,0.419181133,-0.111449113,0.15386601
ADAD2,0.093651105,0.181132279,0.126593353,0.153862816
JPH1,-0.152284095,0.225213848,0.082439058,0.153826453
SAV1,-0.076977115,0.144481445,0.163140752,0.153811098
F2,-0.167682711,0.268453609,0.039054608,0.153754109
ZNF569,-0.022891628,0.178490523,0.128993846,0.153742185
KIRREL,-0.238664921,0.290577065,0.016829371,0.153703218
HCST,0.120008055,0.219600559,0.087804542,0.15370255
KCNQ4,-0.132943861,0.046803226,0.260571039,0.153687132
WNK1,0.409948906,0.230266606,0.077072554,0.15366958
MLLT6,0.090054222,0.05968746,0.247624557,0.153656008
ZNF521,-0.125102143,0.18868741,0.118601385,0.153644397
CCDC43,-0.264360534,0.424177881,-0.116901084,0.153638398
OR7C1,-0.081261728,0.167278084,0.139899902,0.153588993
DNAJB6,-0.423190568,0.37512224,-0.068007918,0.153557161
TSHZ2,0.0836238,0.191971218,0.115133072,0.153552145
PRKCG,0.123058592,0.304332109,0.002770938,0.153551523
ELP5,0.055391009,0.211167114,0.095923726,0.15354542
ARHGAP4,-0.011805938,-0.006069901,0.313129259,0.153529679
FRAS1,0.089194617,0.234403151,0.07264148,0.153522316
KIAA0226,-0.087923821,0.352611172,-0.045620017,0.153495577
ADAP1,-0.421816605,0.296635576,0.009934761,0.153285169
SMAD2,-0.113896659,0.144905368,0.161660831,0.153283099
OR52N4,-0.416544739,0.208940466,0.097514204,0.153227335
ACADL,0.003254056,0.33784176,-0.03152011,0.153160825
ATP2B1,0.303731275,0.219272227,0.086985196,0.153128712
PCDHB1,-0.051194494,0.025390308,0.280865683,0.153127995
BTN1A1,0.120106632,-0.084882227,0.390853841,0.152985807
ZNF276,0.160028928,0.249352857,0.056519678,0.152936267
TTC6,0.172686522,0.036646013,0.269052414,0.152849214
SLC25A38,-0.395342946,0.138931872,0.166721532,0.152826702
LOC339862,-0.082599176,0.069341877,0.23630675,0.152824314
TMEM119,0.051588571,0.055232477,0.250336726,0.152784602
GLRA3,-0.085248318,0.260907197,0.044595447,0.152751322
ZFP82,-0.031130844,0.071033349,0.234405078,0.152719213
UBE2H,-0.236619345,-0.096570472,0.401992935,0.152711231
HPSE,-0.159029617,0.18106633,0.124166839,0.152616585
NAP1L2,0.11777309,0.270395557,0.034811171,0.152603364
ACSM4,-0.367459566,0.058822828,0.246380037,0.152601432
RNF182,-0.056104411,0.225046509,0.080141232,0.15259387
HBZ,-0.242671305,0.0666318,0.238541535,0.152586668
ZNF518B,-0.022693468,0.367861317,-0.062765017,0.15254815
IDS,0.145772631,0.224528147,0.080563077,0.152545612
ZNF718,-0.157825346,0.149608838,0.155473557,0.152541197
HMCN1,0.062756854,0.249752163,0.055303563,0.152527863
UCK1,0.118411646,-0.079251133,0.384225334,0.152487101
ATAD3B,-0.087059712,0.20254061,0.102306871,0.152423741
FPR2,0.308492662,0.262775994,0.042007929,0.152391962
OR5P3,-0.232681882,0.279442127,0.025065381,0.152253754
ACTRT1,-0.039562731,0.221170924,0.083308453,0.152239689
LGR6,0.231745461,0.103845445,0.200525371,0.152185408
SNX10,0.062083743,0.168749917,0.135283485,0.152016701
KLHL5,0.036532072,0.291185197,0.012737259,0.151961228
CYP7B1,-0.437639164,0.082196947,0.221657889,0.151927418
RBMS1,0.153682455,0.412435073,-0.108660982,0.151887046
BPIFA3,-0.170478656,0.170134015,0.133627764,0.151880889
SUCO,-0.299083577,0.256190325,0.047529643,0.151859984
ZKSCAN4,-0.181451094,0.360831512,-0.057115281,0.151858116
KDELR2,0.027337442,0.234160216,0.069398572,0.151779394
CRHR1,-0.05735463,0.004342156,0.299016234,0.151679195
SAYSD1,-0.092824484,0.086154277,0.217196954,0.151675616
MX2,-0.079265214,0.174840318,0.128445531,0.151642924
FZD6,-0.235535426,-0.126889426,0.430119081,0.151614828
F11R,0.104280783,0.074174026,0.22895999,0.151567008
MOV10L1,0.023954711,0.186475233,0.116506144,0.151490689
OR10G8,-0.006301145,0.219465386,0.083491288,0.151478337
TNFSF14,-0.019608258,0.021945686,0.28099694,0.151471313
CD248,-0.380509567,0.298586164,0.004315637,0.151450901
CCDC42B,0.065206028,0.031314944,0.271445867,0.151380406
SLC30A2,0.239147443,0.161026743,0.141714062,0.151370403
NDNL2,-0.062795362,-0.018931272,0.321622747,0.151345738
ALOX15B,0.162155714,0.333988141,-0.031352061,0.15131804
RAMP2,-0.113885806,0.134471451,0.168141314,0.151306382
CSRP3,0.151929881,0.069871444,0.232698489,0.151284966
MBD3L2,-0.484906199,0.045891996,0.256661287,0.151276641
MYRIP,-0.085251294,0.231668799,0.070687186,0.151177993
KLHDC7B,-0.018088287,0.122405981,0.179889997,0.151147989
EXD2,0.212489092,0.513694993,-0.211495567,0.151099713
DNTTIP2,0.09056982,0.364887052,-0.062712089,0.151087482
TMPPE,-0.068750653,0.184843719,0.117313345,0.151078532
DLX1,0.535247776,0.125443107,0.17649766,0.150970383
NIP7,0.444661662,0.283149247,0.018759203,0.150954225
SRPK1,0.063202439,0.24393423,0.05788292,0.150908575
NDST4,0.074145388,0.230790988,0.071009876,0.150900432
CR1,-0.039363744,0.268697453,0.033033197,0.150865325
UHRF1BP1L,0.077319791,0.131204709,0.170397271,0.15080099
PLP2,-0.022987563,-0.013866642,0.31532512,0.150729239
OTUD3,-0.013954675,0.210715,0.090632743,0.150673872
LCLAT1,-0.256805716,-0.04899569,0.350271429,0.150637869
HYAL2,-0.147864835,0.189592174,0.111635378,0.150613776
QRFP,0.171948627,0.139183475,0.161849176,0.150516326
MRPL36,-0.222724193,0.197429172,0.103569982,0.150499577
RIT1,-0.237561257,-0.027197776,0.328186402,0.150494313
DOCK11,0.151981391,0.534686939,-0.233956797,0.150365071
