gene,wang_cd14,wang_cd11b
FAM9A,0.192017723,0.371565891
FAM9B,0.395459082,0.081219974
FAM9C,-0.279393017,-0.328089821
FAN1,-0.636847889,-1.050283093
FANCA,0.082798142,0.18466323
FANCB,-0.440634005,-0.076890058
FANCC,0.317746389,0.83674901
FANCD2,-0.086696966,-1.417763854
FANCD2OS,-0.000955462,-0.480248504
FANCE,-0.010134566,0.550709162
FANCF,-0.216741901,-1.00235145
FANCG,-0.041707518,0.528739479
FANCI,0.399794689,0.194830957
FANCL,-0.113111906,-0.215733759
FANCM,0.313995327,-0.008768148
FANK1,0.190050155,0.256607138
FAP,0.153979703,-0.255063461
FAR1,-0.006733938,-0.118446168
FAR2,0.373120384,0.805223415
FARP1,0.063186411,0.088327727
FARP2,0.644144441,0.014851381
FARS2,1.118422937,0.653636289
FARSA,-0.100001185,-0.435099991
FARSB,-0.63983064,-0.030727908
FAS,-0.056857246,0.116452626
FASLG,-0.279836688,0.144958378
FASN,0.389395894,-0.186185562
FASTK,-0.377636554,0.262443481
FASTKD1,-0.108412107,0.133221649
FASTKD2,0.193046928,-0.965647288
FASTKD3,0.266362916,0.019940236
FASTKD5,-0.249771213,0.233313695
FAT1,0.374772017,0.164204392
FAT2,-0.102509032,-0.022725846
FAT3,0.729302118,-0.077244602
FAT4,0.170115965,-0.317839878
FATE1,0.107514173,-0.34892708
FAU,0.945932353,-0.276589228
FAXC,-0.391222342,-0.927712348
FAXDC2,0.610650575,-1.316943304
FBF1,-0.46749343,-0.129195948
FBL,0.833261591,0.192047222
FBLIM1,-0.134008117,0.151798704
FBLN1,-0.098807258,-0.039675218
FBLN2,-0.876534503,-0.440458431
FBLN5,0.139128158,-0.203142665
FBLN7,0.333794125,-0.233093192
FBN1,-1.129264813,0.328312695
FBN2,-0.163268375,0.429491519
FBN3,-0.216148383,0.039125617
FBP1,0.382306743,0.214936189
FBP2,-0.606647496,0.074422544
FBRS,0.177899886,1.140728019
FBRSL1,-0.687835566,0.274005368
FBXL12,0.502783579,0.039378192
FBXL13,-0.383970501,0.281907851
FBXL14,-0.211760758,0.332790401
FBXL15,0.887977021,-0.072619911
FBXL16,0.105683399,-0.520065028
FBXL17,-1.070751281,0.322932418
FBXL18,-1.081489878,-0.285450704
FBXL19,0.187794215,0.563311087
FBXL2,-0.714312851,-0.125473947
FBXL20,0.197885468,0.26024362
FBXL21,-0.271904767,0.249451361
FBXL22,-0.154358318,-0.466768203
FBXL3,-0.172559408,0.073170047
FBXL4,0.074431062,0.253183068
FBXL5,-0.301350906,-0.514424879
FBXL6,-0.469048727,0.09345557
FBXL7,-0.055741315,0.562717636
FBXL8,0.450042804,0.352491694
FBXO10,-0.052108512,-0.183756568
FBXO11,0.307586474,-1.807964916
FBXO15,-0.24702636,-0.342229813
FBXO16,0.135552876,0.918553315
FBXO17,-0.174057848,0.615827344
FBXO18,-0.271967913,-0.152314517
FBXO2,-0.035606956,-0.073958122
FBXO21,0.672587216,0.188730772
FBXO22,-0.920354574,-0.020058384
FBXO24,-0.617535276,-1.156975348
FBXO25,-0.345953094,-0.401924136
FBXO27,-0.308047833,-0.086899278
FBXO28,-0.200443121,0.407879762
FBXO3,-0.522417993,0.026275399
FBXO30,-0.254711371,0.482766225
FBXO31,-0.173064157,0.271659629
FBXO32,0.012246202,-0.410758765
FBXO33,-0.209712803,-0.672630884
FBXO34,0.024656833,0.289043415
FBXO36,-0.603056664,0.258809674
FBXO38,-0.389363344,-0.287953944
FBXO39,-0.038037457,-0.274239401
FBXO4,0.544456302,-0.560681353
FBXO40,0.029583966,0.222464753
FBXO41,0.121496159,0.484118472
FBXO42,-2.145108202,-1.299224194
FBXO43,-0.134595971,-0.105189378
FBXO44,-0.460258798,0.0133601
FBXO45,0.062877174,-0.314945692
FBXO46,-0.288873803,-0.060360226
FBXO47,-0.099213944,-0.061001483
FBXO48,0.004159531,0.13809449
FBXO5,-0.031087508,0.440041925
FBXO6,-0.123189647,0.07147082
FBXO7,0.175267396,0.709780624
FBXO8,-0.139483856,0.156162939
FBXO9,0.01025056,0.021164842
FBXW10,-0.123188775,0.265097972
FBXW11,-0.235307955,0.259450881
FBXW12,-0.301595102,-0.668332227
FBXW2,-0.639408673,0.243596407
FBXW4,-0.073899239,-0.596330009
FBXW5,-0.540488621,-0.443471186
FBXW7,0.519836016,-0.76618354
FBXW8,-0.691162056,0.019792011
FBXW9,0.033814697,-0.057203459
FCAMR,0.150031783,-0.197177848
FCAR,-1.114272602,-0.186383989
FCER1A,0.367353246,-0.361026192
FCER1G,-0.079738745,0.660256434
FCER2,-0.929952929,-0.007862635
FCF1,-0.133497146,0.573018032
FCGR1A,0.232793064,-0.256791561
FCGR1B,0.933092792,-0.622755916
FCGR2A,-0.398090053,-0.19488142
FCGR2B,-0.189216207,0.183425012
FCGR3A,-0.212756032,-0.025971756
FCGR3B,0.467452891,0.122876445
FCGRT,0.121770316,0.200257719
FCHO1,-0.433308247,-0.885506676
FCHO2,-0.541900224,-0.038668546
FCHSD1,-0.366662039,-0.494668909
FCHSD2,0.511863797,-0.191682711
FCN1,-0.767660121,0.561370857
FCN2,0.928989794,0.408352184
FCN3,-0.051218012,0.019029518
FCRL1,-0.178068107,0.116929396
FCRL2,-0.39067808,-0.302395339
FCRL3,-0.201592395,0.727291174
FCRL4,0.171149836,-0.1418924
FCRL5,-0.278479905,-0.040182185
FCRL6,-0.706574595,0.47632199
FCRLA,0.298903759,-0.610372163
FCRLB,0.448712511,0.45996967
FDCSP,-0.000683972,-0.15948379
FDFT1,-0.147554697,-0.211347405
FDPS,0.214842696,0.103215375
FDX1,-0.718812609,0.184703142
FDX1L,0.296555596,0.520620032
FDXACB1,-0.202414401,-0.373551706
FDXR,-1.073760456,-0.672548326
FECH,1.859736657,0.401178796
FEM1A,-0.091925889,0.30658763
FEM1B,-1.109559598,-0.341844789
FEM1C,0.466834534,0.116778783
FEN1,0.782217238,0.394418689
FER,-0.139194773,0.114071568
FER1L5,-0.152845194,-1.125210275
FER1L6,0.028122072,0.313387857
FERD3L,0.204638777,-0.028265996
FERMT1,0.26663565,0.085197361
FERMT2,0.579748247,-0.23691441
FERMT3,0.932963281,0.200988959
FES,0.006631231,0.210545582
FETUB,0.002787809,0.38532239
FEV,-0.163004066,-0.729053636
FEZ1,-0.159337769,-0.040377498
FEZ2,0.28077532,0.369432248
FEZF1,-0.997677228,-0.068589197
FEZF2,0.685144247,0.275596077
FFAR1,0.348280204,-0.428957327
FFAR2,-0.287468335,0.162440081
FFAR3,0.145756749,-0.142015626
FFAR4,-0.133266241,-0.682834291
FGA,-0.703327235,-0.017980534
FGB,0.125479418,-0.519802233
FGD1,0.395143704,0.10027505
FGD2,0.030290753,-0.282685373
FGD3,0.146666614,-0.443425572
FGD4,-0.597489434,-0.3170069
FGD5,-0.338371971,-0.287662561
FGD6,0.30856803,-0.282215577
FGF1,0.114717127,-0.330800978
FGF10,-0.0973524,-0.852598417
FGF11,-0.101126249,-0.010834904
FGF12,0.486187469,0.692746202
FGF13,0.225590579,-0.703470258
FGF14,0.659005564,-0.448154713
FGF16,-0.674624003,-0.327596217
FGF17,-0.563575364,-0.126813566
FGF18,-0.347165802,-0.052557734
FGF2,0.255161042,-0.011460741
FGF20,-0.061054774,0.399766158
FGF21,-0.016875501,-0.043704415
FGF22,-0.149177792,0.66092712
FGF23,0.626840089,-0.056762281
FGF3,0.208612724,0.348479251
FGF4,-0.402824195,-0.104251914
FGF5,-0.411505115,0.341976586
FGF6,-0.288294427,-0.67214642
FGF7,-0.363532262,-0.392302667
FGF8,0.348141348,0.315701352
FGF9,0.392590003,-0.168257262
FGFBP1,0.109973399,0.380629374
FGFBP2,0.240440385,0.597360264
FGFBP3,0.008027502,0.382989867
FGFR1,-0.080155625,-0.181778728
FGFR1OP,-0.017958915,0.089641964
FGFR1OP2,0.024803416,-0.067268965
FGFR2,0.419591897,0.296472654
FGFR3,-0.011924956,-0.556290669
FGFR4,0.12758474,0.255473335
FGFRL1,0.331004981,0.406284173
FGG,0.258905646,-0.724032304
FGGY,-0.415149159,-0.072180351
FGL1,0.142423051,-0.180581063
FGL2,0.362743971,0.462758434
FGR,-0.440917614,0.208056518
FH,-0.164938293,-0.215911414
FHAD1,0.259297627,-0.182046803
FHDC1,-0.396778778,-0.173751967
FHIT,0.718846094,-0.109222452
FHL1,0.345118398,-0.094164642
FHL2,-0.765822075,-0.160226212
FHL3,-0.01025674,0.303710333
FHL5,0.007524752,-0.576588452
FHOD1,-0.610207281,-0.555676962
FHOD3,-0.159164431,0.88084391
FIBCD1,-0.42252571,0.186274612
FIBIN,-0.434841192,-0.50522374
FIBP,-0.105117688,-0.343813052
FICD,0.890364633,-0.250175751
FIG4,0.090272845,-0.272359201
FIGF,-0.015154128,1.131260498
FIGLA,0.457310368,-0.226304266
FIGN,-0.475456846,-0.175695281
FIGNL1,-0.487643601,0.507986016
FIGNL2,0.285604826,0.345069083
FILIP1,-0.401440043,-0.132945558
FILIP1L,-0.231443728,0.531405177
FIP1L1,0.088938333,0.725494907
FIS1,0.31679604,-0.452111858
FITM1,0.15825996,-0.156639607
FITM2,0.186336631,-1.194149577
FIZ1,-0.179394461,-0.008448833
FJX1,0.191436561,-0.27361426
FKBP10,0.141285719,0.096475048
FKBP11,0.107157224,-0.475529398
FKBP14,-0.118725487,0.372259139
FKBP15,0.397195395,-0.632512597
FKBP1A,0.03723755,-0.363668368
FKBP1B,-0.10631836,0.443165423
FKBP2,-0.181247433,0.717633027
FKBP3,0.138744598,-0.03543065
FKBP4,0.210719006,0.140318867
FKBP5,-0.391921113,-0.560775784
FKBP6,-0.376843398,-0.112347998
FKBP7,-0.150138917,-0.289263571
FKBP8,-0.307220483,0.006006943
FKBP9,-0.403848929,0.78299651
FKBPL,0.253717425,0.127069327
FKRP,-0.289134713,0.091175258
FKTN,0.386806957,0.06692427
FLAD1,0.464873819,-0.073581227
FLCN,0.06923313,-1.89585863
FLG,0.141543098,0.161557101
FLG2,0.116911099,0.53774878
FLI1,1.673407503,3.310695959
FLII,-0.812331797,-0.356080468
FLJ44635,-0.268915807,0.140878432
FLJ45513,-0.060192435,-0.143541048
FLNA,-0.515899035,-0.007008653
FLNB,0.636307321,-0.550966367
FLNC,-0.883022676,0.560723954
FLOT1,-0.645930155,0.155919198
FLOT2,-0.993989121,0.696482673
FLRT1,-0.350612499,0.179460884
FLRT2,-0.207626019,-0.231060743
FLRT3,-0.548758568,-0.342176312
FLT1,0.354225226,-0.110223591
FLT3,0.236047265,-0.089109041
FLT3LG,-0.423101697,0.347123014
FLT4,0.388457157,0.090702692
FLVCR1,-0.978557841,0.070391415
FLVCR2,-0.068350975,-0.194864069
FLYWCH1,-0.210283384,-0.631054309
FLYWCH2,-0.190065571,0.604363867
FMN1,-0.029363025,0.043419136
FMN2,-0.618963186,-0.652628184
FMNL1,-0.244601421,0.436973351
FMNL2,-0.94500508,-1.068036912
FMNL3,-0.241917577,0.145977161
FMO1,-0.547191213,0.901880189
FMO2,-0.314420123,-0.374743031
FMO3,-0.031178699,0.32682073
FMO4,-0.123764096,0.095838309
FMO5,0.491871313,-0.566653464
FMOD,0.006385052,0.14499051
FMR1,-0.354607326,-0.453308259
FMR1NB,-0.163999057,-0.202263409
FN1,-0.104254712,0.222235703
FN3K,-0.305775536,0.125136576
FN3KRP,-0.198631868,0.358206129
FNBP1,-0.265622065,-0.094161341
FNBP1L,-0.146724329,0.518946252
FNBP4,0.071117857,0.023258459
FNDC1,0.107624588,-0.376212287
FNDC3A,0.13048544,-0.389521043
FNDC3B,-0.543938379,-1.308535335
FNDC4,-0.008896668,0.229863934
FNDC5,0.201441032,-0.210791724
FNDC7,-0.113353094,1.258701221
FNDC8,-0.239760733,-0.726002443
FNDC9,0.456152013,0.148481534
FNIP1,-0.349988738,-1.806014458
FNIP2,-0.141771554,-0.061656539
FNTA,0.008297436,0.936492997
FNTB,0.616771805,-0.585991683
FOCAD,0.611612297,-0.183979407
FOLH1,-0.173463311,0.005578543
FOLH1B,0.352458986,-0.312616851
FOLR1,0.70684451,-0.185467037
FOLR2,0.020237303,0.077428518
FOLR3,0.03724965,0.033338515
FOPNL,-0.102096668,0.333488909
FOS,-0.013380417,0.876932222
FOSB,0.277345005,-0.189036411
FOSL1,0.811443477,0.258554689
FOSL2,-0.217610426,0.031607896
FOXA1,0.34675744,-1.053205616
FOXA2,0.23192985,0.349641642
FOXA3,0.226263232,-0.237184687
FOXB1,0.363950929,-0.040840197
FOXB2,-0.201282383,0.044170408
FOXC1,-0.048058613,-0.518291018
FOXC2,-1.231972762,-0.420334857
FOXD1,-0.114828562,-0.423524531
FOXD2,-0.73239268,-0.461708194
FOXD3,0.204522135,-0.189441683
FOXD4,-0.532639926,0.393724366
FOXD4L1,0.426204495,0.448281883
FOXD4L3,0.033930671,-0.270307321
FOXD4L4,-0.12320899,-0.388557693
FOXD4L5,0.657940453,-0.026266027
FOXD4L6,0.457871459,-0.716423283
FOXE1,-0.05006701,0.821160149
FOXE3,-0.070192646,-0.264696882
FOXF1,0.318851686,1.04466012
FOXF2,-0.421214502,0.119684816
FOXG1,-0.250102405,0.216015234
FOXH1,-0.323292985,0.315009446
FOXI1,0.395378398,-0.115137109
FOXI2,0.0852719,-0.637213966
FOXI3,0.262317123,-0.061398295
FOXJ1,-0.661500649,-0.085310275
FOXJ2,-0.544183711,-0.154655004
FOXJ3,0.15996743,1.087576242
FOXK1,0.555164648,0.643257917
FOXK2,-0.87084238,-0.615304662
FOXL1,-0.123528336,-0.530071287
FOXL2,0.465919901,-0.274174687
FOXL2NB,-0.15804599,0.401543105
FOXM1,0.827544868,0.273508797
FOXN1,0.07662054,0.602447477
FOXN2,0.087638745,-0.703535403
FOXN3,0.258017084,-0.373282726
FOXN4,-0.251314101,0.536693297
FOXO1,-0.384102575,-0.190020999
FOXO3,0.256148351,0.919273797
FOXO4,-0.390736223,0.290121619
FOXO6,0.50791708,2.40721618
FOXP1,-0.318259159,-1.467686819
FOXP2,-0.257766514,-0.250596838
FOXP3,-0.376625066,-0.448538708
FOXP4,0.207029015,-0.449926155
FOXQ1,-0.338546348,-0.665400404
FOXR1,0.148583443,-0.206735377
FOXR2,0.387106712,0.257848489
FOXRED1,0.183695675,-0.650513997
FOXRED2,0.238102283,0.052003312
FOXS1,-0.176430271,-0.299221092
FPGS,0.767297212,0.826116246
FPGT,0.435370393,1.087827557
FPGT-TNNI3K,-0.016177009,-0.391894032
FPR1,-0.023861893,-0.237843084
FPR2,0.343632326,0.054981493
FPR3,-0.020452823,-0.287185139
FRA10AC1,-0.083332745,0.634606364
FRAS1,0.031365204,-0.083046032
FRAT1,0.414953645,0.352907682
FRAT2,0.025128833,-0.470717959
FREM1,0.098054255,0.46032866
FREM2,-0.273712964,0.619329444
FREM3,0.197828126,-0.056536369
FRG1,-0.530125351,0.35144849
FRG2,-0.306563619,-0.183818843
FRG2B,0.051219247,0.782770093
FRG2C,-0.462380598,-0.628671722
FRK,0.086574489,-0.296367643
FRMD1,-0.108713995,-0.232861722
FRMD3,0.038396953,-0.067134013
FRMD4A,-0.588978783,-0.055807472
FRMD4B,0.607901546,-0.493493855
FRMD5,0.231382761,0.305118811
FRMD6,0.736456189,0.304318153
FRMD7,-0.466164216,-0.051094396
FRMD8,0.155606194,-0.141989011
FRMPD1,-0.025138203,0.060940994
FRMPD2,0.018830359,0.377366799
FRMPD3,0.102061094,-0.200819405
FRMPD4,0.115000188,0.446550956
FRRS1,-0.628943575,0.124151951
FRRS1L,0.092433634,0.160601432
FRS2,-0.655314451,-0.687881306
FRS3,-0.090365745,-0.160963266
FRY,0.422905666,0.148814765
FRYL,0.152766133,0.463291185
FRZB,0.233353092,0.226611008
FSBP,-0.460267546,0.346118698
FSCB,-0.258575204,0.061727773
FSCN1,-1.058415986,1.353355368
FSCN2,0.14211469,0.412659414
FSCN3,0.272418398,-0.123625666
FSD1,-0.39434109,0.19958712
FSD1L,-0.284272702,-0.236496741
FSD2,-0.185570021,0.167214295
FSHB,-0.34374664,-0.148953663
FSHR,0.689594447,-0.703954174
FSIP1,-0.3478374,-1.235340005
FSIP2,-0.272457153,-0.815225862
FST,0.051914501,-0.440945053
FSTL1,0.220745586,0.030151597
FSTL3,-0.526076399,-0.017016182
FSTL4,-0.153688128,0.090497505
FSTL5,-0.57690178,-0.743667265
FTCD,0.472788458,-0.971741517
FTH1,0.159991856,0.620376315
FTH1P18,-0.289443226,0.168621755
FTHL17,-0.075950413,-0.257526093
FTL,1.097820491,0.054745536
FTMT,-0.447782483,-0.576388952
FTO,-0.126224435,-0.486466382
FTSJ1,-0.443998794,0.001883721
FTSJ2,0.418641909,0.111325351
FTSJ3,0.405672212,0.698504431
FUBP1,0.14370306,0.257098251
FUBP3,0.04053229,0.095341851
FUCA1,-0.414081788,0.44364189
FUCA2,0.316834831,0.187531627
FUK,-0.171147496,-0.655029561
FUNDC1,-0.407521691,0.219493223
FUNDC2,-0.157761294,-0.551556423
FUOM,0.130597105,-0.279882425
FURIN,0.692795523,0.181143853
FUS,0.006301422,0.82239915
FUT1,0.085653929,0.075416444
FUT10,-0.518078842,-0.400002474
FUT11,-0.197430287,0.145964737
FUT2,-0.388529779,0.12931611
FUT3,-0.180854653,-0.328985473
FUT4,0.423737337,0.151235233
FUT5,-0.913662327,-0.327960586
FUT6,-0.263662815,-0.171882221
FUT7,0.345986492,0.652804017
FUT8,-0.493773218,-0.301392715
FUT9,-0.089941511,0.026710283
FUZ,0.090039753,0.056815106
FXN,-0.414095777,-0.095001273
FXR1,-0.097029427,0.603391918
FXR2,-0.326484875,-0.427763658
FXYD1,0.155622458,0.389460012
FXYD2,-0.363425356,-0.75302413
FXYD3,0.151204859,-0.388983377
FXYD4,0.408616549,0.456372768
FXYD5,-0.377154382,0.593212681
FXYD6,0.35034037,-0.23230524
FXYD6-FXYD2,0.376434622,0.120835717
FXYD7,0.16813322,0.162668943
FYB,0.746557488,-0.645865677
FYCO1,-0.107326745,0.044049153
FYN,-0.591218441,0.712023579
FYTTD1,-0.041891029,-0.316899139
FZD1,-0.229896552,0.311868331
FZD10,0.157509414,-0.632941876
FZD2,-0.481189446,-0.613089512
FZD3,0.155781969,-0.284150884
FZD4,0.219979669,-0.090357736
FZD5,-0.401249609,-0.22700633
FZD6,-0.129603467,-0.849834231
FZD7,-0.739863923,-0.290706254
FZD8,0.211371791,0.02554926
FZD9,-0.497332648,-0.324919687
FZR1,-0.137728012,-0.261078762
G0S2,-0.372506538,-0.208867503
G2E3,-0.453130987,0.63571618
G3BP1,-0.734499268,0.382366281
G3BP2,-0.355395504,-0.638177322
G6PC,-0.506463739,0.091270219
G6PC2,0.872462206,0.250354655
G6PC3,0.090060941,0.226561833
G6PD,0.80300243,0.482935197
GAA,0.210203391,0.723405646
GAB1,-0.139732367,-0.077276972
GAB2,-0.002304282,1.029978451
GAB3,-0.407874101,-0.90423261
GAB4,0.05586736,-0.126467198
GABARAP,-0.310921818,-1.129726614
GABARAPL1,0.159266175,-0.094683661
GABARAPL2,0.72629827,-0.3895144
GABBR1,0.830935937,0.064877032
GABBR2,-0.154808918,-0.08301007
GABPA,0.418868494,-0.747179616
GABPB1,-0.612294116,-0.328684742
GABPB2,0.127638717,-0.085504669
GABRA1,-0.059922499,-0.754420417
GABRA2,-0.383701524,-0.004055589
GABRA3,-0.0912904,0.081460903
GABRA4,0.147991923,-0.066884459
GABRA5,-0.648888114,-0.14191259
GABRA6,-0.421694507,0.01381752
GABRB1,0.348796716,-0.508758948
GABRB2,0.107809898,0.051750709
GABRB3,0.181791968,0.952414149
GABRD,-0.404843003,-0.656008209
GABRE,0.115299188,-0.251422031
GABRG1,0.304878619,0.207312322
GABRG2,0.107053444,0.058688952
GABRG3,-0.29206236,-0.845823691
GABRP,-0.283291392,-0.191131737
GABRQ,-0.389944395,-0.134233546
GABRR1,0.192342771,0.419649928
GABRR2,-0.136675711,0.085760129
GABRR3,0.060723586,-0.05518019
GAD1,-0.766430865,-0.186520767
GAD2,-0.541295324,0.241235815
GADD45A,0.001840171,0.495780153
GADD45B,-0.269231096,0.313762909
GADD45G,0.023562597,0.258646004
GADD45GIP1,-0.696225406,-0.053806858
GADL1,-0.170804932,0.245880057
GAGE1,-0.093050713,0.511119976
GAGE10,-0.748076225,-0.204522807
GAGE12C,0.183526472,0.037009177
GAGE12H,0.827635619,-0.01063829
GAGE12I,-0.093755845,-0.4813951
GAGE12J,1.142164608,-0.513335093
GAGE2A,-0.112839435,-0.46388245
GAGE2B,0.083305395,0.011987826
GAGE2D,0.889409408,-0.277275601
GAK,0.817778411,0.209254545
GAL,-0.330193364,-0.197214613
GAL3ST1,0.006749195,0.397431192
GAL3ST2,-0.274015304,0.49755048
GAL3ST3,0.232543931,-0.215926005
GAL3ST4,-0.234356718,0.000583312
GALC,-0.263633095,0.498448187
GALE,0.156051031,0.351508096
GALK1,-0.420345558,0.471790423
GALK2,-0.39481152,0.58651444
GALM,0.322514231,0.319136633
GALNS,-0.969269712,-0.583331169
GALNT1,-0.774107679,0.346713144
GALNT10,-0.213845191,-0.153239885
GALNT11,-0.35559548,0.008951777
GALNT12,0.313782509,-0.256347067
GALNT13,0.256740012,0.050243485
GALNT14,0.134922838,-0.44102675
GALNT15,-0.113323613,0.075727841
GALNT16,-0.324569383,0.139439138
GALNT18,0.817011846,-0.510131561
GALNT2,-0.484806128,-0.223668145
GALNT3,-0.077098772,0.129164562
GALNT4,-0.207223741,-0.065631443
GALNT5,-0.509712522,-0.188459117
GALNT6,0.211797525,0.368182109
GALNT7,-0.462978486,0.251373321
GALNT8,0.072047138,0.024859831
GALNT9,0.192782158,-0.67649713
GALNTL5,-0.242906599,-0.431071133
GALNTL6,-0.63318067,0.440358139
GALP,0.346319591,0.437054134
GALR1,-0.445425518,-0.409011194
GALR2,0.870890508,-0.611570657
GALR3,0.369893062,0.073796005
GALT,0.855412705,-0.449409836
GAMT,0.289507921,-0.328086499
GAN,0.693943047,0.373599471
GANAB,0.018081148,-1.158455442
GANC,-0.471154894,0.357631449
GAP43,0.369919882,0.245027276
GAPDH,0.896807703,0.114805321
GAPDHS,0.888604974,-0.284243482
GAPT,-0.426847429,-0.099468664
GAPVD1,0.36257733,0.587356537
GAR1,0.373530561,0.160639903
GAREM,-0.403873913,0.361393146
GAREML,0.177865478,-0.085683403
GARNL3,-0.220904737,-0.268651678
GARS,1.240508538,-0.118906257
GART,0.128852173,-0.170783265
GAS1,-0.275532337,-0.487763658
GAS2,-0.023962091,-0.009196834
GAS2L1,-0.598018655,0.787921214
GAS2L2,0.228138142,-0.24889144
GAS2L3,0.093380638,-0.015095054
GAS6,0.22294449,0.17306491
GAS7,-0.126677068,0.130606566
GAS8,0.27180023,0.189124669
GAST,0.072198412,-0.12060986
GATA1,-0.504168937,0.19432241
GATA2,1.818433331,2.248119775
GATA3,-0.628228841,-0.93417816
GATA4,-0.289467213,-0.341445942
GATA5,-0.798773162,0.184503011
GATA6,0.168370895,0.346364724
GATAD1,-0.352923299,-0.13124644
GATAD2A,0.007228621,0.330604167
GATAD2B,0.133010856,-0.014597757
GATB,0.135801935,-0.443946223
GATC,0.083400525,-0.560372428
GATM,0.121607223,-0.495011359
GATS,-0.281339071,-0.043284043
GATSL2,-0.283240278,-0.511450219
GATSL3,-0.001576577,0.335623292
GBA,0.565677962,0.588644607
GBA2,-0.026489287,0.187526051
GBAS,-0.247482003,-0.326979707
GBE1,-0.143197706,0.034561295
GBF1,0.132196511,-0.411118578
GBGT1,-0.06225331,0.394575578
GBP1,0.291826259,-0.097688674
GBP2,0.422363072,0.120218079
GBP3,-0.139595517,0.016643954
GBP4,0.296202981,0.480338281
GBP5,-0.034820522,-0.289136301
GBP6,0.246044813,-0.206289853
GBP7,-0.546454962,-0.100394147
GBX1,-0.414811854,-0.072809063
GBX2,-0.381038762,-0.393394303
GC,-0.346086048,-0.164003845
GCA,-0.920848684,0.196880852
GCAT,0.355636355,0.424066141
GCC1,-0.216719529,-0.116397453
GCC2,0.14410311,0.132414487
GCDH,0.090224668,0.009885421
GCFC2,-0.28237358,-0.002472279
GCG,-0.497562293,-1.048373472
GCGR,0.529829388,-0.271153688
GCH1,-0.27323301,0.223279341
GCHFR,-0.21047535,0.270352843
GCK,-0.732164558,0.21891505
GCKR,0.165033376,-0.038390005
GCLC,-0.449686369,-0.044978448
GCLM,0.29724801,0.148807253
GCM1,-0.294137475,-0.37882876
GCM2,-0.030082729,0.689978362
GCN1L1,0.060191092,2.21715148
GCNT1,0.132032526,0.215674213
GCNT2,0.319595039,-0.634836413
GCNT3,-0.064668312,0.548936281
GCNT4,-0.868728498,0.098286041
GCNT7,-0.366448038,-0.161424052
GCOM1,-1.143523892,-0.957765363
GCSAM,0.088337329,0.388154953
GCSAML,0.586288764,0.4727109
GCSH,-0.370294591,-0.442943687
GDA,0.344479586,-0.121714526
GDAP1,0.238668155,-0.366966048
GDAP1L1,-0.498043309,0.882844522
GDAP2,0.466247566,0.20788336
GDE1,-0.88200376,-0.207197152
GDF1,0.024842394,-0.315883669
GDF10,0.001221343,-0.117465091
GDF11,0.343878171,0.585299001
GDF15,-0.492786183,-0.035082627
GDF2,-1.046354024,0.799399098
GDF3,0.438613395,-0.27318816
GDF5,-0.228447398,0.069526359
GDF6,-0.664514247,-0.20199591
GDF7,0.254950347,-0.217030321
GDF9,-0.016093286,0.28490292
GDI1,0.53257541,0.288805373
GDI2,0.180511869,-0.33374807
GDNF,0.604297219,0.25118032
GDNF-AS1,-0.054694313,0.598830125
GDPD1,-0.179920064,0.174439464
GDPD2,-0.217981766,0.325732694
GDPD3,-1.295375635,-0.382635737
GDPD4,0.010792933,0.617253366
GDPD5,0.261308177,0.310250783
GDPGP1,-0.320848891,0.425897087
GEM,-0.507867573,-0.297035556
GEMIN2,0.079240863,0.961674107
GEMIN4,0.390423514,1.440902673
GEMIN5,-0.871409132,0.130133348
GEMIN6,0.872746796,-0.1102165
GEMIN7,0.464286674,0.296886461
GEMIN8,1.153492075,0.63626366
GEN1,-0.013375069,-0.265309996
GET4,0.95935184,0.494412485
GFAP,-0.781691329,0.250431479
GFER,-0.137816051,-0.618158135
GFI1,2.048401442,2.666694055
GFI1B,0.259002316,0.155662298
GFM1,0.655690432,0.248412553
GFM2,0.140275768,-0.000163734
GFOD1,-0.064197667,0.192939493
GFOD2,-0.253079788,-0.205822482
GFPT1,0.57586227,0.730228679
GFPT2,-0.007366186,-0.112526738
GFRA1,-0.104483909,-0.004857943
GFRA2,0.438938083,-0.77883286
GFRA3,-0.233535296,0.244120105
GFRA4,-0.185249529,0.116812617
GFRAL,-0.152231565,-0.423753345
GFY,-0.472109321,0.354098874
GGA1,-0.174773176,0.611548765
GGA2,0.444635219,-0.078166403
GGA3,0.211426259,0.420862604
GGACT,-0.278220615,-0.468457552
GGCT,0.318209804,0.009158508
GGCX,0.83512113,-0.331205405
GGH,-1.357209422,0.339001674
GGN,-0.131700311,0.427551725
GGNBP2,0.453597749,-0.90082656
GGPS1,-0.528802112,0.302048978
GGT1,0.094417227,0.253621416
GGT5,0.281053294,-0.266734769
GGT6,0.203608032,-0.625126146
GGT7,0.062588447,0.718432274
GGTLC1,0.244091319,0.467299303
GGTLC2,0.027587638,0.60559333
GH1,-0.064004807,0.026911428
GH2,0.181238899,-0.021081403
GHDC,-0.249337703,0.249890732
GHITM,-0.203958554,-0.062437849
GHR,-0.190008855,-0.417096329
GHRH,-0.327292613,-0.376653471
GHRHR,-0.034451173,-0.398550249
GHRL,-1.056763054,-0.12370025
GHSR,0.383820101,0.695941377
GID4,0.187030637,-0.274494015
GID8,0.692589344,0.606587474
GIF,0.379257421,-0.196071614
GIGYF1,0.148670087,-0.980505326
