id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Dcp2	10	1.1293e-29	2.4748e-07	1.6e-05	1	10	-4.2751	1.0	1.0	1.0	19993	0	-4.2751
Pdia6	10	1.1193e-27	2.4748e-07	1.6e-05	2	10	-3.584	1.0	1.0	1.0	19992	0	-3.584
Itgb2	10	2.1943e-25	2.4748e-07	1.6e-05	3	10	-6.2807	1.0	1.0	1.0	19995	0	-6.2807
Zfml	10	9.2328e-23	2.4748e-07	1.6e-05	4	10	-2.9989	1.0	1.0	1.0	19994	0	-2.9989
Itgam	10	2.7991e-22	2.4748e-07	1.6e-05	5	10	-5.433	1.0	1.0	1.0	19989	0	-5.433
Alg6	10	1.7613e-21	2.4748e-07	1.6e-05	6	10	-3.8527	1.0	1.0	1.0	19988	0	-3.8527
Epc2	10	6.9273e-21	2.4748e-07	1.6e-05	7	10	-2.6423	1.0	1.0	1.0	19987	0	-2.6423
Ccnf	10	8.2054e-21	2.4748e-07	1.6e-05	8	10	-2.2242	1.0	1.0	1.0	19991	0	-2.2242
Ssr1	10	1.3765e-20	2.4748e-07	1.6e-05	9	8	-2.7	0.54797	0.74984	1.0	14244	1	-2.7
Commd1	10	3.6058e-20	2.4748e-07	1.6e-05	10	10	-2.6211	1.0	1.0	1.0	20001	0	-2.6211
RP23-242C19.7	10	3.6058e-20	2.4748e-07	1.6e-05	11	10	-2.6211	1.0	1.0	1.0	19990	0	-2.6211
Commd7	10	6.9133e-20	2.4748e-07	1.6e-05	12	10	-2.7829	1.0	1.0	1.0	20000	0	-2.7829
P4hb	10	7.899e-20	2.4748e-07	1.6e-05	13	10	-1.9327	1.0	1.0	1.0	19983	0	-1.9327
Sec63	10	9.7227e-20	2.4748e-07	1.6e-05	14	10	-2.5591	1.0	1.0	1.0	20003	0	-2.5591
Mcat	10	1.2877e-19	2.4748e-07	1.6e-05	15	10	-2.6491	1.0	1.0	1.0	20002	0	-2.6491
Nars2	10	3.8367e-19	2.4748e-07	1.6e-05	16	10	-1.7191	1.0	1.0	1.0	19997	0	-1.7191
Mrgbp	10	6.9924e-19	2.4748e-07	1.6e-05	17	10	-2.2669	1.0	1.0	1.0	19996	0	-2.2669
Ing3	10	9.0516e-19	2.4748e-07	1.6e-05	18	10	-2.9486	1.0	1.0	1.0	19999	0	-2.9486
Ufl1	10	1.2314e-18	2.4748e-07	1.6e-05	19	10	-3.2101	1.0	1.0	1.0	19984	0	-3.2101
