id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Sel1l	10	1.6716e-24	2.4748e-07	1e-05	1	10	-4.3351	1.0	1.0	1.0	19989	0	-4.3351
Adat3	10	8.8163e-24	2.4748e-07	1e-05	2	10	-2.4112	1.0	1.0	1.0	19988	0	-2.4112
Pdia6	10	2.3993e-22	2.4748e-07	1e-05	3	10	-2.2575	1.0	1.0	1.0	19990	0	-2.2575
Alg6	10	1.5256e-21	2.4748e-07	1e-05	4	10	-4.39	1.0	1.0	1.0	19992	0	-4.39
Cbfb	10	5.5816e-21	2.4748e-07	1e-05	5	10	-2.0196	1.0	1.0	1.0	19841	0	-2.0196
Nars2	10	3.1496e-20	2.4748e-07	1e-05	6	10	-2.4503	1.0	1.0	1.0	19991	0	-2.4503
Cebpe	10	4.0662e-20	2.4748e-07	1e-05	7	10	-1.7537	1.0	1.0	1.0	19984	0	-1.7537
Ndufa10	10	5.7186e-20	2.4748e-07	1e-05	8	10	-2.511	1.0	1.0	1.0	19993	0	-2.511
Ndufb10	10	1.2446e-19	2.4748e-07	1e-05	9	10	-2.6696	1.0	1.0	1.0	19983	0	-2.6696
Glmn	10	1.6995e-19	2.4748e-07	1e-05	10	10	-2.6944	1.0	1.0	1.0	19985	0	-2.6944
Vars	10	2.4863e-19	2.4748e-07	1e-05	11	10	-2.0395	1.0	1.0	1.0	19987	0	-2.0395
Ing3	10	3.2233e-19	2.4748e-07	1e-05	12	10	-3.1636	1.0	1.0	1.0	19986	0	-3.1636
Rwdd1	10	7.2489e-19	2.4748e-07	1e-05	13	10	-1.8917	1.0	1.0	1.0	19970	0	-1.8917
Dpm1	10	8.3398e-19	2.4748e-07	1e-05	14	9	-2.1842	0.99588	0.99734	1.0	19347	0	-2.1842
Rad54l2	10	1.3263e-18	2.4748e-07	1e-05	15	10	-2.5211	1.0	1.0	1.0	20000	0	-2.5211
Zfml	10	1.9292e-18	2.4748e-07	1e-05	16	10	-2.5667	1.0	1.0	1.0	19999	0	-2.5667
Suds3	10	4.4924e-18	2.4748e-07	1e-05	17	10	-4.0019	1.0	1.0	1.0	20001	0	-4.0019
Ptcd1	10	4.8775e-18	2.4748e-07	1e-05	18	10	-1.9702	1.0	1.0	1.0	20003	0	-1.9702
Fli1	10	5.7452e-18	2.4748e-07	1e-05	19	10	-2.1672	1.0	1.0	1.0	20002	0	-2.1672
Xbp1	10	7.1981e-18	2.4748e-07	1e-05	20	10	-3.2868	1.0	1.0	1.0	19930	0	-3.2868
Ambra1	10	8.5584e-18	2.4748e-07	1e-05	21	10	-2.1036	1.0	1.0	1.0	19995	0	-2.1036
Epc2	10	1.0281e-17	2.4748e-07	1e-05	22	10	-2.6021	1.0	1.0	1.0	19982	0	-2.6021
Gss	10	1.3881e-17	2.4748e-07	1e-05	23	10	-2.1363	1.0	1.0	1.0	19994	0	-2.1363
Scamp4	10	1.4995e-17	2.4748e-07	1e-05	24	9	-1.8052	0.99904	0.99958	1.0	19525	0	-1.8052
Opa1	10	1.5418e-17	2.4748e-07	1e-05	25	10	-3.5793	1.0	1.0	1.0	19996	0	-3.5793
