id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Glmn	5	2.8127e-15	2.4748e-07	0.000146	1	5	-1.9433	1.0	1.0	1.0	20003	0	-1.9433
Ccnf	5	5.0241e-14	2.4748e-07	0.000146	2	5	-1.3532	1.0	1.0	1.0	20002	0	-1.3532
Pdia6	5	1.2303e-13	2.4748e-07	0.000146	3	5	-1.0866	1.0	1.0	1.0	20001	0	-1.0866
Ubr5	5	1.2738e-11	2.4748e-07	0.000146	4	5	-1.4834	1.0	1.0	1.0	20000	0	-1.4834
Zfml	5	5.131e-11	2.4748e-07	0.000146	5	5	-1.3048	1.0	1.0	1.0	19999	0	-1.3048
Rif1	5	4.6382e-10	2.4748e-07	0.000146	6	5	-1.7513	1.0	1.0	1.0	19985	0	-1.7513
Ldlr	5	5.7203e-10	2.4748e-07	0.000146	7	5	-1.1443	1.0	1.0	1.0	19998	0	-1.1443
Adat3	5	6.1269e-10	2.4748e-07	0.000146	8	5	-0.74801	1.0	1.0	1.0	19997	0	-0.74801
Lamtor2	5	2.2474e-09	2.4748e-07	0.000146	9	5	-1.0432	1.0	1.0	1.0	19996	0	-1.0432
Sel1l	5	2.3163e-09	2.4748e-07	0.000146	10	5	-1.7609	1.0	1.0	1.0	19994	0	-1.7609
Scamp4	5	2.4397e-09	2.4748e-07	0.000146	11	4	-0.60673	0.98986	0.99203	1.0	19513	0	-0.60673
Sap130	5	6.3764e-09	2.4748e-07	0.000146	12	5	-0.83902	1.0	1.0	1.0	19995	0	-0.83902
Paxip1	5	8.2892e-09	2.4748e-07	0.000146	13	5	-1.4461	1.0	1.0	1.0	19988	0	-1.4461
Cbfb	5	8.4915e-09	2.4748e-07	0.000146	14	5	-0.66823	1.0	1.0	1.0	19980	0	-0.66823
Ccdc132	5	9.3527e-09	2.4748e-07	0.000146	15	4	-1.0441	0.6224	0.65064	0.990069	13260	1	-1.0441
