id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Sel1l	10	8.3048e-25	2.4748e-07	2.3e-05	1	10	-2.9463	1.0	1.0	1.0	19997	0	-2.9463
Glmn	10	8.9304e-24	2.4748e-07	2.3e-05	2	10	-1.9809	1.0	1.0	1.0	19998	0	-1.9809
Pdia6	10	1.7807e-22	2.4748e-07	2.3e-05	3	10	-1.8963	1.0	1.0	1.0	19999	0	-1.8963
Alg6	10	5.6306e-22	2.4748e-07	2.3e-05	4	10	-2.6923	1.0	1.0	1.0	19995	0	-2.6923
Ccnf	10	1.4951e-21	2.4748e-07	2.3e-05	5	10	-1.716	1.0	1.0	1.0	19996	0	-1.716
Dcp2	10	3.976e-20	2.4748e-07	2.3e-05	6	10	-1.5067	1.0	1.0	1.0	20002	0	-1.5067
Mcat	10	4.9913e-19	2.4748e-07	2.3e-05	7	10	-1.7747	1.0	1.0	1.0	20000	0	-1.7747
Zfml	10	1.7435e-18	2.4748e-07	2.3e-05	8	10	-1.6145	1.0	1.0	1.0	19937	0	-1.6145
Rc3h1	10	2.1464e-18	2.4748e-07	2.3e-05	9	10	-1.5845	1.0	1.0	1.0	20003	0	-1.5845
Hscb	10	4.6916e-18	2.4748e-07	2.3e-05	10	10	-2.0951	1.0	1.0	1.0	19983	0	-2.0951
Tcf3	10	4.7671e-17	2.4748e-07	2.3e-05	11	10	-1.8644	1.0	1.0	1.0	20001	0	-1.8644
Ubr5	10	1.9067e-16	2.4748e-07	2.3e-05	12	10	-2.0205	1.0	1.0	1.0	19994	0	-2.0205
Dpm1	10	3.407e-16	2.4748e-07	2.3e-05	13	9	-1.3357	0.95611	0.96314	1.0	18780	1	-1.3357
Hsd17b10	10	3.7838e-16	2.4748e-07	2.3e-05	14	8	-2.3522	0.98416	0.98293	1.0	19222	1	-2.3522
Manf	9	3.9545e-16	2.4748e-07	2.3e-05	15	8	-2.6364	0.27985	0.46429	0.932785	10208	1	-2.6364
Opa1	10	7.4907e-16	2.4748e-07	2.3e-05	16	10	-2.2457	1.0	1.0	1.0	19993	0	-2.2457
Stat3	10	6.2437e-15	2.4748e-07	2.3e-05	17	10	-1.9801	1.0	1.0	1.0	19965	0	-1.9801
Cbfb	10	1.4632e-14	2.4748e-07	2.3e-05	18	8	-0.96117	0.97243	0.97167	1.0	18999	1	-0.96117
Epc2	10	4.2813e-14	2.4748e-07	2.3e-05	19	10	-1.273	1.0	1.0	1.0	19992	0	-1.273
Fxn	10	4.8044e-14	2.4748e-07	2.3e-05	20	10	-1.5204	1.0	1.0	1.0	19924	0	-1.5204
Fli1	10	1.5409e-13	2.4748e-07	2.3e-05	21	10	-1.2284	1.0	1.0	1.0	19991	0	-1.2284
Mrpl39	10	1.8091e-13	2.4748e-07	2.3e-05	22	10	-2.3771	1.0	1.0	1.0	19974	0	-2.3771
Mrpl42	10	2.0199e-13	2.4748e-07	2.3e-05	23	10	-1.9684	1.0	1.0	1.0	19990	0	-1.9684
Timm22	10	2.6948e-13	2.4748e-07	2.3e-05	24	10	-1.7181	0.99999	1.0	1.0	19907	0	-1.7181
Rad54l2	10	3.1567e-13	2.4748e-07	2.3e-05	25	10	-1.7287	1.0	1.0	1.0	19981	0	-1.7287
Ccdc60	10	3.2757e-13	2.4748e-07	2.3e-05	26	4	-0.29303	0.9176	0.95088	1.0	18473	1	-0.29303
Derl2	10	3.804e-13	2.4748e-07	2.3e-05	27	10	-1.2808	1.0	1.0	1.0	19944	0	-1.2808
G2e3	10	5.4931e-13	2.4748e-07	2.3e-05	28	10	-1.1972	1.0	1.0	1.0	19939	0	-1.1972
Adnp	20	5.7944e-13	2.4748e-07	2.3e-05	29	10	-0.12724	0.33936	0.60555	0.987726	11333	7	-0.12724
Ambra1	10	6.8433e-13	2.4748e-07	2.3e-05	30	9	-1.5719	0.9999	0.99993	1.0	19834	0	-1.5719
Dpm3	10	7.5848e-13	2.4748e-07	2.3e-05	31	8	-1.8728	0.99239	0.99189	1.0	19461	0	-1.8728
Tars2	10	1.7051e-12	2.4748e-07	2.3e-05	32	10	-2.511	1.0	1.0	1.0	19989	0	-2.511
Dars2	8	2.2129e-12	2.4748e-07	2.3e-05	33	8	-1.5771	1.0	1.0	1.0	19964	0	-1.5771
Ing3	10	2.2969e-12	2.4748e-07	2.3e-05	34	9	-1.7434	0.99945	0.99953	1.0	19768	0	-1.7434
Nars2	10	2.7664e-12	2.4748e-07	2.3e-05	35	10	-1.0044	1.0	1.0	1.0	19960	0	-1.0044
Ndufa10	10	3.966e-12	2.4748e-07	2.3e-05	36	10	-1.4574	1.0	1.0	1.0	19940	0	-1.4574
Alg12	10	4.964e-12	2.4748e-07	2.3e-05	37	10	-1.4064	1.0	1.0	1.0	19988	0	-1.4064
Rcor1	10	5.0796e-12	2.4748e-07	2.3e-05	38	9	-0.96788	0.9999	0.99993	1.0	19833	0	-0.96788
Ndufb10	10	7.4148e-12	2.4748e-07	2.3e-05	39	10	-1.7481	1.0	1.0	1.0	19982	0	-1.7481
Cox5a	10	1.5239e-11	2.4748e-07	2.3e-05	40	9	-1.0264	0.99825	0.99821	1.0	19689	0	-1.0264
Ssbp1	10	1.9911e-11	2.4748e-07	2.3e-05	41	10	-1.6481	0.99999	0.99999	1.0	19891	0	-1.6481
Dnajc3	10	2.5638e-11	2.4748e-07	2.3e-05	42	8	-1.0766	0.87888	0.93043	1.0	18074	2	-1.0766
Cox7b	10	2.9281e-11	2.4748e-07	2.3e-05	43	9	-1.1589	0.99984	0.99988	1.0	19819	0	-1.1589
Sarnp	10	3.6492e-11	2.4748e-07	2.3e-05	44	10	-0.74673	1.0	1.0	1.0	19933	0	-0.74673
Actr5	10	4.5993e-11	2.4748e-07	2.3e-05	45	8	-1.4576	0.97776	0.9758	1.0	19082	1	-1.4576
Trrap	10	4.7697e-11	2.4748e-07	2.3e-05	46	10	-1.4263	1.0	1.0	1.0	19945	0	-1.4263
Tbrg1	10	5.1122e-11	2.4748e-07	2.3e-05	47	10	-0.99917	1.0	1.0	1.0	19922	0	-0.99917
Alg5	10	5.7712e-11	2.4748e-07	2.3e-05	48	9	-1.3794	0.99997	0.99999	1.0	19870	0	-1.3794
Brms1	10	8.0997e-11	2.4748e-07	2.3e-05	49	9	-1.5378	0.99992	0.99995	1.0	19841	0	-1.5378
Csnk2b	10	8.3326e-11	2.4748e-07	2.3e-05	50	9	-0.827	0.99991	0.99994	1.0	19837	0	-0.827
Eif2b2	10	9.0374e-11	2.4748e-07	2.3e-05	51	10	-1.7757	1.0	1.0	1.0	19987	0	-1.7757
Adck4	20	1.1777e-10	2.4748e-07	2.3e-05	52	12	-0.41681	0.31422	0.57518	0.977093	10852	2	-0.41681
Polg2	10	1.2677e-10	2.4748e-07	2.3e-05	53	10	-1.4432	1.0	1.0	1.0	19986	0	-1.4432
Slc25a3	10	1.5144e-10	2.4748e-07	2.3e-05	54	9	-1.1845	0.99995	0.99997	1.0	19860	0	-1.1845
Pars2	10	1.7179e-10	2.4748e-07	2.3e-05	55	9	-1.775	0.99998	0.99999	1.0	19874	0	-1.775
Dda1	10	1.8404e-10	2.4748e-07	2.3e-05	56	10	-1.3969	1.0	1.0	1.0	19968	0	-1.3969
Mtg1	10	1.8804e-10	2.4748e-07	2.3e-05	57	10	-1.7195	1.0	1.0	1.0	19985	0	-1.7195
