id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Pdia6	5	6.2572e-17	2.4748e-07	1.6e-05	1	5	-3.898	1.0	1.0	1.0	20003	0	-3.898
Dcp2	5	1.2257e-15	2.4748e-07	1.6e-05	2	5	-3.8629	1.0	1.0	1.0	20002	0	-3.8629
Itgb2	5	1.4619e-15	2.4748e-07	1.6e-05	3	5	-6.4535	1.0	1.0	1.0	20001	0	-6.4535
Commd1	5	1.314e-13	2.4748e-07	1.6e-05	4	5	-2.7073	1.0	1.0	1.0	20000	0	-2.7073
RP23-242C19.7	5	1.314e-13	2.4748e-07	1.6e-05	5	5	-2.7073	1.0	1.0	1.0	19999	0	-2.7073
Zfml	5	1.5228e-13	2.4748e-07	1.6e-05	6	5	-3.0631	1.0	1.0	1.0	19998	0	-3.0631
Ccnf	5	2.2233e-13	2.4748e-07	1.6e-05	7	5	-2.073	1.0	1.0	1.0	19997	0	-2.073
P4hb	5	6.7958e-13	2.4748e-07	1.6e-05	8	5	-1.959	1.0	1.0	1.0	19996	0	-1.959
Itgam	5	1.0512e-12	2.4748e-07	1.6e-05	9	5	-6.295	1.0	1.0	1.0	19995	0	-6.295
Alg6	5	2.4419e-12	2.4748e-07	1.6e-05	10	5	-4.2033	1.0	1.0	1.0	19994	0	-4.2033
Ssr1	5	3.4378e-12	2.4748e-07	1.6e-05	11	4	-3.4722	0.24453	0.31296	0.880857	7158	1	-3.4722
Ssr3	5	4.0051e-12	2.4748e-07	1.6e-05	12	5	-2.5053	1.0	1.0	1.0	19993	0	-2.5053
Commd7	5	4.0769e-12	2.4748e-07	1.6e-05	13	5	-3.3793	1.0	1.0	1.0	19992	0	-3.3793
Nars2	5	4.6883e-12	2.4748e-07	1.6e-05	14	5	-1.8818	1.0	1.0	1.0	19991	0	-1.8818
Ssr2	5	6.3339e-12	2.4748e-07	1.6e-05	15	5	-2.2977	1.0	1.0	1.0	19990	0	-2.2977
Ufl1	5	1.2519e-11	2.4748e-07	1.6e-05	16	5	-3.9796	1.0	1.0	1.0	19989	0	-3.9796
Sec63	5	1.5412e-11	2.4748e-07	1.6e-05	17	5	-2.588	1.0	1.0	1.0	19988	0	-2.588
Commd6	5	1.7047e-11	2.4748e-07	1.6e-05	18	5	-2.9608	1.0	1.0	1.0	19987	0	-2.9608
Epc2	5	2.2515e-11	2.4748e-07	1.6e-05	19	5	-2.416	1.0	1.0	1.0	19986	0	-2.416
Snx17	5	3.065e-11	2.4748e-07	1.6e-05	20	5	-2.0702	1.0	1.0	1.0	19826	0	-2.0702
Gigyf2	5	3.7739e-11	2.4748e-07	1.6e-05	21	5	-2.7941	1.0	1.0	1.0	19976	0	-2.7941
Xbp1	5	5.2336e-11	2.4748e-07	1.6e-05	22	5	-5.2387	1.0	1.0	1.0	19985	0	-5.2387
Mrgbp	5	7.059e-11	2.4748e-07	1.6e-05	23	5	-1.7905	1.0	1.0	1.0	19984	0	-1.7905
Gss	5	7.383e-11	2.4748e-07	1.6e-05	24	5	-2.9628	1.0	1.0	1.0	19983	0	-2.9628
Ing3	5	1.0378e-10	2.4748e-07	1.6e-05	25	5	-3.2503	1.0	1.0	1.0	19982	0	-3.2503
Adat3	5	1.3162e-10	2.4748e-07	1.6e-05	26	5	-1.5468	1.0	1.0	1.0	19981	0	-1.5468
Mrpl42	5	1.9901e-10	2.4748e-07	1.6e-05	27	5	-2.8741	1.0	1.0	1.0	19980	0	-2.8741
Mrpl38	5	4.614e-10	2.4748e-07	1.6e-05	28	5	-2.6548	1.0	1.0	1.0	19979	0	-2.6548
Tefm	5	4.6618e-10	2.4748e-07	1.6e-05	29	5	-2.6165	1.0	1.0	1.0	19978	0	-2.6165
Eif2b1	5	4.9403e-10	2.4748e-07	1.6e-05	30	5	-2.8682	1.0	1.0	1.0	19977	0	-2.8682
Ddrgk1	5	6.7016e-10	2.4748e-07	1.6e-05	31	4	-4.1701	0.98591	0.98998	1.0	19104	0	-4.1701
Cdk5rap3	5	7.4461e-10	2.4748e-07	1.6e-05	32	5	-2.2613	1.0	1.0	1.0	19975	0	-2.2613
Mrpl39	5	7.9479e-10	2.4748e-07	1.6e-05	33	5	-2.5462	1.0	1.0	1.0	19974	0	-2.5462
Dcp1a	5	8.2465e-10	2.4748e-07	1.6e-05	34	5	-3.4033	1.0	1.0	1.0	19973	0	-3.4033
Hsd17b10	5	8.3834e-10	2.4748e-07	1.6e-05	35	4	-3.7711	0.98283	0.98728	1.0	19018	0	-3.7711
Mcat	5	9.1968e-10	2.4748e-07	1.6e-05	36	5	-1.5218	1.0	1.0	1.0	19972	0	-1.5218
Pyroxd1	5	1.2691e-09	2.4748e-07	1.6e-05	37	5	-2.1005	1.0	1.0	1.0	19971	0	-2.1005
Polg2	5	1.2762e-09	2.4748e-07	1.6e-05	38	5	-2.0696	1.0	1.0	1.0	19970	0	-2.0696
Manf	5	1.2793e-09	2.4748e-07	1.6e-05	39	5	-4.3732	1.0	1.0	1.0	19877	0	-4.3732
Tamm41	5	1.3161e-09	2.4748e-07	1.6e-05	40	5	-2.3058	1.0	1.0	1.0	19969	0	-2.3058
Trrap	5	1.4617e-09	2.4748e-07	1.6e-05	41	5	-1.8781	1.0	1.0	1.0	19968	0	-1.8781
Dnajb9	5	1.5216e-09	2.4748e-07	1.6e-05	42	5	-3.5977	1.0	1.0	1.0	19966	0	-3.5977
Uba5	5	1.594e-09	2.4748e-07	1.6e-05	43	5	-3.1622	1.0	1.0	1.0	19967	0	-3.1622
Elp4	5	1.7084e-09	2.4748e-07	1.6e-05	44	5	-2.2152	1.0	1.0	1.0	19965	0	-2.2152
Ndufaf4	5	1.7175e-09	2.4748e-07	1.6e-05	45	5	-1.8601	1.0	1.0	1.0	19964	0	-1.8601
Mpi	5	2.3305e-09	2.4748e-07	1.6e-05	46	5	-3.35	1.0	1.0	1.0	19963	0	-3.35
Tfam	5	2.3538e-09	2.4748e-07	1.6e-05	47	5	-2.7537	1.0	1.0	1.0	19962	0	-2.7537
Dph1	5	2.3684e-09	2.4748e-07	1.6e-05	48	5	-1.8587	1.0	1.0	1.0	19961	0	-1.8587
Atp5a1	5	2.4307e-09	2.4748e-07	1.6e-05	49	5	-1.0838	1.0	1.0	1.0	19960	0	-1.0838
Ndufb10	5	2.5718e-09	2.4748e-07	1.6e-05	50	5	-1.6763	1.0	1.0	1.0	19959	0	-1.6763
Mrpl52	5	2.6609e-09	2.4748e-07	1.6e-05	51	5	-2.0038	1.0	1.0	1.0	19958	0	-2.0038
Ndufa10	5	2.8532e-09	2.4748e-07	1.6e-05	52	5	-1.1838	1.0	1.0	1.0	19957	0	-1.1838
Ubr4	10	2.9665e-09	2.4748e-07	1.6e-05	53	10	-0.82751	1.0	1.0	1.0	19869	0	-0.82751
Mtg1	5	3.1809e-09	2.4748e-07	1.6e-05	54	5	-2.7142	1.0	1.0	1.0	19956	0	-2.7142
Commd5	5	3.379e-09	2.4748e-07	1.6e-05	55	5	-2.7351	1.0	1.0	1.0	19955	0	-2.7351
Mrpl37	5	3.6946e-09	2.4748e-07	1.6e-05	56	5	-1.9354	1.0	1.0	1.0	19954	0	-1.9354
