id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Glmn	10	2.625e-25	2.4748e-07	9.2e-05	1	10	-1.9109	1.0	1.0	1.0	20003	0	-1.9109
Ccnf	10	7.456e-22	2.4748e-07	9.2e-05	2	10	-1.3772	1.0	1.0	1.0	20000	0	-1.3772
Pdia6	10	4.8139e-17	2.4748e-07	9.2e-05	3	10	-1.2071	1.0	1.0	1.0	20002	0	-1.2071
Ubr5	10	1.0974e-15	2.4748e-07	9.2e-05	4	10	-1.4119	1.0	1.0	1.0	20001	0	-1.4119
Zfml	10	6.2768e-15	2.4748e-07	9.2e-05	5	10	-1.2952	1.0	1.0	1.0	19999	0	-1.2952
Rif1	10	8.6073e-15	2.4748e-07	9.2e-05	6	10	-1.6085	0.99999	1.0	1.0	19967	0	-1.6085
Dpm1	10	2.292e-13	2.4748e-07	9.2e-05	7	10	-0.84599	1.0	1.0	1.0	19993	0	-0.84599
Samhd1	10	4.6801e-13	2.4748e-07	9.2e-05	8	10	-1.0579	0.99999	0.99999	1.0	19962	0	-1.0579
Sel1l	10	3.6557e-12	2.4748e-07	9.2e-05	9	10	-1.5065	1.0	1.0	1.0	19998	0	-1.5065
Ldlr	10	4.221e-12	2.4748e-07	9.2e-05	10	10	-1.2795	1.0	1.0	1.0	19995	0	-1.2795
Lamtor2	10	5.9505e-12	2.4748e-07	9.2e-05	11	10	-0.97632	1.0	1.0	1.0	19989	0	-0.97632
Adnp	20	1.3986e-11	2.4748e-07	9.2e-05	12	11	-0.20846	0.043555	0.13215	0.717619	3210	8	-0.20846
Wdr82	10	2.9461e-11	2.4748e-07	9.2e-05	13	8	-1.3161	0.93401	0.95694	1.0	18716	1	-1.3161
Adat3	10	4.6598e-11	2.4748e-07	9.2e-05	14	10	-0.69729	1.0	1.0	1.0	19997	0	-0.69729
Cbfb	10	5.4126e-11	2.4748e-07	9.2e-05	15	9	-0.77855	0.99996	0.99997	1.0	19949	0	-0.77855
Ccdc132	10	6.6406e-11	2.4748e-07	9.2e-05	16	8	-1.1029	0.5608	0.75499	1.0	14893	1	-1.1029
