id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Glmn	20	7.3705e-47	2.4748e-07	1.7e-05	1	20	-1.9109	1.0	1.0	1.0	20000	0	-1.9109
Ccnf	20	2.3127e-38	2.4748e-07	1.7e-05	2	20	-1.4504	1.0	1.0	1.0	20003	0	-1.4504
Pdia6	20	7.5202e-35	2.4748e-07	1.7e-05	3	20	-1.4977	1.0	1.0	1.0	19999	0	-1.4977
Ubr5	20	1.1015e-28	2.4748e-07	1.7e-05	4	20	-1.529	1.0	1.0	1.0	20001	0	-1.529
Zfml	20	1.6758e-28	2.4748e-07	1.7e-05	5	20	-1.409	1.0	1.0	1.0	19995	0	-1.409
Sel1l	20	6.9973e-28	2.4748e-07	1.7e-05	6	20	-2.3433	1.0	1.0	1.0	20002	0	-2.3433
Dpm1	20	5.4802e-27	2.4748e-07	1.7e-05	7	19	-1.0724	0.99754	0.99893	1.0	19702	1	-1.0724
Alg6	20	9.9238e-26	2.4748e-07	1.7e-05	8	19	-2.2019	1.0	1.0	1.0	19986	0	-2.2019
Dcp2	20	3.7379e-24	2.4748e-07	1.7e-05	9	20	-1.3933	1.0	1.0	1.0	19997	0	-1.3933
Cbfb	20	7.5473e-23	2.4748e-07	1.7e-05	10	17	-0.88275	0.99907	0.99926	1.0	19765	1	-0.88275
Adnp	40	2.3234e-22	2.4748e-07	1.7e-05	11	20	-0.1491	0.15433	0.37655	0.869692	8226	15	-0.1491
Rif1	20	5.5959e-21	2.4748e-07	1.7e-05	12	19	-1.3875	1.0	1.0	1.0	19980	0	-1.3875
Opa1	20	8.9324e-21	2.4748e-07	1.7e-05	13	19	-1.6687	1.0	1.0	1.0	19956	0	-1.6687
Fli1	20	2.1231e-20	2.4748e-07	1.7e-05	14	19	-0.86339	1.0	1.0	1.0	19976	0	-0.86339
Manf	19	1.8378e-19	2.4748e-07	1.7e-05	15	15	-1.7717	0.44351	0.71684	1.0	14191	2	-1.7717
Tcf3	20	2.9007e-19	2.4748e-07	1.7e-05	16	17	-1.4332	1.0	1.0	1.0	19973	0	-1.4332
Ino80e	20	7.5374e-19	2.4748e-07	1.7e-05	17	19	-1.4925	1.0	1.0	1.0	19982	0	-1.4925
Dda1	20	7.968e-19	2.4748e-07	1.7e-05	18	18	-1.3997	0.99998	0.99998	1.0	19897	0	-1.3997
Stat3	20	3.4184e-18	2.4748e-07	1.7e-05	19	20	-1.7379	1.0	1.0	1.0	19991	0	-1.7379
Ambra1	20	5.4635e-18	2.4748e-07	1.7e-05	20	19	-1.2537	1.0	1.0	1.0	19977	0	-1.2537
