id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Pdia6	20	2.5091e-54	2.4748e-07	8e-06	1	20	-3.7376	1.0	1.0	1.0	19967	0	-3.7376
Dcp2	20	1.7104e-53	2.4748e-07	8e-06	2	20	-4.1335	1.0	1.0	1.0	19968	0	-4.1335
Itgb2	20	6.5473e-51	2.4748e-07	8e-06	3	20	-6.8255	1.0	1.0	1.0	19969	0	-6.8255
Zfml	20	1.6813e-44	2.4748e-07	8e-06	4	20	-2.9824	1.0	1.0	1.0	19964	0	-2.9824
Itgam	20	1.8403e-43	2.4748e-07	8e-06	5	20	-5.6587	1.0	1.0	1.0	19965	0	-5.6587
P4hb	20	1.3678e-41	2.4748e-07	8e-06	6	20	-1.9284	1.0	1.0	1.0	19955	0	-1.9284
Alg6	20	3.0459e-41	2.4748e-07	8e-06	7	20	-4.0796	1.0	1.0	1.0	19966	0	-4.0796
Ccnf	20	9.9394e-41	2.4748e-07	8e-06	8	20	-2.1762	1.0	1.0	1.0	19970	0	-2.1762
Commd1	20	3.1035e-40	2.4748e-07	8e-06	9	20	-2.9518	1.0	1.0	1.0	19975	0	-2.9518
RP23-242C19.7	20	3.1035e-40	2.4748e-07	8e-06	10	20	-2.9518	1.0	1.0	1.0	19974	0	-2.9518
Ssr1	20	7.9764e-40	2.4748e-07	8e-06	11	16	-3.222	0.40288	0.70295	1.0	13261	3	-3.222
Commd7	20	6.4523e-39	2.4748e-07	8e-06	12	20	-3.2019	1.0	1.0	1.0	19976	0	-3.2019
Nars2	20	1.3994e-37	2.4748e-07	8e-06	13	20	-1.8585	1.0	1.0	1.0	19971	0	-1.8585
Ufl1	20	4.4405e-37	2.4748e-07	8e-06	14	20	-3.8877	1.0	1.0	1.0	19954	0	-3.8877
Xbp1	20	1.2502e-36	2.4748e-07	8e-06	15	20	-5.6916	1.0	1.0	1.0	19953	0	-5.6916
Ssr3	20	1.3495e-35	2.4748e-07	8e-06	16	20	-2.3728	1.0	1.0	1.0	19947	0	-2.3728
Sec63	20	1.8277e-35	2.4748e-07	8e-06	17	20	-2.4923	1.0	1.0	1.0	19957	0	-2.4923
Ing3	20	4.2297e-35	2.4748e-07	8e-06	18	20	-2.947	1.0	1.0	1.0	19972	0	-2.947
Commd6	20	8.4691e-35	2.4748e-07	8e-06	19	20	-3.2773	1.0	1.0	1.0	19952	0	-3.2773
Snx17	20	1.2307e-34	2.4748e-07	8e-06	20	20	-2.2039	1.0	1.0	1.0	19901	0	-2.2039
Gigyf2	20	1.9796e-34	2.4748e-07	8e-06	21	20	-2.6025	1.0	1.0	1.0	19960	0	-2.6025
Ssr2	20	3.216e-34	2.4748e-07	8e-06	22	20	-2.2183	1.0	1.0	1.0	19950	0	-2.2183
Dnajb9	20	5.8771e-33	2.4748e-07	8e-06	23	20	-3.7005	1.0	1.0	1.0	20003	0	-3.7005
Epc2	20	1.7798e-32	2.4748e-07	8e-06	24	20	-2.5616	1.0	1.0	1.0	19963	0	-2.5616
Manf	20	2.7555e-32	2.4748e-07	8e-06	25	20	-4.5654	1.0	1.0	1.0	19936	0	-4.5654
Ddrgk1	20	1.6737e-31	2.4748e-07	8e-06	26	18	-3.7959	0.99822	0.99923	1.0	19551	1	-3.7959
Mrgbp	20	3.9544e-31	2.4748e-07	8e-06	27	20	-2.0483	1.0	1.0	1.0	19956	0	-2.0483
Gss	20	7.6756e-31	2.4748e-07	8e-06	28	20	-2.8694	1.0	1.0	1.0	19951	0	-2.8694
Hsd17b10	20	1.3516e-30	2.4748e-07	8e-06	29	18	-3.7852	0.99639	0.99886	1.0	19497	1	-3.7852
Uba5	20	7.0279e-30	2.4748e-07	8e-06	30	20	-3.3521	1.0	1.0	1.0	19920	0	-3.3521
Pyroxd1	20	3.7384e-29	2.4748e-07	8e-06	31	19	-2.1008	1.0	1.0	1.0	19828	0	-2.1008
Dcp1a	20	7.9511e-29	2.4748e-07	8e-06	32	20	-2.5833	1.0	1.0	1.0	19993	0	-2.5833
Cox5a	20	8.4267e-29	2.4748e-07	8e-06	33	20	-1.5545	1.0	1.0	1.0	19995	0	-1.5545
Tfam	20	2.2189e-28	2.4748e-07	8e-06	34	20	-2.6998	1.0	1.0	1.0	19987	0	-2.6998
Dars2	16	7.3278e-28	2.4748e-07	8e-06	35	16	-2.6899	1.0	1.0	1.0	19973	0	-2.6899
Ufm1	20	2.175e-27	2.4748e-07	8e-06	36	18	-2.9873	0.99739	0.9991	1.0	19537	1	-2.9873
Cdk5rap3	20	5.0404e-27	2.4748e-07	8e-06	37	20	-2.5161	1.0	1.0	1.0	19990	0	-2.5161
Mtg1	20	7.9864e-27	2.4748e-07	8e-06	38	20	-2.8	1.0	1.0	1.0	19999	0	-2.8
Wars2	20	9.2362e-27	2.4748e-07	8e-06	39	19	-3.2986	1.0	1.0	1.0	19862	0	-3.2986
Mpi	20	1.0827e-26	2.4748e-07	8e-06	40	20	-2.9503	1.0	1.0	1.0	19961	0	-2.9503
Pars2	20	1.5436e-26	2.4748e-07	8e-06	41	20	-2.7602	1.0	1.0	1.0	19880	0	-2.7602
Trrap	20	8.3909e-26	2.4748e-07	8e-06	42	20	-1.9399	1.0	1.0	1.0	19997	0	-1.9399
Mrpl42	20	1.4976e-25	2.4748e-07	8e-06	43	20	-2.975	1.0	1.0	1.0	19959	0	-2.975
Mrpl33	20	1.6066e-25	2.4748e-07	8e-06	44	20	-1.952	1.0	1.0	1.0	19898	0	-1.952
Ndufa10	20	1.7234e-25	2.4748e-07	8e-06	45	20	-1.4227	1.0	1.0	1.0	19940	0	-1.4227
Eif2b1	20	2.5568e-25	2.4748e-07	8e-06	46	20	-3.025	1.0	1.0	1.0	19962	0	-3.025
Sel1l	20	2.6895e-25	2.4748e-07	8e-06	47	20	-2.5328	1.0	1.0	1.0	19958	0	-2.5328
Tfb1m	20	2.6945e-25	2.4748e-07	8e-06	48	19	-2.1179	1.0	1.0	1.0	19875	0	-2.1179
Ssbp1	20	3.9586e-25	2.4748e-07	8e-06	49	20	-2.011	1.0	1.0	1.0	19935	0	-2.011
Slc5a3	20	4.2953e-25	2.4748e-07	8e-06	50	20	-2.1286	1.0	1.0	1.0	19928	0	-2.1286
Mrps6	20	4.2953e-25	2.4748e-07	8e-06	51	20	-2.1286	1.0	1.0	1.0	19929	0	-2.1286
Mrpl39	20	7.305e-25	2.4748e-07	8e-06	52	20	-2.564	1.0	1.0	1.0	19977	0	-2.564
Dnajc3	20	1.1294e-24	2.4748e-07	8e-06	53	14	-1.8553	0.71946	0.91685	1.0	17067	4	-1.8553
Adat3	20	1.1631e-24	2.4748e-07	8e-06	54	20	-1.4044	1.0	1.0	1.0	19933	0	-1.4044
Mrpl37	20	1.297e-24	2.4748e-07	8e-06	55	20	-1.7798	1.0	1.0	1.0	19994	0	-1.7798
Fam98a	20	1.4889e-24	2.4748e-07	8e-06	56	18	-1.9026	1.0	1.0	1.0	19836	0	-1.9026
Tefm	20	3.9679e-24	2.4748e-07	8e-06	57	20	-2.6042	1.0	1.0	1.0	19942	0	-2.6042
Ubr4	40	4.3335e-24	2.4748e-07	8e-06	58	35	-0.79667	0.41112	0.75982	1.0	13368	1	-0.79667
Pstk	20	5.0932e-24	2.4748e-07	8e-06	59	20	-1.8895	1.0	1.0	1.0	19996	0	-1.8895
