id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Ccnf	5	6.0304e-09	2.4748e-07	0.00099	1	5	-0.75137	1.0	1.0	1.0	20003	0	-0.75137
Pdia6	5	1.2209e-08	2.4748e-07	0.00099	2	4	-0.72391	0.99806	0.99855	1.0	19911	0	-0.72391
Eif1	5	1.2342e-07	2.4748e-07	0.00099	3	4	-0.59456	0.47966	0.53638	0.959396	11236	1	-0.59456
Dnajb9	5	4.6057e-07	2.4748e-07	0.00099	4	3	-0.83937	0.97376	0.97156	1.0	19340	0	-0.83937
Ambra1	5	7.1048e-07	2.4748e-07	0.00099	5	5	-0.90452	1.0	1.0	1.0	20002	0	-0.90452
Glmn	5	1.9648e-06	7.4243e-07	0.002122	6	4	-0.67414	0.99826	0.99877	1.0	19920	0	-0.67414
Alg6	5	2.0142e-06	7.4243e-07	0.002122	7	5	-0.79103	1.0	1.0	1.0	20001	0	-0.79103
Rraga	5	2.9664e-06	1.7323e-06	0.00385	8	3	-0.74753	0.90492	0.89094	0.996387	17890	0	-0.74753
Ssr2	5	3.2653e-06	1.7323e-06	0.00385	9	5	-0.54843	0.99998	0.99999	1.0	19998	0	-0.54843
RP23-242C19.7	5	4.5829e-06	3.7121e-06	0.006751	10	4	-0.60661	0.99254	0.99236	1.0	19754	0	-0.60661
Commd1	5	4.5829e-06	3.7121e-06	0.006751	11	4	-0.60661	0.99254	0.99236	1.0	19755	0	-0.60661
Ssr3	5	4.8827e-06	4.2071e-06	0.007013	12	4	-0.68394	0.79102	0.77512	0.993001	15640	0	-0.68394
Manf	5	5.7678e-06	5.197e-06	0.007997	13	5	-0.95948	0.99999	1.0	1.0	20000	0	-0.95948
Ssr1	5	8.6618e-06	9.1566e-06	0.010683	14	4	-0.67539	0.86047	0.84409	0.996387	16953	0	-0.67539
Scamp4	5	9.1689e-06	9.1566e-06	0.010683	15	4	-0.46673	0.57282	0.59061	0.967833	12274	1	-0.46673
Adat3	5	9.1689e-06	9.1566e-06	0.010683	16	4	-0.46673	0.9942	0.99429	1.0	19790	0	-0.46673
Snx17	5	1.046e-05	1.0146e-05	0.010683	17	4	-0.44142	0.99785	0.99825	1.0	19899	0	-0.44142
Dda1	5	1.0807e-05	1.0146e-05	0.010683	18	5	-0.85784	0.99963	0.99977	1.0	19982	0	-0.85784
Pus3	5	1.1016e-05	1.0146e-05	0.010683	19	5	-0.69763	0.99901	0.99929	1.0	19950	0	-0.69763
Brms1	5	1.3925e-05	1.6581e-05	0.016584	20	5	-0.55365	0.99974	0.99983	1.0	19984	0	-0.55365
Suds3	5	1.62e-05	2.0045e-05	0.019095	21	5	-0.67209	0.99998	0.99999	1.0	19999	0	-0.67209
Flcn	5	2.1301e-05	3.0934e-05	0.028128	22	5	-0.38663	0.99931	0.99955	1.0	19970	0	-0.38663
Timmdc1	5	2.9227e-05	4.4793e-05	0.038958	23	4	-0.80599	0.92484	0.9142	0.997938	18291	0	-0.80599
Dcp2	5	3.5632e-05	5.9147e-05	0.049299	24	4	-0.46763	0.97641	0.97439	1.0	19395	0	-0.46763
Dnajc24	5	4.2853e-05	8.4389e-05	0.065823	25	5	-0.52735	0.99996	0.99997	1.0	19997	0	-0.52735
Pbsn	5	4.533e-05	8.8349e-05	0.065823	26	4	-0.43989	0.99481	0.99481	1.0	19805	0	-0.43989
Itgb2	5	4.5784e-05	8.8844e-05	0.065823	27	5	-0.64727	0.99899	0.99929	1.0	19948	0	-0.64727
