id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Ccnf	5	2.5595e-16	2.4748e-07	3.9e-05	1	5	-1.5274	1.0	1.0	1.0	20003	0	-1.5274
Glmn	5	1.6633e-15	2.4748e-07	3.9e-05	2	5	-1.8257	1.0	1.0	1.0	20002	0	-1.8257
Pdia6	5	2.8727e-14	2.4748e-07	3.9e-05	3	5	-1.4218	1.0	1.0	1.0	20001	0	-1.4218
Sel1l	5	7.9985e-13	2.4748e-07	3.9e-05	4	5	-2.2471	1.0	1.0	1.0	20000	0	-2.2471
Alg6	5	4.3396e-12	2.4748e-07	3.9e-05	5	5	-2.246	1.0	1.0	1.0	19999	0	-2.246
Ubr5	5	4.5723e-12	2.4748e-07	3.9e-05	6	5	-1.6062	1.0	1.0	1.0	19998	0	-1.6062
Zfml	5	1.1038e-11	2.4748e-07	3.9e-05	7	5	-1.4119	1.0	1.0	1.0	19995	0	-1.4119
Dcp2	5	3.224e-11	2.4748e-07	3.9e-05	8	5	-1.2776	1.0	1.0	1.0	19997	0	-1.2776
Adat3	5	9.5258e-11	2.4748e-07	3.9e-05	9	5	-0.93269	1.0	1.0	1.0	19996	0	-0.93269
Dpm1	5	1.2828e-10	2.4748e-07	3.9e-05	10	4	-1.1992	0.9986	0.99934	1.0	19680	0	-1.1992
Hsd17b10	5	1.5951e-10	2.4748e-07	3.9e-05	11	4	-1.9206	0.99572	0.99736	1.0	19559	0	-1.9206
Opa1	5	2.2294e-10	2.4748e-07	3.9e-05	12	5	-1.7351	1.0	1.0	1.0	19994	0	-1.7351
Stat3	5	5.6718e-10	2.4748e-07	3.9e-05	13	5	-1.4347	1.0	1.0	1.0	19993	0	-1.4347
Rif1	5	6.3459e-10	2.4748e-07	3.9e-05	14	5	-1.4407	1.0	1.0	1.0	19927	0	-1.4407
Tgif1	10	1.0313e-09	2.4748e-07	3.9e-05	15	10	-0.76128	1.0	1.0	1.0	19992	0	-0.76128
Ambra1	5	1.6058e-09	2.4748e-07	3.9e-05	16	5	-1.2604	1.0	1.0	1.0	19973	0	-1.2604
Ndufa10	5	1.8356e-09	2.4748e-07	3.9e-05	17	5	-1.0674	1.0	1.0	1.0	19991	0	-1.0674
Cbfb	5	1.8953e-09	2.4748e-07	3.9e-05	18	4	-0.81131	0.99595	0.99761	1.0	19564	0	-0.81131
Rad54l2	5	2.0616e-09	2.4748e-07	3.9e-05	19	5	-1.4857	1.0	1.0	1.0	19990	0	-1.4857
Rc3h1	5	2.104e-09	2.4748e-07	3.9e-05	20	5	-1.0009	1.0	1.0	1.0	19989	0	-1.0009
Ino80e	5	2.4629e-09	2.4748e-07	3.9e-05	21	5	-1.524	1.0	1.0	1.0	19988	0	-1.524
Taf13	5	3.1985e-09	2.4748e-07	3.9e-05	22	5	-1.1564	1.0	1.0	1.0	19987	0	-1.1564
Alg12	5	3.4369e-09	2.4748e-07	3.9e-05	23	5	-0.81663	1.0	1.0	1.0	19986	0	-0.81663
