Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,WikiPathways,27,WP183,Proteasome degradation,,-4.1,6.8,6,30242,64,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1
MyList,GO Biological Processes,19,GO:0050684,regulation of mRNA processing,19_GO:0050789 regulation of biological process,-4.1,4.6,5.3,30242,137,484,10,2.1,0.65,4869|4928|5725|10768|10772|25962|27316|79171|91746|494115,NPM1|NUP98|PTBP1|AHCYL1|SRSF10|VIRMA|RBMX|RBM42|YTHDC1|RBMXL1,-3.1
MyList,Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-4.1,5.1,5.5,30242,111,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|8667,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|EIF3H,-3.1
MyList,Reactome Gene Sets,6,R-HSA-5358508,Mismatch Repair,,-4.1,17,7.7,30242,15,484,4,0.83,0.41,5424|5425|6117|10714,POLD1|POLD2|RPA1|POLD3,-3.1
MyList,CORUM,33,CORUM:714,BRM-SIN3A complex,,-4.1,17,7.7,30242,15,484,4,0.83,0.41,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.1
MyList,GO Biological Processes,19,GO:0106354,tRNA surveillance,19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.1
MyList,CORUM,33,CORUM:834,20S methylosome and RG-containing Sm protein complex,,-4.1,31,9.4,30242,6,484,3,0.62,0.36,1207|6632|6634,CLNS1A|SNRPD1|SNRPD3,-3.1
MyList,GO Biological Processes,19,GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process,19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.1
MyList,GO Biological Processes,19,GO:0071029,nuclear ncRNA surveillance,19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.1
MyList,GO Biological Processes,19,GO:0006269,"DNA replication, synthesis of RNA primer",19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5557|5558|23649,PRIM1|PRIM2|POLA2,-3.1
MyList,CORUM,33,CORUM:1211,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)",,-4.1,31,9.4,30242,6,484,3,0.62,0.36,196|405|10607,AHR|ARNT|TBL3,-3.1
MyList,CORUM,33,CORUM:6893,Gamma-tubulin complex,,-4.1,31,9.4,30242,6,484,3,0.62,0.36,7283|27229|114791,TUBG1|TUBGCP4|TUBGCP5,-3.1
MyList,GO Biological Processes,19,GO:0072719,cellular response to cisplatin,19_GO:0050896 response to stimulus,-4.1,31,9.4,30242,6,484,3,0.62,0.36,1663|5888|8914,DDX11|RAD51|TIMELESS,-3.1
MyList,CORUM,33,CORUM:2203,BRD4-RFC complex,,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5983|5984|5985,RFC3|RFC4|RFC5,-3.1
MyList,GO Biological Processes,19,GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.1
MyList,CORUM,33,CORUM:2797,PCNA-CHL12-RFC2-5 complex,,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5983|5984|5985,RFC3|RFC4|RFC5,-3.1
MyList,GO Biological Processes,19,GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process,19_GO:0008152 metabolic process,-4.1,31,9.4,30242,6,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.1
MyList,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-4.1,2.4,4.5,30242,663,484,25,5.2,1,1054|1663|1981|2033|3159|4193|4609|4869|5514|5888|6615|7919|8914|9774|10771|11143|11179|11200|11235|23028|23514|27000|51366|54407|64210,CEBPG|DDX11|EIF4G1|EP300|HMGA1|MDM2|MYC|NPM1|PPP1R10|RAD51|SNAI1|DDX39B|TIMELESS|BCLAF1|ZMYND11|KAT7|ZNF277|CHEK2|PDCD10|KDM1A|SPIDR|DNAJC2|UBR5|SLC38A2|MMS19,-3.1
MyList,Reactome Gene Sets,6,R-HSA-5358346,Hedgehog ligand biogenesis,,-4.1,6.7,5.9,30242,65,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1
MyList,GO Biological Processes,19,GO:0006417,regulation of translation,19_GO:0050789 regulation of biological process,-4.1,2.7,4.6,30242,469,484,20,4.1,0.9,1981|1982|2733|3692|4076|4848|4849|4869|7919|8667|22794|23019|23404|51010|51441|54931|54952|56339|56915|57721,EIF4G1|EIF4G2|GLE1|EIF6|CAPRIN1|CNOT2|CNOT3|NPM1|DDX39B|EIF3H|CASC3|CNOT1|EXOSC2|EXOSC3|YTHDF2|TRMT10C|TRNAU1AP|METTL3|EXOSC5|METTL14,-3.1
MyList,Reactome Gene Sets,6,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-4.1,5,5.4,30242,112,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|8667,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|EIF3H,-3.1
MyList,KEGG Pathway,24,hsa04723,Retrograde endocannabinoid signaling,,-4.1,4.1,5.1,30242,167,484,11,2.3,0.68,1432|4700|4702|4704|4708|4710|4716|4718|4725|4728|100532726,MAPK14|NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|NDUFC2-KCTD14,-3
MyList,GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-4.1,2.5,4.5,30242,586,484,23,4.8,0.97,196|632|2033|2146|4193|4208|4848|4869|5888|7023|8289|8480|8805|9131|10474|10498|11200|23019|23028|23514|51366|57178|83855,AHR|BGLAP|EP300|EZH2|MDM2|MEF2C|CNOT2|NPM1|RAD51|TFAP4|ARID1A|RAE1|TRIM24|AIFM1|TADA3|CARM1|CHEK2|CNOT1|KDM1A|SPIDR|UBR5|ZMIZ1|KLF16,-3
MyList,Reactome Gene Sets,6,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,,-4.1,6.6,5.8,30242,66,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3
MyList,WikiPathways,27,WP3651,Pathways affected in adenoid cystic carcinoma,,-4.1,6.6,5.8,30242,66,484,7,1.4,0.54,2033|4609|6605|8243|8289|11200|29128,EP300|MYC|SMARCE1|SMC1A|ARID1A|CHEK2|UHRF1,-3
MyList,GO Biological Processes,19,GO:0050686,negative regulation of mRNA processing,19_GO:0048519 negative regulation of biological process,-4.1,11,6.7,30242,29,484,5,1,0.46,4869|5725|10772|27316|79171,NPM1|PTBP1|SRSF10|RBMX|RBM42,-3
MyList,Reactome Gene Sets,6,R-HSA-192823,Viral mRNA Translation,,-4,5.6,5.6,30242,89,484,8,1.7,0.58,2926|6135|6158|6173|6202|6218|6232|6234,GRSF1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28,-3
MyList,KEGG Pathway,24,hsa04932,Non-alcoholic fatty liver disease (NAFLD),,-4,4.1,5.1,30242,169,484,11,2.3,0.68,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-3
MyList,GO Biological Processes,19,GO:0006879,cellular iron ion homeostasis,19_GO:0065007 biological regulation,-4,6.5,5.8,30242,67,484,7,1.4,0.54,22|537|2395|4609|4682|7037|10539,ABCB7|ATP6AP1|FXN|MYC|NUBP1|TFRC|GLRX3,-3
MyList,Reactome Gene Sets,6,R-HSA-1169091,Activation of NF-kappaB in B cells,,-4,6.5,5.8,30242,67,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3
MyList,Reactome Gene Sets,6,R-HSA-69231,Cyclin D associated events in G1,,-4,8,6.1,30242,47,484,6,1.2,0.5,896|902|1017|1022|1869|7027,CCND3|CCNH|CDK2|CDK7|E2F1|TFDP1,-3
MyList,Reactome Gene Sets,6,R-HSA-69236,G1 Phase,,-4,8,6.1,30242,47,484,6,1.2,0.5,896|902|1017|1022|1869|7027,CCND3|CCNH|CDK2|CDK7|E2F1|TFDP1,-3
MyList,Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-4,4.9,5.3,30242,115,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|22794,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|CASC3,-3
MyList,Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-4,4.9,5.3,30242,115,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|22794,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|CASC3,-3
MyList,CORUM,33,CORUM:2914,Respiratory chain complex I (beta subunit) mitochondrial,,-4,16,7.5,30242,16,484,4,0.83,0.41,4708|4710|4716|4718,NDUFB2|NDUFB4|NDUFB10|NDUFC2,-3
MyList,CORUM,33,CORUM:1141,CF IIAm complex (Cleavage factor IIAm complex),,-4,16,7.5,30242,16,484,4,0.83,0.41,2071|2968|4076|5725,ERCC3|GTF2H4|CAPRIN1|PTBP1,-3
MyList,GO Biological Processes,19,GO:0009048,dosage compensation by inactivation of X chromosome,19_GO:0050789 regulation of biological process,-4,16,7.5,30242,16,484,4,0.83,0.41,5394|10336|56339|91746,EXOSC10|PCGF3|METTL3|YTHDC1,-3
MyList,Reactome Gene Sets,6,R-HSA-110312,Translesion synthesis by REV1,,-4,16,7.5,30242,16,484,4,0.83,0.41,5983|5984|5985|6117,RFC3|RFC4|RFC5|RPA1,-3
MyList,KEGG Pathway,24,ko05169,Epstein-Barr virus infection,,-4,3.7,5,30242,201,484,12,2.5,0.71,1017|1380|1432|2033|2960|2961|4193|4609|5709|5710|6908|7514,CDK2|CR2|MAPK14|EP300|GTF2E1|GTF2E2|MDM2|MYC|PSMD3|PSMD4|TBP|XPO1,-3
MyList,GO Biological Processes,19,GO:0030518,intracellular steroid hormone receptor signaling pathway,19_GO:0023052 signaling,-4,4.8,5.3,30242,116,484,9,1.9,0.61,2033|4848|8289|10474|10498|23019|23028|51366|57178,EP300|CNOT2|ARID1A|TADA3|CARM1|CNOT1|KDM1A|UBR5|ZMIZ1,-2.9
MyList,Reactome Gene Sets,6,R-HSA-5658442,Regulation of RAS by GAPs,,-4,6.4,5.7,30242,68,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9
MyList,WikiPathways,27,WP138,Androgen receptor signaling pathway,,-4,5.5,5.5,30242,91,484,8,1.7,0.58,2033|4193|5883|6605|10498|11143|23028|57178,EP300|MDM2|RAD9A|SMARCE1|CARM1|KAT7|KDM1A|ZMIZ1,-2.9
MyList,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-3.9,2.9,4.6,30242,370,484,17,3.5,0.84,405|537|632|865|1432|2648|3692|4208|4609|9092|10221|11143|23186|56339|57178|84524|114803,ARNT|ATP6AP1|BGLAP|CBFB|MAPK14|KAT2A|EIF6|MEF2C|MYC|SART1|TRIB1|KAT7|RCOR1|METTL3|ZMIZ1|ZC3H8|MYSM1,-2.9
MyList,WikiPathways,27,WP2586,Aryl hydrocarbon receptor Netpath,,-3.9,7.8,6,30242,48,484,6,1.2,0.5,196|405|1017|1869|2033|4609,AHR|ARNT|CDK2|E2F1|EP300|MYC,-2.9
MyList,Reactome Gene Sets,6,R-HSA-4086400,PCP/CE pathway,,-3.9,5.4,5.4,30242,92,484,8,1.7,0.58,1175|5682|5685|5688|5693|5695|5709|5710,AP2S1|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9
MyList,Reactome Gene Sets,6,R-HSA-73884,Base Excision Repair,,-3.9,5.4,5.4,30242,92,484,8,1.7,0.58,5424|5425|5983|5984|5985|6117|10714|65057,POLD1|POLD2|RFC3|RFC4|RFC5|RPA1|POLD3|ACD,-2.9
MyList,Reactome Gene Sets,6,R-HSA-8948751,Regulation of PTEN stability and activity,,-3.9,6.3,5.7,30242,69,484,7,1.4,0.54,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9
MyList,Reactome Gene Sets,6,R-HSA-72613,Eukaryotic Translation Initiation,,-3.9,4.7,5.2,30242,119,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|8667,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|EIF3H,-2.9
MyList,Reactome Gene Sets,6,R-HSA-72737,Cap-dependent Translation Initiation,,-3.9,4.7,5.2,30242,119,484,9,1.9,0.61,1981|6135|6158|6173|6202|6218|6232|6234|8667,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|EIF3H,-2.9
MyList,Reactome Gene Sets,6,R-HSA-5655862,Translesion synthesis by POLK,,-3.9,15,7.2,30242,17,484,4,0.83,0.41,5983|5984|5985|6117,RFC3|RFC4|RFC5|RPA1,-2.9
MyList,Reactome Gene Sets,6,R-HSA-5656121,Translesion synthesis by POLI,,-3.9,15,7.2,30242,17,484,4,0.83,0.41,5983|5984|5985|6117,RFC3|RFC4|RFC5|RPA1,-2.9
MyList,Reactome Gene Sets,6,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,,-3.9,15,7.2,30242,17,484,4,0.83,0.41,896|1017|1869|7027,CCND3|CDK2|E2F1|TFDP1,-2.9
MyList,GO Biological Processes,19,GO:0001829,trophectodermal cell differentiation,19_GO:0032502 developmental process,-3.9,15,7.2,30242,17,484,4,0.83,0.41,705|4848|4849|23019,BYSL|CNOT2|CNOT3|CNOT1,-2.9
MyList,Reactome Gene Sets,6,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",,-3.9,15,7.2,30242,17,484,4,0.83,0.41,896|1017|1869|7027,CCND3|CDK2|E2F1|TFDP1,-2.9
MyList,Reactome Gene Sets,6,R-HSA-381119,Unfolded Protein Response (UPR),,-3.9,5.3,5.3,30242,94,484,8,1.7,0.58,1054|1639|1663|23404|51010|54512|56915|118460,CEBPG|DCTN1|DDX11|EXOSC2|EXOSC3|EXOSC4|EXOSC5|EXOSC6,-2.9
MyList,CORUM,33,CORUM:229,NAT complex,,-3.9,27,8.7,30242,7,484,3,0.62,0.36,892|9282|9439,CCNC|MED14|MED23,-2.9
MyList,CORUM,33,CORUM:3063,Brg1-associated complex II,,-3.9,27,8.7,30242,7,484,3,0.62,0.36,6599|6601|8289,SMARCC1|SMARCC2|ARID1A,-2.9
MyList,GO Biological Processes,19,GO:0040031,snRNA modification,19_GO:0008152 metabolic process,-3.9,27,8.7,30242,7,484,3,0.62,0.36,1736|55505|55651,DKC1|NOP10|NHP2,-2.9
MyList,GO Biological Processes,19,GO:0043983,histone H4-K12 acetylation,19_GO:0008152 metabolic process,-3.9,27,8.7,30242,7,484,3,0.62,0.36,2648|11143|64769,KAT2A|KAT7|MEAF6,-2.9
MyList,CORUM,33,CORUM:561,LSm1-7 complex,,-3.9,27,8.7,30242,7,484,3,0.62,0.36,11157|51690|57819,LSM6|LSM7|LSM2,-2.9
MyList,GO Biological Processes,19,GO:0043634,polyadenylation-dependent ncRNA catabolic process,19_GO:0008152 metabolic process,-3.9,27,8.7,30242,7,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-2.9
MyList,CORUM,33,CORUM:562,LSm2-8 complex,,-3.9,27,8.7,30242,7,484,3,0.62,0.36,11157|51690|57819,LSM6|LSM7|LSM2,-2.9
MyList,CORUM,33,CORUM:2804,CTF18-cohesion-RFC complex,,-3.9,27,8.7,30242,7,484,3,0.62,0.36,5983|5984|5985,RFC3|RFC4|RFC5,-2.9
MyList,GO Biological Processes,19,GO:1901532,regulation of hematopoietic progenitor cell differentiation,19_GO:0002376 immune system process,-3.8,9.8,6.3,30242,32,484,5,1,0.46,5977|9739|51441|56339|57721,DPF2|SETD1A|YTHDF2|METTL3|METTL14,-2.8
MyList,Reactome Gene Sets,6,R-HSA-69473,G2/M DNA damage checkpoint,,-3.8,5.3,5.3,30242,95,484,8,1.7,0.58,5883|5932|5983|5984|5985|6117|11200|144715,RAD9A|RBBP8|RFC3|RFC4|RFC5|RPA1|CHEK2|RAD9B,-2.8
MyList,Reactome Gene Sets,6,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-3.8,5.3,5.3,30242,95,484,8,1.7,0.58,1981|6135|6158|6173|6202|6218|6232|6234,EIF4G1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28,-2.8
MyList,GO Biological Processes,19,GO:0010212,response to ionizing radiation,19_GO:0050896 response to stimulus,-3.8,4.2,5,30242,149,484,10,2.1,0.65,1432|4193|4609|5883|5888|11200|23028|23514|90381|144715,MAPK14|MDM2|MYC|RAD9A|RAD51|CHEK2|KDM1A|SPIDR|TICRR|RAD9B,-2.8
MyList,GO Biological Processes,19,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",19_GO:0023052 signaling,-3.8,6.1,5.5,30242,72,484,7,1.4,0.54,4193|4194|4869|6615|7023|11200|23028,MDM2|MDM4|NPM1|SNAI1|TFAP4|CHEK2|KDM1A,-2.8
MyList,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-3.8,3,4.6,30242,309,484,15,3.1,0.79,2146|3838|4193|5682|5685|5688|5693|5695|5709|5710|6615|10768|23028|23186|23512,EZH2|KPNA2|MDM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|SNAI1|AHCYL1|KDM1A|RCOR1|SUZ12,-2.8
MyList,Reactome Gene Sets,6,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,,-3.8,7.4,5.8,30242,51,484,6,1.2,0.5,1639|1778|1781|10671|11258|51143,DCTN1|DYNC1H1|DYNC1I2|DCTN6|DCTN3|DYNC1LI1,-2.8
MyList,GO Biological Processes,19,GO:0009411,response to UV,19_GO:0050896 response to stimulus,-3.8,4.2,5,30242,150,484,10,2.1,0.65,2033|2071|4193|4609|4869|5424|10714|23028|56339|150678,EP300|ERCC3|MDM2|MYC|NPM1|POLD1|POLD3|KDM1A|METTL3|COPS9,-2.8
MyList,GO Biological Processes,19,GO:1904872,regulation of telomerase RNA localization to Cajal body,19_GO:0051179 localization,-3.8,14,7,30242,18,484,4,0.83,0.41,1736|5394|55505|55651,DKC1|EXOSC10|NOP10|NHP2,-2.8
MyList,GO Biological Processes,19,GO:0007549,dosage compensation,19_GO:0050789 regulation of biological process,-3.8,14,7,30242,18,484,4,0.83,0.41,5394|10336|56339|91746,EXOSC10|PCGF3|METTL3|YTHDC1,-2.8
MyList,GO Biological Processes,19,GO:0001522,pseudouridine synthesis,19_GO:0008152 metabolic process,-3.8,14,7,30242,18,484,4,0.83,0.41,1736|54433|55505|55651,DKC1|GAR1|NOP10|NHP2,-2.8
MyList,KEGG Pathway,24,hsa04919,thyroid hormone signaling pathway,,-3.8,4.6,5.1,30242,123,484,9,1.9,0.61,2033|2648|4193|4609|9282|9862|9968|10025|29079,EP300|KAT2A|MDM2|MYC|MED14|MED24|MED12|MED16|MED4,-2.8
MyList,Reactome Gene Sets,6,R-HSA-2132295,MHC class II antigen presentation,,-3.8,4.6,5.1,30242,123,484,9,1.9,0.61,1062|1175|1639|1778|1781|3832|10671|11258|51143,CENPE|AP2S1|DCTN1|DYNC1H1|DYNC1I2|KIF11|DCTN6|DCTN3|DYNC1LI1,-2.8
MyList,GO Biological Processes,19,GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,19_GO:0050789 regulation of biological process,-3.8,9.5,6.2,30242,33,484,5,1,0.46,9282|9862|9968|10025|29079,MED14|MED24|MED12|MED16|MED4,-2.8
MyList,GO Biological Processes,19,GO:1901976,regulation of cell cycle checkpoint,19_GO:0048519 negative regulation of biological process,-3.8,9.5,6.2,30242,33,484,5,1,0.46,5514|7919|9587|11200|51143,PPP1R10|DDX39B|MAD2L1BP|CHEK2|DYNC1LI1,-2.8
MyList,Reactome Gene Sets,6,R-HSA-180746,Nuclear import of Rev protein,,-3.8,9.5,6.2,30242,33,484,5,1,0.46,3837|4869|4928|8480|23636,KPNB1|NPM1|NUP98|RAE1|NUP62,-2.8
MyList,Reactome Gene Sets,6,R-HSA-167172,Transcription of the HIV genome,,-3.8,6,5.4,30242,73,484,7,1.4,0.54,902|1022|2071|2960|2961|2968|6908,CCNH|CDK7|ERCC3|GTF2E1|GTF2E2|GTF2H4|TBP,-2.8
MyList,GO Biological Processes,19,GO:0043648,dicarboxylic acid metabolic process,19_GO:0008152 metabolic process,-3.8,5.2,5.2,30242,97,484,8,1.7,0.58,159|471|2744|2806|4522|4967|5832|79944,ADSS2|ATIC|GLS|GOT2|MTHFD1|OGDH|ALDH18A1|L2HGDH,-2.8
MyList,Reactome Gene Sets,6,R-HSA-9707564,Cytoprotection by HMOX1,,-3.7,4.5,5,30242,124,484,9,1.9,0.61,5682|5685|5688|5693|5695|5709|5710|9817|10498,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|KEAP1|CARM1,-2.7
MyList,GO Biological Processes,19,GO:0071482,cellular response to light stimulus,19_GO:0050896 response to stimulus,-3.7,4.5,5,30242,124,484,9,1.9,0.61,2033|4193|4609|4869|5424|10714|23028|56339|150678,EP300|MDM2|MYC|NPM1|POLD1|POLD3|KDM1A|METTL3|COPS9,-2.7
MyList,GO Biological Processes,19,GO:0000082,G1/S transition of mitotic cell cycle,19_GO:0009987 cellular process,-3.7,3.5,4.7,30242,214,484,12,2.5,0.71,896|1017|1869|1981|2146|4193|5356|5932|7027|8317|11200|25988,CCND3|CDK2|E2F1|EIF4G1|EZH2|MDM2|PLRG1|RBBP8|TFDP1|CDC7|CHEK2|HINFP,-2.7
MyList,Canonical Pathways,11,M84,PID ATM PATHWAY,,-3.7,9.2,6.1,30242,34,484,5,1,0.46,4193|5883|5932|8243|11200,MDM2|RAD9A|RBBP8|SMC1A|CHEK2,-2.7
MyList,GO Biological Processes,19,GO:0002183,cytoplasmic translational initiation,19_GO:0008152 metabolic process,-3.7,9.2,6.1,30242,34,484,5,1,0.46,1981|8562|8667|51441|56339,EIF4G1|DENR|EIF3H|YTHDF2|METTL3,-2.7
MyList,Canonical Pathways,11,M113,PID NFAT 3PATHWAY,,-3.7,7.1,5.6,30242,53,484,6,1.2,0.5,1432|2033|3837|3838|4209|7514,MAPK14|EP300|KPNB1|KPNA2|MEF2D|XPO1,-2.7
MyList,GO Biological Processes,19,GO:0090670,RNA localization to Cajal body,19_GO:0051179 localization,-3.7,13,6.8,30242,19,484,4,0.83,0.41,1736|5394|55505|55651,DKC1|EXOSC10|NOP10|NHP2,-2.7
MyList,GO Biological Processes,19,GO:0090671,telomerase RNA localization to Cajal body,19_GO:0051179 localization,-3.7,13,6.8,30242,19,484,4,0.83,0.41,1736|5394|55505|55651,DKC1|EXOSC10|NOP10|NHP2,-2.7
MyList,Reactome Gene Sets,6,R-HSA-110320,Translesion Synthesis by POLH,,-3.7,13,6.8,30242,19,484,4,0.83,0.41,5983|5984|5985|6117,RFC3|RFC4|RFC5|RPA1,-2.7
MyList,GO Biological Processes,19,GO:0090672,telomerase RNA localization,19_GO:0051179 localization,-3.7,13,6.8,30242,19,484,4,0.83,0.41,1736|5394|55505|55651,DKC1|EXOSC10|NOP10|NHP2,-2.7
MyList,GO Biological Processes,19,GO:0009301,snRNA transcription,19_GO:0008152 metabolic process,-3.7,13,6.8,30242,19,484,4,0.83,0.41,1022|6619|10208|84524,CDK7|SNAPC3|USPL1|ZC3H8,-2.7
MyList,GO Biological Processes,19,GO:0090685,RNA localization to nucleus,19_GO:0051179 localization,-3.7,13,6.8,30242,19,484,4,0.83,0.41,1736|5394|55505|55651,DKC1|EXOSC10|NOP10|NHP2,-2.7
MyList,GO Biological Processes,19,GO:0000028,ribosomal small subunit assembly,19_GO:0009987 cellular process,-3.7,13,6.8,30242,19,484,4,0.83,0.41,6232|6234|26284|64963,RPS27|RPS28|ERAL1|MRPS11,-2.7
MyList,Reactome Gene Sets,6,R-HSA-948021,Transport to the Golgi and subsequent modification,,-3.7,3.7,4.7,30242,185,484,11,2.3,0.68,1639|1778|1781|10652|10671|11258|51143|57511|83548|84342|91949,DCTN1|DYNC1H1|DYNC1I2|YKT6|DCTN6|DCTN3|DYNC1LI1|COG6|COG3|COG8|COG7,-2.7
MyList,GO Biological Processes,19,GO:0019856,pyrimidine nucleobase biosynthetic process,19_GO:0008152 metabolic process,-3.7,23,8.1,30242,8,484,3,0.62,0.36,790|1503|7372,CAD|CTPS1|UMPS,-2.7
MyList,GO Biological Processes,19,GO:0043633,polyadenylation-dependent RNA catabolic process,19_GO:0008152 metabolic process,-3.7,23,8.1,30242,8,484,3,0.62,0.36,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-2.7
MyList,CORUM,33,CORUM:3070,CTF18-cohesion-RFC-POLH complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,5983|5984|5985,RFC3|RFC4|RFC5,-2.7
MyList,CORUM,33,CORUM:2600,BRD4 complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,9282|9862|9968,MED14|MED24|MED12,-2.7
MyList,CORUM,33,CORUM:228,SMCC complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,892|9282|9862,CCNC|MED14|MED24,-2.7
MyList,CORUM,33,CORUM:218,CRSP complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,9282|9439|9862,MED14|MED23|MED24,-2.7
MyList,Reactome Gene Sets,6,R-HSA-68952,DNA replication initiation,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,5557|5558|23649,PRIM1|PRIM2|POLA2,-2.7
MyList,CORUM,33,CORUM:1737,SF3b complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,10992|23450|83443,SF3B2|SF3B3|SF3B5,-2.7
MyList,CORUM,33,CORUM:217,CRSP complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,9282|9439|9862,MED14|MED23|MED24,-2.7
MyList,CORUM,33,CORUM:6641,USP22-SAGA complex,,-3.7,23,8.1,30242,8,484,3,0.62,0.36,2648|10474|93624,KAT2A|TADA3|TADA2B,-2.7
