id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MESDC2	4	6.4182e-15	2.462e-07	0.000707	1	4	-2.4793	1.0	1.0	1.0	19707	0	-2.4793
LAMTOR2	4	1.0287e-12	2.462e-07	0.000707	2	4	-2.3397	1.0	1.0	1.0	19706	0	-2.3397
ITGB2	4	2.1054e-12	2.462e-07	0.000707	3	4	-4.4125	1.0	1.0	1.0	19705	0	-4.4125
HSP90B1	3	3.3554e-11	2.462e-07	0.000707	4	3	-3.1551	1.0	1.0	1.0	19704	0	-3.1551
ATXN7L3	4	3.6521e-09	2.462e-07	0.000707	5	4	-2.7086	1.0	1.0	1.0	19703	0	-2.7086
RRAGA	4	1.298e-08	2.462e-07	0.000707	6	4	-1.8528	0.99287	0.99289	1.0	19456	0	-1.8528
ITGAM	4	1.717e-08	2.462e-07	0.000707	7	4	-3.8899	0.99939	0.9994	1.0	19655	0	-3.8899
IRF8	4	4.1902e-07	1.7234e-06	0.004332	8	4	-4.5576	0.99994	0.99993	1.0	19690	0	-4.5576
FNDC3B	4	1.273e-06	4.1853e-06	0.008416	9	4	-1.5229	0.99964	0.99963	1.0	19667	0	-1.5229
SNX17	4	1.3631e-06	4.1853e-06	0.008416	10	4	-2.5951	0.99976	0.99975	1.0	19676	0	-2.5951
SIAH1	4	1.7241e-06	5.1701e-06	0.008759	11	4	-1.1957	1.0	1.0	1.0	19702	0	-1.1957
CALR	4	1.916e-06	5.6625e-06	0.008759	12	4	-1.672	0.99738	0.99738	1.0	19590	0	-1.672
ASCC3	4	1.9548e-06	5.6625e-06	0.008759	13	3	-1.8128	0.86677	0.86651	1.0	16806	0	-1.8128
LAMTOR4	4	2.6491e-06	8.6168e-06	0.012376	14	4	-2.7796	1.0	1.0	1.0	19701	0	-2.7796
FBXO11	4	4.4225e-06	1.6495e-05	0.022112	15	4	-1.7201	0.9999	0.99989	1.0	19688	0	-1.7201
COASY	4	5.0922e-06	1.8957e-05	0.023824	16	4	-1.5272	0.99999	0.99998	1.0	19700	0	-1.5272
EIF3H	4	6.5177e-06	2.4866e-05	0.029412	17	3	-1.993	0.93544	0.93543	1.0	18205	0	-1.993
CNOT11	4	7.4742e-06	2.979e-05	0.033278	18	3	-1.8475	0.40146	0.55096	1.0	10017	1	-1.8475
CARM1	4	1.5427e-05	5.8841e-05	0.062272	19	4	-1.5265	0.99998	0.99998	1.0	19699	0	-1.5265
FNIP1	4	1.6675e-05	6.5242e-05	0.063885	20	4	-2.3367	0.99312	0.99314	1.0	19462	0	-2.3367
SUV39H1	4	1.714e-05	6.6719e-05	0.063885	21	4	-3.2008	0.99998	0.99998	1.0	19698	0	-3.2008
LZTR1	4	2.0601e-05	8.1491e-05	0.074482	22	4	-1.0715	0.99998	0.99998	1.0	19697	0	-1.0715
ABHD15	4	2.4436e-05	9.774e-05	0.08545	23	3	-1.6167	0.67976	0.72746	1.0	13996	1	-1.6167
LAMTOR1	4	2.84e-05	0.000113	0.093488	24	4	-1.3974	0.99942	0.99942	1.0	19657	0	-1.3974
RABGAP1	4	3.0679e-05	0.0001199	0.093488	25	4	-2.0389	0.99973	0.99972	1.0	19674	0	-2.0389
OTUD5	4	3.1207e-05	0.00012088	0.093488	26	3	-1.5431	0.73202	0.75824	1.0	14662	1	-1.5431
HMG20A	4	3.3145e-05	0.00012827	0.09374	27	3	-1.3081	0.55111	0.66462	1.0	12774	1	-1.3081
STRAP	4	3.4147e-05	0.00013221	0.09374	28	3	-2.1816	0.78212	0.79242	1.0	15334	1	-2.1816
MTMR9	4	3.5941e-05	0.0001391	0.09374	29	4	-1.7654	0.98127	0.98123	1.0	19179	0	-1.7654
RFWD2	4	3.6895e-05	0.00014255	0.09374	30	4	-2.426	0.99996	0.99996	1.0	19696	0	-2.426
CTRL	4	3.7611e-05	0.00014452	0.09374	31	3	-0.81945	0.92911	0.92918	1.0	18093	0	-0.81945
SIN3A	4	3.9138e-05	0.00015043	0.094524	32	4	-1.7506	0.992	0.99201	1.0	19438	0	-1.7506
RGP1	4	4.1494e-05	0.00016077	0.09796	33	4	-1.5408	0.99996	0.99995	1.0	19695	0	-1.5408
TELO2	4	4.7243e-05	0.00018539	0.104098	34	4	-1.9959	0.99995	0.99995	1.0	19694	0	-1.9959
UTY	4	4.7293e-05	0.00018539	0.104098	35	4	-1.2422	0.99982	0.99982	1.0	19680	0	-1.2422
TOMM40	4	4.7967e-05	0.00018637	0.104098	36	4	-1.6013	0.99995	0.99995	1.0	19693	0	-1.6013
RAD23B	4	5.3011e-05	0.00020557	0.111721	37	4	-1.7228	0.99995	0.99994	1.0	19692	0	-1.7228
ISL2	4	5.7185e-05	0.0002233	0.118161	38	4	-1.2215	0.99994	0.99994	1.0	19691	0	-1.2215
ELP5	4	6.8303e-05	0.00027598	0.142295	39	4	-0.78918	0.99993	0.99992	1.0	19689	0	-0.78918
FLCN	4	8.9116e-05	0.00035132	0.176609	40	4	-2.1094	0.9978	0.9978	1.0	19604	0	-2.1094
C8orf4	4	0.00010688	0.00042616	0.209007	41	3	-0.80282	0.97394	0.97398	1.0	19041	0	-0.80282
PDS5B	4	0.00012125	0.00047934	0.21877	42	2	-1.298	0.92843	0.92854	1.0	18080	0	-1.298
HOXA11	4	0.00012245	0.00048574	0.21877	43	4	-1.0628	0.99988	0.99988	1.0	19687	0	-1.0628
KPNA4	4	0.00012417	0.00049042	0.21877	44	4	-1.5397	0.99775	0.99776	1.0	19601	0	-1.5397
MTHFD2	4	0.00012417	0.00049067	0.21877	45	4	-1.2728	0.99988	0.99988	1.0	19686	0	-1.2728
CTDSP1	4	0.0001285	0.00051036	0.21877	46	4	-0.68743	0.99987	0.99987	1.0	19685	0	-0.68743
