id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FBXO42	4	7.7188e-07	2.7711e-05	0.529703	1	4	-2.6671	1.0	0.99999	1.0	19114	0	-2.6671
SPACA1	4	9.5335e-06	9.4529e-05	0.903465	2	4	-1.9869	0.99999	0.99996	1.0	19113	0	-1.9869
C11orf97	4	2.6161e-05	0.00022402	1.0	3	2	-0.5215	0.88909	0.80274	0.917359	16698	0	-0.5215
PLA2G2F	3	3.2633e-05	0.0002349	1.0	4	3	-1.9825	0.99997	0.99988	1.0	19112	0	-1.9825
ARSF	4	3.3313e-05	0.0003416	1.0	5	4	-0.89087	0.99997	0.99988	1.0	19111	0	-0.89087
TRIP4	4	3.9315e-05	0.00040272	1.0	6	4	-1.0575	0.99428	0.98655	0.993671	18975	0	-1.0575
PIGP	4	4.7278e-05	0.00051253	1.0	7	4	-1.3307	0.99993	0.99979	1.0	19109	0	-1.3307
OLFM2	4	4.8051e-05	0.00051305	1.0	8	4	-1.6358	0.99995	0.99984	1.0	19110	0	-1.6358
TAC1	4	6.3483e-05	0.00063892	1.0	9	3	-1.5832	0.9116	0.83318	0.927421	17165	0	-1.5832
ISCA1	4	6.7242e-05	0.00074303	1.0	10	2	-0.95177	0.33834	0.29575	0.643141	8735	1	-0.95177
GPALPP1	4	7.8481e-05	0.00084921	1.0	11	1	0.46609	0.055616	0.041415	0.306516	2496	3	0.46609
BTBD2	4	7.9656e-05	0.00084921	1.0	12	3	-0.98274	0.60237	0.47675	0.743614	12231	1	-0.98274
CD14	4	8.0169e-05	0.00084973	1.0	13	4	-2.9547	0.99772	0.99445	0.998255	19040	0	-2.9547
ABCB1	4	0.00010709	0.001275	1.0	14	3	-1.6341	0.49201	0.41218	0.69736	11212	1	-1.6341
NAB2	4	0.0001308	0.0014879	1.0	15	2	-0.091163	0.68374	0.54058	0.782939	13193	1	-0.091163
PHF6	4	0.00013904	0.0015096	1.0	16	4	-1.1482	0.99986	0.99958	0.999942	19108	0	-1.1482
ZBTB7C	4	0.0001492	0.0015438	1.0	17	2	-0.68087	0.84027	0.72517	0.880103	15714	0	-0.68087
FAM196A	4	0.00019191	0.0057342	1.0	18	4	-1.0995	0.99981	0.9995	0.999916	19107	0	-1.0995
ZNF787	4	0.00022827	0.0062299	1.0	19	3	-0.70114	0.81596	0.67677	0.849019	15258	1	-0.70114
GNAQ	4	0.00023213	0.0062304	1.0	20	4	-1.0858	0.98847	0.97218	0.986739	18836	0	-1.0858
AKNAD1	4	0.00023543	0.00632	1.0	21	2	-0.44209	0.42015	0.37041	0.678552	10297	1	-0.44209
PILRA	4	0.00024342	0.0063547	1.0	22	4	-1.0423	0.99968	0.99919	0.999656	19106	0	-1.0423
SLC34A2	4	0.00028774	0.0064992	1.0	23	3	-1.2196	0.88968	0.80274	0.917359	16708	0	-1.2196
OSBPL1A	4	0.00029655	0.0064997	1.0	24	3	-1.3007	0.94453	0.8866	0.949032	17850	0	-1.3007
LAMTOR2	4	0.00030533	0.0065645	1.0	25	3	-0.77824	0.98646	0.96722	0.984417	18781	0	-0.77824
NAT8	4	0.00032562	0.0069265	1.0	26	4	-1.3975	0.99967	0.99917	0.999656	19105	0	-1.3975
TMEM170B	4	0.00032622	0.0069265	1.0	27	2	-0.73942	0.78022	0.63555	0.831128	14623	1	-0.73942
OTUD5	4	0.00033497	0.0069265	1.0	28	4	-1.2155	0.98773	0.97079	0.986576	18810	0	-1.2155
NKD1	4	0.00034005	0.0069271	1.0	29	1	0.41948	0.1156	0.088155	0.375203	4401	3	0.41948
ZBTB21	4	0.00034387	0.0069271	1.0	30	4	-1.3068	0.99966	0.99917	0.999656	19104	0	-1.3068
SBNO2	4	0.00036391	0.0072612	1.0	31	4	-2.2856	0.99854	0.99619	0.998595	19069	0	-2.2856
SPTBN4	4	0.00038318	0.0073497	1.0	32	4	-1.5759	0.99962	0.99915	0.999656	19103	0	-1.5759
GDAP1L1	4	0.00039236	0.0074554	1.0	33	3	-0.35831	0.37277	0.32043	0.644384	9411	1	-0.35831
INSRR	4	0.0003973	0.0074725	1.0	34	2	-0.69858	0.18114	0.13899	0.459669	5760	1	-0.69858
EDNRA	4	0.00040371	0.0074906	1.0	35	4	-0.65902	0.9996	0.99909	0.999656	19102	0	-0.65902
MAOB	4	0.00041078	0.0075279	1.0	36	3	-0.9625	0.9618	0.91698	0.962816	18209	0	-0.9625
IRX6	4	0.00041106	0.0075279	1.0	37	4	-1.2723	0.99959	0.99905	0.999656	19101	0	-1.2723
PRPH	4	0.00043684	0.0076393	1.0	38	4	-1.6703	0.99271	0.98243	0.991557	18938	0	-1.6703
EMC8	4	0.00044467	0.0076398	1.0	39	3	-0.52319	0.82736	0.6964	0.860433	15466	0	-0.52319
ZNF836	4	0.00046158	0.0077253	1.0	40	3	-1.1512	0.36638	0.31709	0.644384	9293	1	-1.1512
ZNF641	4	0.00046446	0.0077258	1.0	41	4	-1.2871	0.99954	0.99892	0.999656	19100	0	-1.2871
TMEM260	4	0.00048064	0.0078558	1.0	42	4	-0.98371	0.99952	0.9989	0.999656	19099	0	-0.98371
DYRK1A	4	0.00049135	0.0079495	1.0	43	4	-0.7187	0.99951	0.9989	0.999656	19098	0	-0.7187
PRX	3	0.00049624	0.0053379	1.0	44	2	-1.2687	0.93423	0.88358	0.947901	17619	0	-1.2687
