id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MESDC2	4	6.093e-15	2.5898e-07	0.000707	1	4	-2.4793	1.0	1.0	1.0	19114	0	-2.4793
LAMTOR2	4	9.7661e-13	2.5898e-07	0.000707	2	4	-2.3397	1.0	1.0	1.0	19113	0	-2.3397
ITGB2	4	2.0876e-12	2.5898e-07	0.000707	3	4	-4.4125	1.0	1.0	1.0	19112	0	-4.4125
HSP90B1	3	3.227e-11	2.5898e-07	0.000707	4	3	-3.1551	1.0	1.0	1.0	19111	0	-3.1551
ATXN7L3	4	3.7825e-09	2.5898e-07	0.000707	5	4	-2.7086	1.0	1.0	1.0	19110	0	-2.7086
RRAGA	4	1.282e-08	2.5898e-07	0.000707	6	4	-1.8528	0.99285	0.9906	1.0	18863	0	-1.8528
ITGAM	4	1.6918e-08	2.5898e-07	0.000707	7	4	-3.8899	0.99939	0.99913	1.0	19062	0	-3.8899
IRF8	4	4.2564e-07	4.4027e-06	0.01052	8	4	-4.5576	0.99994	0.99985	1.0	19097	0	-4.5576
FNDC3B	4	1.3037e-06	9.0645e-06	0.017327	9	4	-1.5229	0.99964	0.99946	1.0	19074	0	-1.5229
SNX17	4	1.394e-06	9.0645e-06	0.017327	10	4	-2.5951	0.99976	0.9996	1.0	19083	0	-2.5951
SIAH1	4	1.754e-06	1.269e-05	0.01866	11	4	-1.1957	1.0	0.99999	1.0	19109	0	-1.1957
CALR	4	1.9659e-06	1.269e-05	0.01866	12	4	-1.672	0.99738	0.99678	1.0	18997	0	-1.672
ASCC3	4	2.0049e-06	1.269e-05	0.01866	13	3	-1.8128	0.86595	0.79136	0.932664	16213	0	-1.8128
LAMTOR4	4	2.6934e-06	1.6834e-05	0.022984	14	4	-2.7796	1.0	0.99999	1.0	19108	0	-2.7796
FBXO11	4	4.5176e-06	2.5122e-05	0.032013	15	4	-1.7201	0.9999	0.99979	1.0	19095	0	-1.7201
COASY	4	5.243e-06	3.9625e-05	0.047339	16	4	-1.5272	0.99999	0.99996	1.0	19107	0	-1.5272
EIF3H	4	6.6968e-06	4.6876e-05	0.052708	17	3	-1.993	0.93509	0.90432	0.980488	17612	0	-1.993
CNOT11	4	7.6811e-06	6.7077e-05	0.071232	18	3	-1.8475	0.39921	0.37928	0.721724	10013	1	-1.8475
CARM1	4	1.5758e-05	0.0001484	0.143093	19	4	-1.5265	0.99998	0.99994	1.0	19106	0	-1.5265
FNIP1	4	1.7158e-05	0.0001572	0.143093	20	4	-2.3367	0.9931	0.99083	1.0	18869	0	-2.3367
SUV39H1	4	1.7475e-05	0.0001572	0.143093	21	4	-3.2008	0.99998	0.99994	1.0	19105	0	-3.2008
LZTR1	4	2.097e-05	0.00016601	0.144239	22	4	-1.0715	0.99998	0.99993	1.0	19104	0	-1.0715
ABHD15	4	2.412e-05	0.00018103	0.145509	23	3	-1.6167	0.67813	0.59679	0.847504	13414	1	-1.6167
LAMTOR1	4	2.8007e-05	0.000209	0.145509	24	4	-1.3974	0.99942	0.99918	1.0	19064	0	-1.3974
OTUD5	4	3.0759e-05	0.00021263	0.145509	25	3	-1.5431	0.73069	0.64512	0.873397	14077	1	-1.5431
RABGAP1	4	3.1302e-05	0.00021314	0.145509	26	4	-2.0389	0.99973	0.99958	1.0	19081	0	-2.0389
STRAP	4	3.3639e-05	0.00021314	0.145509	27	3	-2.1816	0.78101	0.69473	0.900327	14746	1	-2.1816
HMG20A	4	3.3767e-05	0.00021314	0.145509	28	3	-1.3081	0.54887	0.50412	0.788754	12199	1	-1.3081
MTMR9	4	3.6762e-05	0.00024111	0.148994	29	4	-1.7654	0.9812	0.97465	1.0	18586	0	-1.7654
CTRL	4	3.7033e-05	0.00024111	0.148994	30	3	-0.81945	0.92873	0.89567	0.978663	17499	0	-0.81945
RFWD2	4	3.7718e-05	0.00024163	0.148994	31	4	-2.426	0.99996	0.9999	1.0	19103	0	-2.426
SIN3A	4	4.0107e-05	0.00027323	0.163212	32	4	-1.7506	0.99197	0.98959	1.0	18845	0	-1.7506
RGP1	4	4.204e-05	0.00030275	0.175368	33	4	-1.5408	0.99996	0.99989	1.0	19102	0	-1.5408
TELO2	4	4.7855e-05	0.00033124	0.17588	34	4	-1.9959	0.99995	0.99988	1.0	19101	0	-1.9959
TOMM40	4	4.8577e-05	0.00033124	0.17588	35	4	-1.6013	0.99995	0.99988	1.0	19100	0	-1.6013
