id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FAM103A1	10	5.1567e-15	2.6188e-07	0.000707	1	5	-0.69443	0.74833	0.88554	1.0	16582	2	-0.69443
VPS72	10	8.2185e-13	2.6188e-07	0.000707	2	8	-1.2389	0.26091	0.52515	1.0	9768	1	-1.2389
ACTR6	10	3.5895e-11	2.6188e-07	0.000707	3	10	-1.0629	1.0	1.0	1.0	18904	0	-1.0629
MBTPS2	10	1.1568e-09	2.6188e-07	0.000707	4	8	-0.83173	0.99971	0.9997	1.0	18886	0	-0.83173
CFDP1	20	2.176e-09	2.6188e-07	0.000707	5	11	-0.42379	0.52581	0.83298	1.0	14050	5	-0.42379
LDLR	10	3.1275e-08	2.6188e-07	0.000707	6	9	-0.93345	0.99933	0.99931	1.0	18872	0	-0.93345
ATP5B	10	3.9839e-08	2.6188e-07	0.000707	7	8	-0.84821	0.61715	0.81225	1.0	15185	1	-0.84821
PDCL	10	3.4686e-07	1.3094e-06	0.003094	8	10	-1.2107	0.99999	0.99999	1.0	18902	0	-1.2107
DLD	10	5.1796e-07	2.3569e-06	0.00495	9	8	-0.75101	0.60346	0.80385	1.0	15015	1	-0.75101
TXNDC9	10	8.5281e-07	8.1181e-06	0.015347	10	8	-1.0489	0.99774	0.99771	1.0	18832	0	-1.0489
CEBPD	10	1.1154e-06	1.2308e-05	0.021152	11	10	-0.63669	1.0	1.0	1.0	18903	0	-0.63669
EMC2	10	1.2416e-06	1.3879e-05	0.021865	12	8	-0.84414	0.98953	0.98944	1.0	18663	0	-0.84414
MUTYH	10	1.3828e-06	1.6498e-05	0.023991	13	8	-0.42836	0.86339	0.93217	1.0	17540	2	-0.42836
ADAMTS7	10	2.7907e-06	3.4829e-05	0.04703	14	6	-0.60684	0.75349	0.88735	1.0	16626	2	-0.60684
GTF3C5	10	3.0299e-06	3.8496e-05	0.047339	15	6	-0.56166	0.93561	0.96104	1.0	18100	1	-0.56166
BRF1	10	3.1214e-06	4.0067e-05	0.047339	16	9	-0.56741	0.99865	0.99862	1.0	18852	0	-0.56741
CSTF2	10	4.686e-06	5.5779e-05	0.060149	17	8	-0.72557	0.91242	0.95561	1.0	17978	1	-0.72557
CPSF1	10	5.1388e-06	6.0493e-05	0.060149	18	7	-0.83967	0.99402	0.99396	1.0	18750	0	-0.83967
COQ10A	10	5.4376e-06	6.3636e-05	0.060149	19	5	-0.21316	0.053253	0.17937	0.997218	3456	4	-0.21316
DPY30	9	6.9908e-06	6.2065e-05	0.060149	20	7	-0.80314	0.99497	0.9949	1.0	18763	0	-0.80314
FLAD1	10	7.9792e-06	8.0396e-05	0.072372	21	8	-0.57305	0.98724	0.98717	1.0	18617	0	-0.57305
