id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LEO1	10	1.204e-23	2.6188e-07	0.000127	1	8	-3.1772	0.90569	0.95535	1.0	18043	1	-3.1772
ITGAM	10	1.6317e-22	2.6188e-07	0.000127	2	10	-3.6508	1.0	1.0	1.0	18904	0	-3.6508
ACTR6	10	5.1811e-22	2.6188e-07	0.000127	3	9	-2.4814	0.98585	0.98612	1.0	18590	1	-2.4814
DBR1	10	5.6974e-20	2.6188e-07	0.000127	4	10	-2.1323	1.0	1.0	1.0	18903	0	-2.1323
ITGB2	10	3.7658e-16	2.6188e-07	0.000127	5	10	-2.3238	1.0	1.0	1.0	18891	0	-2.3238
TAF2	10	5.3324e-15	2.6188e-07	0.000127	6	10	-2.8236	0.99999	0.99999	1.0	18882	0	-2.8236
MBTPS2	10	2.2024e-14	2.6188e-07	0.000127	7	10	-1.1373	1.0	1.0	1.0	18902	0	-1.1373
NCOA6	10	2.264e-14	2.6188e-07	0.000127	8	10	-1.9827	1.0	1.0	1.0	18901	0	-1.9827
TP53	10	9.1178e-14	2.6188e-07	0.000127	9	10	-1.3292	1.0	1.0	1.0	18896	0	-1.3292
CEBPD	10	1.0669e-13	2.6188e-07	0.000127	10	10	-1.3063	1.0	1.0	1.0	18900	0	-1.3063
DPAGT1	10	5.2153e-13	2.6188e-07	0.000127	11	9	-1.5105	0.92835	0.96624	1.0	18227	1	-1.5105
CFDP1	20	2.3987e-12	2.6188e-07	0.000127	12	13	-0.70977	0.63239	0.89629	1.0	15494	2	-0.70977
WDR61	10	9.9382e-12	2.6188e-07	0.000127	13	8	-0.99742	0.92571	0.96565	1.0	18214	2	-0.99742
DPY30	9	1.5395e-11	2.6188e-07	0.000127	14	9	-1.2361	1.0	1.0	1.0	18899	0	-1.2361
ATP2A2	10	3.4905e-11	2.6188e-07	0.000127	15	8	-1.1371	0.73256	0.88477	1.0	16649	2	-1.1371
SPAG7	10	5.3238e-11	2.6188e-07	0.000127	16	9	-0.93615	0.99698	0.99696	1.0	18783	0	-0.93615
BTAF1	10	5.6364e-11	2.6188e-07	0.000127	17	9	-1.2869	0.99875	0.99876	1.0	18831	0	-1.2869
YEATS4	10	1.7311e-10	2.6188e-07	0.000127	18	8	-0.89789	0.91621	0.96063	1.0	18113	1	-0.89789
ELOF1	10	2.1953e-10	2.6188e-07	0.000127	19	9	-2.2264	0.99081	0.99074	1.0	18676	0	-2.2264
ALG14	10	2.6961e-10	2.6188e-07	0.000127	20	8	-1.4249	0.97175	0.97801	1.0	18439	1	-1.4249
VPS72	10	2.7925e-10	2.6188e-07	0.000127	21	8	-1.7083	0.99955	0.99955	1.0	18857	0	-1.7083
GABPB1	10	3.1366e-10	2.6188e-07	0.000127	22	9	-1.1559	0.52932	0.77502	1.0	14295	1	-1.1559
SRRT	10	3.6538e-10	2.6188e-07	0.000127	23	8	-0.97556	0.99693	0.99692	1.0	18781	0	-0.97556
ING1	20	6.9225e-10	2.6188e-07	0.000127	24	14	-0.83248	0.99999	0.99999	1.0	18883	0	-0.83248
NUDCD3	10	8.8073e-10	2.6188e-07	0.000127	25	10	-1.9664	1.0	1.0	1.0	18898	0	-1.9664
CUL1	10	9.3052e-10	2.6188e-07	0.000127	26	10	-2.0964	1.0	1.0	1.0	18894	0	-2.0964
MEMO1	20	1.8493e-09	2.6188e-07	0.000127	27	14	-0.7062	0.7026	0.92291	1.0	16297	3	-0.7062
DMAP1	10	2.555e-09	2.6188e-07	0.000127	28	7	-0.97954	0.98888	0.98886	1.0	18642	1	-0.97954
CTR9	10	2.8569e-09	2.6188e-07	0.000127	29	10	-1.6865	1.0	1.0	1.0	18897	0	-1.6865
KANSL2	10	3.8539e-09	2.6188e-07	0.000127	30	9	-1.8182	0.9998	0.9998	1.0	18867	0	-1.8182
TARDBP	10	5.5778e-09	2.6188e-07	0.000127	31	9	-1.2896	0.87917	0.94323	1.0	17806	1	-1.2896
GATAD2B	10	5.8675e-09	2.6188e-07	0.000127	32	9	-0.89113	0.95795	0.9731	1.0	18349	1	-0.89113
TAF1	10	7.6384e-09	2.6188e-07	0.000127	33	9	-1.5728	0.41482	0.68134	1.0	12323	1	-1.5728
SAP130	10	8.5955e-09	2.6188e-07	0.000127	34	10	-1.1127	1.0	1.0	1.0	18886	0	-1.1127
RQCD1	10	1.1875e-08	2.6188e-07	0.000127	35	8	-1.144	0.90155	0.95334	1.0	18001	1	-1.144
RPP21	10	1.2637e-08	2.6188e-07	0.000127	36	8	-1.0291	0.9803	0.98228	1.0	18514	1	-1.0291
TAF3	10	1.427e-08	2.6188e-07	0.000127	37	7	-0.81373	0.92348	0.96444	1.0	18192	1	-0.81373
HDAC1	10	2.1514e-08	2.6188e-07	0.000127	38	10	-0.92672	1.0	1.0	1.0	18887	0	-0.92672
TAF4	10	2.7694e-08	2.6188e-07	0.000127	39	10	-1.0226	1.0	1.0	1.0	18888	0	-1.0226
SIN3A	20	2.9577e-08	7.8563e-07	0.000345	40	14	-0.42946	0.66692	0.90943	1.0	15871	2	-0.42946
NUP35	10	3.5435e-08	5.2375e-07	0.000248	41	9	-1.0727	0.9989	0.9989	1.0	18835	0	-1.0727
RBM5	10	4.1875e-08	7.8563e-07	0.000345	42	9	-0.6682	0.99571	0.99568	1.0	18761	0	-0.6682
KANSL3	10	4.9458e-08	7.8563e-07	0.000345	43	10	-1.0932	1.0	1.0	1.0	18895	0	-1.0932
BRMS1	10	8.4075e-08	1.8331e-06	0.000788	44	7	-0.76393	0.98261	0.98373	1.0	18540	1	-0.76393
MESDC2	10	1.1788e-07	2.8806e-06	0.001159	45	8	-0.69222	0.67414	0.85193	1.0	15957	1	-0.69222
VARS	10	1.2021e-07	2.8806e-06	0.001159	46	8	-1.4574	0.99997	0.99997	1.0	18879	0	-1.4574
SMARCA5	10	1.2917e-07	3.4044e-06	0.001341	47	10	-1.2794	1.0	1.0	1.0	18893	0	-1.2794
HARS	10	1.4991e-07	3.9281e-06	0.001456	48	9	-1.1963	0.34384	0.61858	1.0	10984	1	-1.1963
GMPPB	10	1.527e-07	3.9281e-06	0.001456	49	8	-0.55332	0.98873	0.9887	1.0	18638	1	-0.55332
ZFX	10	1.7457e-07	3.9281e-06	0.001456	50	9	-0.84363	0.9935	0.99343	1.0	18726	0	-0.84363
CCDC6	10	1.8616e-07	4.4519e-06	0.001503	51	10	-0.94029	1.0	1.0	1.0	18890	0	-0.94029
SIRT6	10	1.87e-07	4.4519e-06	0.001503	52	8	-0.65644	0.47058	0.72933	1.0	13321	1	-0.65644
PCBP1	10	1.8834e-07	4.4519e-06	0.001503	53	10	-1.1773	1.0	1.0	1.0	18892	0	-1.1773
SFPQ	10	2.2547e-07	4.4519e-06	0.001503	54	9	-1.2017	0.99838	0.99839	1.0	18822	0	-1.2017
FAM122A	9	3.0569e-07	2.8806e-06	0.001159	55	6	-0.89835	0.99074	0.9907	1.0	18675	0	-0.89835
SLC35B1	10	3.0672e-07	4.9756e-06	0.001568	56	9	-1.5564	0.99996	0.99996	1.0	18876	0	-1.5564
IWS1	10	3.2738e-07	4.9756e-06	0.001568	57	8	-1.4348	0.97985	0.98201	1.0	18505	1	-1.4348
CDKN2A	20	3.5979e-07	4.4519e-06	0.001503	58	10	-0.18712	1.3213e-07	2.3569e-06	0.000401	113	8	-0.18712
UCK2	10	3.9288e-07	4.9756e-06	0.001568	59	9	-0.96563	0.99996	0.99997	1.0	18877	0	-0.96563
BRD2	20	4.5756e-07	4.9756e-06	0.001568	60	15	-0.91672	0.9274	0.98711	1.0	18222	4	-0.91672
FBXO11	10	4.7748e-07	5.4994e-06	0.001677	61	8	-0.81975	0.72461	0.88027	1.0	16544	1	-0.81975
