id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FBXO42	4	7.4507e-07	1.7238e-06	0.034653	1	4	-2.6671	1.0	1.0	1.0	19653	0	-2.6671
SPACA1	4	9.2988e-06	2.9797e-05	0.299505	2	4	-1.9869	0.99999	0.99999	1.0	19652	0	-1.9869
C11orf97	4	2.6504e-05	9.1361e-05	0.421411	3	2	-0.5215	0.88999	0.88961	1.0	17237	0	-0.5215
PLA2G2F	3	3.1892e-05	0.00010269	0.421411	4	3	-1.9825	0.99997	0.99998	1.0	19651	0	-1.9825
ARSF	4	3.267e-05	0.00011155	0.421411	5	4	-0.89087	0.99997	0.99997	1.0	19650	0	-0.89087
TRIP4	4	3.8193e-05	0.00013421	0.421411	6	4	-1.0575	0.99435	0.99436	1.0	19514	0	-1.0575
PIGP	4	4.6296e-05	0.00016327	0.421411	7	4	-1.3307	0.99993	0.99994	1.0	19648	0	-1.3307
OLFM2	4	4.7181e-05	0.0001677	0.421411	8	4	-1.6358	0.99995	0.99996	1.0	19649	0	-1.6358
TAC1	4	6.1814e-05	0.00022434	0.464966	9	3	-1.5832	0.9124	0.91214	1.0	17704	0	-1.5832
ISCA1	4	6.5828e-05	0.00024453	0.464966	10	2	-0.95177	0.34016	0.48395	1.0	8724	1	-0.95177
BTBD2	4	7.7373e-05	0.0002928	0.464966	11	3	-0.98274	0.60453	0.66752	1.0	12744	1	-0.98274
CD14	4	7.7882e-05	0.00029477	0.464966	12	4	-2.9547	0.99775	0.99776	1.0	19579	0	-2.9547
GPALPP1	4	7.951e-05	0.00030068	0.464966	13	1	0.46609	0.056292	0.1337	1.0	2497	3	0.46609
ABCB1	4	0.00010442	0.00039229	0.563296	14	3	-1.6341	0.49427	0.61369	1.0	11178	1	-1.6341
NAB2	4	0.00013251	0.0005031	0.640361	15	2	-0.091163	0.68568	0.71493	1.0	13715	1	-0.091163
PHF6	4	0.00013677	0.00051738	0.640361	16	4	-1.1482	0.99986	0.99987	1.0	19647	0	-1.1482
ZBTB7C	4	0.00014447	0.00054152	0.640361	17	2	-0.68087	0.84148	0.84072	1.0	16253	0	-0.68087
AKNAD1	4	0.00018552	0.00069075	0.742511	18	2	-0.44209	0.42219	0.56837	1.0	10293	1	-0.44209
FAM196A	4	0.00018928	0.00070503	0.742511	19	4	-1.0995	0.99981	0.99982	1.0	19646	0	-1.0995
ZNF787	4	0.00022068	0.00082127	0.742511	20	3	-0.70114	0.81742	0.8171	1.0	15795	1	-0.70114
GNAQ	4	0.00022452	0.00083801	0.742511	21	4	-1.0858	0.98862	0.98861	1.0	19375	0	-1.0858
PILRA	4	0.00023822	0.00089317	0.742511	22	4	-1.0423	0.99968	0.9997	1.0	19645	0	-1.0423
SLC34A2	4	0.00023852	0.00089366	0.742511	23	3	-1.2196	0.89058	0.8902	1.0	17247	0	-1.2196
OSBPL1A	4	0.00028883	0.0010715	0.742511	24	3	-1.3007	0.94509	0.94495	1.0	18389	0	-1.3007
NKD1	4	0.00029151	0.0010823	0.742511	25	1	0.41948	0.11674	0.24452	1.0	4398	3	0.41948
LAMTOR2	4	0.0002996	0.0011123	0.742511	26	3	-0.77824	0.98664	0.98659	1.0	19320	0	-0.77824
TMEM170B	4	0.00031623	0.0011714	0.742511	27	2	-0.73942	0.78182	0.78513	1.0	15151	1	-0.73942
NAT8	4	0.00032125	0.0011887	0.742511	28	4	-1.3975	0.99968	0.99969	1.0	19644	0	-1.3975
OTUD5	4	0.00032898	0.0012168	0.742511	29	4	-1.2155	0.98789	0.98786	1.0	19349	0	-1.2155
ZBTB21	4	0.00033957	0.0012532	0.742511	30	4	-1.3068	0.99966	0.99968	1.0	19643	0	-1.3068
GDAP1L1	4	0.00034451	0.0012729	0.742511	31	3	-0.35831	0.37478	0.51958	1.0	9402	1	-0.35831
SBNO2	4	0.00035145	0.001302	0.742511	32	4	-2.2856	0.99856	0.99856	1.0	19608	0	-2.2856
SPTBN4	4	0.00037889	0.0014103	0.742511	33	4	-1.5759	0.99962	0.99963	1.0	19642	0	-1.5759
INSRR	4	0.00038471	0.0014275	0.742511	34	2	-0.69858	0.1827	0.32283	1.0	5744	1	-0.69858
