id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CD14	10	6.2377e-17	3.054e-06	0.000165	1	10	-1.6132	1.0	1.0	1.0	1619	0	-1.6132
PDCL	10	2.276e-15	3.054e-06	0.000165	2	9	-2.1532	0.99993	0.99988	1.0	1603	0	-2.1532
NCOA6	10	2.3453e-15	3.054e-06	0.000165	3	10	-1.3227	1.0	1.0	1.0	1620	0	-1.3227
VPS72	10	5.648e-15	3.054e-06	0.000165	4	10	-1.7807	1.0	1.0	1.0	1613	0	-1.7807
SAMHD1	10	1.8595e-13	3.054e-06	0.000165	5	10	-0.8844	1.0	1.0	1.0	1615	0	-0.8844
NUDCD3	10	3.7013e-12	3.054e-06	0.000165	6	9	-1.6287	0.97805	0.95255	1.0	1503	0	-1.6287
NFE2L1	10	2.628e-11	3.054e-06	0.000165	7	10	-1.5556	1.0	1.0	1.0	1617	0	-1.5556
ACTR6	10	1.0408e-10	3.054e-06	0.000165	8	10	-1.1351	1.0	1.0	1.0	1616	0	-1.1351
NAA25	10	3.4444e-10	3.054e-06	0.000165	9	9	-0.91443	0.99761	0.99534	1.0	1580	0	-0.91443
YEATS4	10	4.1859e-10	3.054e-06	0.000165	10	8	-1.254	0.71317	0.70624	0.961757	1182	1	-1.254
GABPB1	10	5.4631e-10	3.054e-06	0.000165	11	10	-0.55314	1.0	1.0	1.0	1612	0	-0.55314
CEBPD	10	1.197e-09	3.054e-06	0.000165	12	10	-0.63703	1.0	1.0	1.0	1618	0	-0.63703
SMARCA5	10	1.462e-09	3.054e-06	0.000165	13	8	-1.4123	0.7532	0.74611	0.984558	1226	1	-1.4123
CREB1	10	7.5107e-09	3.054e-06	0.000165	14	9	-0.58404	0.99972	0.99935	1.0	1597	0	-0.58404
E2F8	10	2.5751e-08	3.054e-06	0.000165	15	10	-0.63436	1.0	1.0	1.0	1614	0	-0.63436
CEBPA	10	5.0805e-08	3.054e-06	0.000165	16	7	-0.75202	0.98502	0.96993	1.0	1530	0	-0.75202
GTF3C1	10	1.0799e-07	3.054e-06	0.000165	17	9	-0.68167	0.99494	0.99022	1.0	1567	0	-0.68167
GTF3C6	10	1.4547e-07	3.054e-06	0.000165	18	9	-0.6898	0.99995	0.99992	1.0	1604	0	-0.6898
GTF3C3	10	2.8804e-07	3.054e-06	0.000165	19	9	-0.74536	0.99766	0.99546	1.0	1581	0	-0.74536
CDK2	10	3.199e-07	3.054e-06	0.000165	20	9	-0.7072	0.99968	0.9992	1.0	1596	0	-0.7072
VEZF1	10	3.9567e-07	3.054e-06	0.000165	21	9	-0.72677	0.99799	0.99602	1.0	1585	0	-0.72677
PAN2	10	4.5977e-07	3.054e-06	0.000165	22	9	-0.63427	0.98057	0.96004	1.0	1510	0	-0.63427
TNPO1	10	5.1363e-07	3.054e-06	0.000165	23	9	-0.53569	0.88471	0.87352	1.0	1383	1	-0.53569
SETX	10	5.7456e-07	3.054e-06	0.000165	24	9	-0.47263	0.97243	0.94247	1.0	1484	1	-0.47263
UBR5	10	6.7079e-07	3.054e-06	0.000165	25	8	-0.80336	0.5115	0.49833	0.875186	918	1	-0.80336
NAE1	10	6.8103e-07	3.054e-06	0.000165	26	9	-0.50586	0.99442	0.9892	1.0	1563	0	-0.50586
CFDP1	20	8.2047e-07	3.054e-06	0.000165	27	13	-0.52588	0.99775	0.99435	1.0	1582	1	-0.52588
BRD2	20	8.2921e-07	3.054e-06	0.000165	28	15	-0.41146	0.98515	0.98173	1.0	1532	1	-0.41146
