id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ACTR8	10	1.6637e-18	3.054e-06	4.3e-05	1	10	-2.1787	1.0	1.0	1.0	1620	0	-2.1787
VARS	10	3.3416e-14	3.054e-06	4.3e-05	2	10	-3.7728	1.0	1.0	1.0	1619	0	-3.7728
TAF2	10	3.9063e-14	3.054e-06	4.3e-05	3	9	-2.7253	0.95916	0.97993	1.0	1461	1	-2.7253
DBR1	10	1.3778e-13	3.054e-06	4.3e-05	4	9	-2.0638	0.99308	0.99674	1.0	1534	0	-2.0638
TRMT10C	10	3.9027e-13	3.054e-06	4.3e-05	5	10	-2.0171	1.0	1.0	1.0	1618	0	-2.0171
COG3	10	6.9436e-13	3.054e-06	4.3e-05	6	8	-2.4393	0.80207	0.92821	1.0	1335	1	-2.4393
FIP1L1	10	9.7328e-13	3.054e-06	4.3e-05	7	10	-2.2896	1.0	1.0	1.0	1617	0	-2.2896
KDM1A	10	1.9524e-12	3.054e-06	4.3e-05	8	7	-2.0521	0.91431	0.9681	1.0	1426	2	-2.0521
ATR	10	2.7831e-12	3.054e-06	4.3e-05	9	10	-2.5411	1.0	1.0	1.0	1616	0	-2.5411
RPL36A	10	2.9513e-12	3.054e-06	4.3e-05	10	10	-1.3605	1.0	1.0	1.0	1615	0	-1.3605
EP300	10	1.0683e-11	3.054e-06	4.3e-05	11	10	-1.4599	1.0	1.0	1.0	1610	0	-1.4599
AARS	10	1.9976e-11	3.054e-06	4.3e-05	12	10	-2.5362	1.0	1.0	1.0	1609	0	-2.5362
RPL36A-HNRNPH2	10	2.2755e-11	3.054e-06	4.3e-05	13	10	-1.3086	1.0	1.0	1.0	1614	0	-1.3086
TAMM41	10	2.9466e-11	3.054e-06	4.3e-05	14	10	-1.7151	1.0	1.0	1.0	1613	0	-1.7151
TAF1	10	4.6309e-11	3.054e-06	4.3e-05	15	9	-1.2787	0.96171	0.98012	1.0	1463	1	-1.2787
IARS2	10	5.8082e-11	3.054e-06	4.3e-05	16	10	-3.4644	1.0	1.0	1.0	1611	0	-3.4644
CNOT3	10	6.3211e-11	3.054e-06	4.3e-05	17	10	-2.4682	1.0	1.0	1.0	1612	0	-2.4682
SMARCE1	10	1.6882e-10	3.054e-06	4.3e-05	18	10	-1.5613	1.0	1.0	1.0	1605	0	-1.5613
GYPE	10	1.7045e-10	3.054e-06	4.3e-05	19	7	-2.9728	0.27617	0.52887	1.0	783	2	-2.9728
HSPE1-MOB4	10	2.9553e-10	3.054e-06	4.3e-05	20	8	-3.6037	0.92066	0.97367	1.0	1430	1	-3.6037
LTV1	10	3.3924e-10	3.054e-06	4.3e-05	21	10	-1.7475	1.0	1.0	1.0	1608	0	-1.7475
HSD17B10	10	5.28e-10	3.054e-06	4.3e-05	22	8	-1.4989	0.98493	0.98948	1.0	1501	1	-1.4989
ABCB7	10	5.9884e-10	3.054e-06	4.3e-05	23	10	-1.4478	1.0	1.0	1.0	1607	0	-1.4478
MRPL34	10	9.2839e-10	3.054e-06	4.3e-05	24	9	-1.493	0.99928	0.99974	1.0	1566	0	-1.493
IWS1	10	1.0766e-09	3.054e-06	4.3e-05	25	9	-1.5361	0.95402	0.97922	1.0	1454	1	-1.5361
UBA3	10	3.5527e-09	3.054e-06	4.3e-05	26	10	-1.4586	1.0	1.0	1.0	1606	0	-1.4586
RIOK2	10	7.5227e-09	3.054e-06	4.3e-05	27	9	-1.7725	0.97726	0.98544	1.0	1491	1	-1.7725
MRPS33	10	1.0799e-08	3.054e-06	4.3e-05	28	8	-1.4624	0.36302	0.61353	1.0	885	1	-1.4624
POLRMT	10	1.4028e-08	3.054e-06	4.3e-05	29	9	-1.2891	0.85786	0.94565	1.0	1375	1	-1.2891
VEZF1	10	1.4496e-08	3.054e-06	4.3e-05	30	8	-0.89743	0.66123	0.84851	1.0	1225	2	-0.89743
CARS	10	1.4805e-08	3.054e-06	4.3e-05	31	6	-1.0137	0.49754	0.74517	1.0	1057	3	-1.0137
SAE1	10	1.5393e-08	3.054e-06	4.3e-05	32	9	-1.8423	0.36519	0.61553	1.0	887	1	-1.8423
RUVBL1	10	2.4852e-08	3.054e-06	4.3e-05	33	10	-2.3504	1.0	1.0	1.0	1604	0	-2.3504
GYPB	10	2.8623e-08	3.054e-06	4.3e-05	34	9	-1.4451	0.97631	0.985	1.0	1487	1	-1.4451
C3orf17	10	4.126e-08	3.054e-06	4.3e-05	35	9	-1.7968	0.5875	0.80107	1.0	1141	1	-1.7968
MRPS17	10	4.4414e-08	3.054e-06	4.3e-05	36	9	-1.3078	0.99824	0.99932	1.0	1555	0	-1.3078
RCL1	10	5.0881e-08	3.054e-06	4.3e-05	37	10	-1.3285	1.0	1.0	1.0	1603	0	-1.3285
AHCYL1	20	5.2525e-08	3.054e-06	4.3e-05	38	12	-1.1419	0.87275	0.97628	1.0	1388	5	-1.1419
INO80	10	5.6968e-08	3.054e-06	4.3e-05	39	8	-1.2775	0.6412	0.83574	1.0	1204	2	-1.2775
EXOSC4	10	6.5647e-08	3.054e-06	4.3e-05	40	9	-1.3542	0.90641	0.96241	1.0	1416	1	-1.3542
PAN2	10	7.2883e-08	3.054e-06	4.3e-05	41	8	-0.92491	0.97006	0.98229	1.0	1475	1	-0.92491
FARSB	10	7.5215e-08	3.054e-06	4.3e-05	42	10	-2.1362	0.99999	1.0	1.0	1595	0	-2.1362
INO80B	10	8.2938e-08	3.054e-06	4.3e-05	43	8	-1.4088	0.99165	0.99625	1.0	1528	0	-1.4088
ZNF574	20	1.0147e-07	3.054e-06	4.3e-05	44	13	-0.54487	0.92722	0.9906	1.0	1436	4	-0.54487
TCF3	10	1.0791e-07	3.054e-06	4.3e-05	45	9	-0.86564	0.93162	0.97635	1.0	1438	1	-0.86564
UTP6	10	1.1538e-07	3.054e-06	4.3e-05	46	9	-1.8283	0.99993	1.0	1.0	1584	0	-1.8283
HNRNPA2B1	10	1.2793e-07	3.054e-06	4.3e-05	47	9	-1.0523	0.99056	0.99537	1.0	1522	0	-1.0523
DENR	10	1.5202e-07	3.054e-06	4.3e-05	48	7	-1.208	0.54574	0.78029	1.0	1098	2	-1.208
CHEK2	10	1.7113e-07	3.054e-06	4.3e-05	49	10	-0.6699	1.0	1.0	1.0	1596	0	-0.6699
C12orf45	10	2.1322e-07	3.054e-06	4.3e-05	50	9	-1.5594	0.99285	0.99648	1.0	1533	0	-1.5594
DDX56	10	2.2329e-07	3.054e-06	4.3e-05	51	10	-1.1361	1.0	1.0	1.0	1599	0	-1.1361
RTCB	10	2.4395e-07	3.054e-06	4.3e-05	52	9	-0.86587	0.99847	0.9995	1.0	1556	0	-0.86587
ZNHIT6	10	2.6047e-07	3.054e-06	4.3e-05	53	10	-1.0997	1.0	1.0	1.0	1602	0	-1.0997
MSL1	10	2.8409e-07	3.054e-06	4.3e-05	54	8	-1.1339	0.80819	0.92883	1.0	1339	1	-1.1339
MRPL33	10	2.9418e-07	3.054e-06	4.3e-05	55	8	-0.94163	0.69213	0.87372	1.0	1251	1	-0.94163
MRPL10	10	2.9797e-07	3.054e-06	4.3e-05	56	10	-1.0565	1.0	1.0	1.0	1597	0	-1.0565
HSCB	10	4.1721e-07	3.054e-06	4.3e-05	57	10	-0.80812	0.99999	1.0	1.0	1592	0	-0.80812
ARID1A	10	4.5509e-07	3.054e-06	4.3e-05	58	9	-1.1738	0.99145	0.99625	1.0	1527	0	-1.1738
MBTPS2	10	4.7726e-07	3.054e-06	4.3e-05	59	9	-1.0511	0.99996	1.0	1.0	1587	0	-1.0511
KRR1	10	5.1688e-07	3.054e-06	4.3e-05	60	8	-1.8008	0.99972	0.99997	1.0	1577	0	-1.8008
NOL6	10	5.3109e-07	3.054e-06	4.3e-05	61	10	-1.4445	1.0	1.0	1.0	1601	0	-1.4445
WDR3	10	6.1057e-07	3.054e-06	4.3e-05	62	8	-1.4123	0.34873	0.59612	1.0	870	1	-1.4123
ZMYM6	10	6.7627e-07	3.054e-06	4.3e-05	63	10	-0.63982	1.0	1.0	1.0	1600	0	-0.63982
CHEK1	10	7.8173e-07	3.054e-06	4.3e-05	64	8	-0.92325	0.80305	0.92822	1.0	1337	2	-0.92325
FDX1L	10	1.1302e-06	3.054e-06	4.3e-05	65	10	-0.7064	0.99999	1.0	1.0	1594	0	-0.7064
HSPE1	10	1.2228e-06	3.054e-06	4.3e-05	66	7	-2.0418	0.92066	0.97367	1.0	1431	1	-2.0418
ZCCHC9	10	1.2624e-06	3.054e-06	4.3e-05	67	9	-1.0718	0.99946	0.99984	1.0	1570	0	-1.0718
RPS27	10	1.8918e-06	3.054e-06	4.3e-05	68	10	-1.0933	1.0	1.0	1.0	1598	0	-1.0933
