id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PDCL	10	3.5654e-17	3.054e-06	0.00045	1	10	-1.9148	1.0	1.0	1.0	1620	0	-1.9148
VPS72	10	9.7751e-14	3.054e-06	0.00045	2	10	-1.1453	1.0	1.0	1.0	1619	0	-1.1453
ACTR6	10	9.7382e-11	3.054e-06	0.00045	3	9	-0.92196	0.9972	0.98975	1.0	1596	0	-0.92196
NUDCD3	10	7.7341e-10	3.054e-06	0.00045	4	9	-1.0097	0.99308	0.97693	1.0	1574	0	-1.0097
MBTPS2	10	2.5136e-09	3.054e-06	0.00045	5	10	-0.82545	1.0	1.0	1.0	1617	0	-0.82545
CD14	10	9.271e-09	3.054e-06	0.00045	6	9	-1.1604	0.99954	0.99801	1.0	1612	0	-1.1604
UBR5	10	1.0995e-07	3.054e-06	0.00045	7	8	-0.71981	0.10489	0.045703	0.197558	372	1	-0.71981
VEZF1	10	2.2887e-07	3.054e-06	0.00045	8	8	-0.71637	0.99786	0.99255	1.0	1601	0	-0.71637
NUP35	10	4.0155e-07	3.054e-06	0.00045	9	9	-0.653	0.9996	0.99834	1.0	1613	0	-0.653
E2F8	10	4.5496e-07	3.054e-06	0.00045	10	10	-0.51647	1.0	1.0	1.0	1618	0	-0.51647
RPP21	10	4.9639e-07	3.054e-06	0.00045	11	9	-0.83118	0.8806	0.78863	0.941055	1360	1	-0.83118
RFK	10	8.8072e-07	9.1619e-06	0.001238	12	7	-0.5337	0.99937	0.99754	1.0	1609	0	-0.5337
CEBPA	10	1.8846e-06	2.7486e-05	0.003427	13	5	-0.44632	0.85437	0.77276	0.935503	1337	1	-0.44632
CPSF1	10	4.2875e-06	5.8026e-05	0.006498	14	8	-0.74153	0.9893	0.96263	0.99708	1565	0	-0.74153
YEATS4	10	4.9542e-06	6.4133e-05	0.006498	15	7	-0.71395	0.77471	0.6901	0.912882	1216	1	-0.71395
DNAJC24	10	5.8643e-06	6.4133e-05	0.006498	16	8	-0.67021	0.99356	0.97772	1.0	1577	0	-0.67021
BTAF1	10	1.0299e-05	9.4673e-05	0.009027	17	6	-0.59791	0.99942	0.99773	1.0	1610	0	-0.59791
EXOC2	10	3.0405e-05	0.00023516	0.021177	18	7	-0.51346	0.9172	0.83314	0.96282	1394	1	-0.51346
CFDP1	20	3.1857e-05	0.00027791	0.022525	19	12	-0.29776	0.81558	0.71738	0.91629	1285	2	-0.29776
BRD2	20	3.4698e-05	0.00033899	0.025428	20	12	-0.3799	0.97143	0.94528	0.991781	1509	2	-0.3799
NCOA6	10	3.6545e-05	0.00025959	0.022147	21	9	-0.42653	0.97198	0.90659	0.976246	1511	0	-0.42653
VARS	10	4.507e-05	0.0003451	0.025428	22	8	-0.93799	0.99784	0.99255	1.0	1600	0	-0.93799
AAAS	10	5.3846e-05	0.00036953	0.025784	23	8	-0.4735	0.98174	0.93707	0.987269	1539	0	-0.4735
SRCAP	10	5.8536e-05	0.00038175	0.025784	24	5	-0.16486	0.82987	0.75305	0.93043	1305	2	-0.16486
METTL14	10	6.5246e-05	0.00040618	0.026337	25	7	-0.48563	0.20457	0.11006	0.361868	487	2	-0.48563
SBNO1	10	0.00011205	0.0006566	0.040521	26	7	-0.54234	0.060588	0.023036	0.116692	315	2	-0.54234
AHR	10	0.00012225	0.00067493	0.040521	27	6	-0.52788	0.89219	0.80168	0.949255	1370	1	-0.52788
FAM103A1	10	0.00014042	0.00076044	0.044024	28	7	-0.44663	0.99523	0.98357	1.0	1582	0	-0.44663
DBR1	10	0.00014716	0.00081541	0.045579	29	7	-0.56398	0.98261	0.93854	0.987269	1542	0	-0.56398
PAN2	10	0.00015136	0.00086428	0.0467	30	7	-0.43953	0.99567	0.98539	1.0	1588	0	-0.43953
ZC3H13	10	0.00016911	0.00091925	0.046875	31	7	-0.44897	0.98023	0.93177	0.982688	1535	0	-0.44897
FARSB	10	0.00017158	0.00092535	0.046875	32	8	-0.85089	0.9997	0.99877	1.0	1614	0	-0.85089
CCDC6	10	0.00019261	0.0010414	0.051155	33	7	-0.54624	0.65191	0.54841	0.820854	1071	1	-0.54624
MBD6	10	0.00032112	0.0019515	0.09304	34	8	-0.45325	0.99921	0.99699	1.0	1608	0	-0.45325
EEF2	20	0.00034585	0.0031425	0.121287	35	8	-0.15532	0.92445	0.87452	0.966386	1413	3	-0.15532
CREB1	10	0.00038264	0.0022874	0.105941	36	7	-0.4558	0.97016	0.89881	0.973257	1504	0	-0.4558
NUDC	10	0.00040004	0.0023913	0.107673	37	6	-0.38141	0.76123	0.67722	0.908756	1199	2	-0.38141
METTL3	10	0.00047126	0.0027028	0.117484	38	6	-0.50447	0.95071	0.86979	0.966386	1454	1	-0.50447
PPP1R8	10	0.00049193	0.0028249	0.117484	39	8	-0.31096	0.99593	0.98586	1.0	1590	0	-0.31096
TAF5	10	0.0005041	0.0029165	0.117484	40	6	-0.36166	0.98488	0.95055	0.993149	1546	0	-0.36166
NSD1	10	0.00050515	0.0029227	0.117484	41	7	-0.46872	0.99994	0.9997	1.0	1616	0	-0.46872
PIGA	10	0.00050766	0.0029715	0.117484	42	8	-0.44239	0.99874	0.9951	1.0	1605	0	-0.44239
NUFIP2	10	0.00053041	0.0033197	0.125144	43	8	-0.44818	0.97723	0.91795	0.977016	1525	0	-0.44818
NUP37	10	0.0005609	0.0034663	0.1277	44	5	-0.14688	0.51123	0.39616	0.719682	876	3	-0.14688
EHD4	10	0.00073152	0.0039793	0.143344	45	7	-0.44814	0.97437	0.91133	0.976246	1516	0	-0.44814
CEBPD	10	0.00078271	0.0041442	0.14604	46	5	-0.34418	0.86406	0.78602	0.941055	1342	1	-0.34418
TP53	10	0.00081909	0.0042786	0.147567	47	7	-0.37893	0.59628	0.4828	0.768026	1011	1	-0.37893
AMBRA1	10	0.0009946	0.0051765	0.171584	48	7	-0.36538	0.99627	0.98715	1.0	1593	0	-0.36538
TXNDC17	10	0.0010312	0.0052864	0.171584	49	6	-0.29928	0.97843	0.92827	0.982688	1529	0	-0.29928
ZFPM1	10	0.0010739	0.0052925	0.171584	50	4	-0.13644	0.7404	0.65329	0.894371	1171	1	-0.13644
TAF11	10	0.0011223	0.0056468	0.176443	51	7	-0.40886	0.99768	0.99171	1.0	1598	0	-0.40886
GATAD2B	10	0.0011271	0.0057629	0.176443	52	7	-0.4053	0.88471	0.79128	0.941055	1363	1	-0.4053
WDR33	10	0.0011475	0.005769	0.176443	53	4	-0.2143	0.52196	0.40561	0.719682	890	2	-0.2143
ACTR8	10	0.0012462	0.0062209	0.186744	54	7	-0.39984	0.58161	0.47294	0.767654	987	1	-0.39984
KIDINS220	10	0.0014383	0.0070761	0.208551	55	6	-0.41361	0.74457	0.6533	0.894371	1178	2	-0.41361
EPHX1	10	0.0015043	0.007754	0.224452	56	3	-0.072021	0.75069	0.66363	0.898711	1188	2	-0.072021
REPIN1	10	0.0015916	0.0080289	0.228331	57	7	-0.3201	0.59266	0.47999	0.768026	1005	2	-0.3201
CDCA3	10	0.0018685	0.0091528	0.255804	58	6	-0.59559	0.99881	0.99547	1.0	1606	0	-0.59559
ATM	10	0.0022177	0.010411	0.283251	59	7	-0.31297	0.66919	0.55991	0.822855	1094	1	-0.31297
HCFC1	10	0.00228	0.010484	0.283251	60	7	-0.34309	0.96738	0.89624	0.971128	1495	1	-0.34309
TSPYL1	10	0.0023472	0.01079	0.286723	61	7	-0.34292	0.83387	0.76229	0.93043	1310	1	-0.34292
ACSL4	10	0.0024519	0.011816	0.306856	62	5	-0.21699	0.99561	0.98539	1.0	1585	0	-0.21699
HNRNPA2B1	10	0.0024901	0.011993	0.306856	63	4	-0.2257	0.72155	0.63213	0.883352	1151	2	-0.2257
NFE2L1	10	0.002532	0.012414	0.306856	64	6	-0.39737	0.62693	0.51179	0.790857	1041	1	-0.39737
CNOT10	10	0.0025802	0.012421	0.306856	65	6	-0.35169	0.9602	0.88034	0.96799	1480	1	-0.35169
TAF4	10	0.0026023	0.012494	0.306856	66	5	-0.23616	0.9314	0.84892	0.966386	1421	1	-0.23616
PPIP5K1	30	0.0032023	0.025791	0.469741	67	15	-0.17179	0.81311	0.69043	0.912882	1279	5	-0.17179
FIBP	10	0.0032964	0.015145	0.366411	68	6	-0.31462	0.98832	0.95937	0.996221	1561	0	-0.31462
CDKN2A	20	0.0033424	0.021833	0.455269	69	7	-0.026786	0.0024222	0.0001924	0.002244	165	8	-0.026786
NFKBID	20	0.0033828	0.022285	0.455269	70	11	-0.30043	0.59058	0.43267	0.74643	1001	3	-0.30043
PLA2G4F	10	0.0034928	0.015804	0.376747	71	7	-0.27306	0.74089	0.65329	0.894371	1172	1	-0.27306
DENND4B	20	0.0035398	0.023433	0.455269	72	9	-0.21933	0.61746	0.47829	0.768026	1029	4	-0.21933
SBSPON	10	0.003822	0.01793	0.421223	73	6	-0.36211	0.69169	0.58379	0.843433	1120	2	-0.36211
COX11	10	0.0039557	0.018284	0.423409	74	4	-0.046845	0.57609	0.46961	0.767654	972	3	-0.046845
SIRT6	10	0.0041512	0.019408	0.43695	75	5	-0.17491	0.94349	0.86452	0.966386	1439	1	-0.17491
COL13A1	10	0.0041531	0.019408	0.43695	76	6	-0.35512	0.88425	0.79128	0.941055	1362	1	-0.35512
TP53BP1	20	0.0042563	0.028234	0.497471	77	11	-0.2352	0.99919	0.99066	1.0	1607	0	-0.2352
LRRC37A2	10	0.004287	0.020062	0.445477	78	6	-0.44207	0.32506	0.22023	0.53521	654	2	-0.44207
RTF1	10	0.0044474	0.020367	0.446147	79	7	-0.38393	0.55063	0.44268	0.759354	938	3	-0.38393
ARNT	10	0.0044703	0.021167	0.455269	80	7	-0.36827	0.8851	0.79128	0.941055	1364	1	-0.36827
ZNF367	10	0.004499	0.02165	0.455269	81	7	-0.30099	0.42934	0.31743	0.650518	780	2	-0.30099
CHUK	10	0.0045802	0.022431	0.455269	82	7	-0.30933	0.85399	0.77275	0.935503	1336	1	-0.30933
TAF13	10	0.0046382	0.022767	0.455269	83	6	-0.34651	0.40763	0.2997	0.636826	750	1	-0.34651
CCDC159	10	0.0046983	0.023219	0.455269	84	7	-0.26854	0.48067	0.3633	0.686963	843	1	-0.26854
APOBEC3A	18	0.0047124	0.027471	0.489337	85	8	-0.12868	0.83863	0.74935	0.93043	1323	2	-0.12868
IWS1	10	0.0048569	0.023378	0.455269	86	5	-0.28172	0.80374	0.71502	0.915525	1262	2	-0.28172
HSD11B1L	10	0.0049957	0.023592	0.455269	87	5	-0.25859	0.34803	0.24648	0.576551	685	2	-0.25859
PIGK	10	0.0052307	0.024166	0.455503	88	5	-0.28305	0.99942	0.99773	1.0	1611	0	-0.28305
GTF3C1	10	0.0052625	0.024166	0.455503	89	5	-0.21987	0.70952	0.61069	0.867546	1136	2	-0.21987
HARS	10	0.0053287	0.024789	0.461875	90	6	-0.60734	0.99423	0.98085	1.0	1579	0	-0.60734
ZNF233	10	0.0054317	0.025125	0.462815	91	5	-0.19146	0.91586	0.83051	0.96282	1391	1	-0.19146
C16orf96	10	0.0057214	0.026231	0.472442	92	4	0.1317	0.014327	0.0041076	0.029858	223	3	0.1317
SAP130	10	0.0060949	0.028765	0.499631	93	5	-0.32291	0.70979	0.61069	0.867546	1137	1	-0.32291
ASZ1	10	0.0064009	0.028973	0.499631	94	4	0.020536	0.59592	0.4828	0.768026	1010	1	0.020536
BRF1	10	0.0066909	0.03003	0.512402	95	6	-0.31089	0.92236	0.83571	0.96282	1410	1	-0.31089
DPY30	10	0.0070516	0.032161	0.543059	96	4	-0.15676	0.64984	0.54467	0.820854	1065	2	-0.15676
