id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ITGAM	10	2.4543e-26	3.054e-06	7.1e-05	1	10	-5.5246	1.0	1.0	1.0	1620	0	-5.5246
TP53	10	6.8507e-17	3.054e-06	7.1e-05	2	10	-1.5595	1.0	1.0	1.0	1619	0	-1.5595
NUDCD3	10	5.0629e-15	3.054e-06	7.1e-05	3	10	-2.5403	1.0	1.0	1.0	1618	0	-2.5403
DBR1	10	2.6162e-14	3.054e-06	7.1e-05	4	10	-2.0767	1.0	1.0	1.0	1617	0	-2.0767
NCOA6	10	2.4044e-13	3.054e-06	7.1e-05	5	10	-1.8275	1.0	1.0	1.0	1615	0	-1.8275
PDCL	10	7.4585e-12	3.054e-06	7.1e-05	6	10	-2.0785	1.0	1.0	1.0	1600	0	-2.0785
LEO1	10	8.0714e-12	3.054e-06	7.1e-05	7	9	-2.4388	0.99871	0.99678	1.0	1555	0	-2.4388
ACTR6	10	1.7435e-11	3.054e-06	7.1e-05	8	9	-1.6883	0.84405	0.74501	1.0	1182	1	-1.6883
ITGB2	10	1.8652e-11	3.054e-06	7.1e-05	9	8	-3.071	0.98718	0.97084	1.0	1479	0	-3.071
PYCARD	10	2.4938e-11	3.054e-06	7.1e-05	10	10	-1.1746	1.0	1.0	1.0	1616	0	-1.1746
DPAGT1	10	2.5768e-11	3.054e-06	7.1e-05	11	9	-2.3577	0.99999	1.0	1.0	1595	0	-2.3577
HDAC1	10	4.5198e-11	3.054e-06	7.1e-05	12	10	-1.1014	1.0	1.0	1.0	1614	0	-1.1014
CEBPD	10	4.6444e-11	3.054e-06	7.1e-05	13	9	-1.4013	0.99994	0.99993	1.0	1582	0	-1.4013
UCK2	10	8.2844e-11	3.054e-06	7.1e-05	14	9	-1.0975	0.9991	0.99765	1.0	1558	0	-1.0975
MBTPS2	10	1.406e-10	3.054e-06	7.1e-05	15	10	-1.5615	1.0	1.0	1.0	1613	0	-1.5615
CCDC6	10	4.5531e-10	3.054e-06	7.1e-05	16	9	-1.3158	0.90895	0.81651	1.0	1276	1	-1.3158
NUP35	10	7.0085e-10	3.054e-06	7.1e-05	17	10	-1.3427	1.0	1.0	1.0	1611	0	-1.3427
CREB1	10	9.4535e-10	3.054e-06	7.1e-05	18	9	-0.73574	0.99999	1.0	1.0	1594	0	-0.73574
TAF13	10	1.196e-09	3.054e-06	7.1e-05	19	7	-1.5695	0.95248	0.8804	1.0	1358	1	-1.5695
VPS72	10	1.4453e-09	3.054e-06	7.1e-05	20	9	-2.0327	0.99814	0.99559	1.0	1541	0	-2.0327
SPAG7	10	1.5493e-09	3.054e-06	7.1e-05	21	8	-1.4308	0.99967	0.99958	1.0	1570	0	-1.4308
NUP37	10	2.8878e-09	3.054e-06	7.1e-05	22	10	-0.73044	1.0	1.0	1.0	1612	0	-0.73044
CPSF1	10	3.3221e-09	3.054e-06	7.1e-05	23	10	-1.1702	1.0	1.0	1.0	1601	0	-1.1702
YEATS4	10	4.6076e-09	3.054e-06	7.1e-05	24	8	-1.653	0.6851	0.54348	0.927752	924	1	-1.653
ELOF1	10	6.1608e-09	3.054e-06	7.1e-05	25	9	-2.0009	0.98341	0.95913	1.0	1459	0	-2.0009
BRF1	10	1.5681e-08	3.054e-06	7.1e-05	26	10	-1.0673	1.0	1.0	1.0	1610	0	-1.0673
ALG13	10	1.5884e-08	3.054e-06	7.1e-05	27	9	-1.111	0.9924	0.98225	1.0	1503	0	-1.111
FIP1L1	10	1.8677e-08	3.054e-06	7.1e-05	28	9	-1.1837	0.99998	1.0	1.0	1591	0	-1.1837
ING1	20	1.8912e-08	3.054e-06	7.1e-05	29	15	-0.5688	0.99995	0.99973	1.0	1588	0	-0.5688
NFE2L1	10	2.346e-08	3.054e-06	7.1e-05	30	9	-1.3172	0.94216	0.85639	1.0	1333	1	-1.3172
DNAJC24	10	2.7167e-08	3.054e-06	7.1e-05	31	9	-0.8839	0.99999	1.0	1.0	1597	0	-0.8839
SLC35B1	10	3.266e-08	3.054e-06	7.1e-05	32	10	-0.89333	1.0	1.0	1.0	1602	0	-0.89333
BTAF1	10	3.3821e-08	3.054e-06	7.1e-05	33	9	-1.0606	0.99986	0.9998	1.0	1577	0	-1.0606
RTCB	10	6.489e-08	3.054e-06	7.1e-05	34	9	-0.84842	0.99989	0.99985	1.0	1579	0	-0.84842
GNPNAT1	10	9.9339e-08	3.054e-06	7.1e-05	35	8	-0.9486	0.98296	0.95679	1.0	1455	0	-0.9486
NUDC	10	1.3013e-07	3.054e-06	7.1e-05	36	9	-0.95026	0.85655	0.78442	1.0	1202	1	-0.95026
WDR61	9	1.3924e-07	3.054e-06	7.1e-05	37	9	-0.74707	1.0	1.0	1.0	1609	0	-0.74707
SIN3A	20	1.4056e-07	3.054e-06	7.1e-05	38	16	-0.69443	0.99946	0.99473	1.0	1564	0	-0.69443
FBXO11	10	1.7147e-07	3.054e-06	7.1e-05	39	8	-0.88858	0.9999	0.99986	1.0	1581	0	-0.88858
NSD1	10	2.5348e-07	3.054e-06	7.1e-05	40	9	-0.88969	0.94344	0.85824	1.0	1337	1	-0.88969
SP1	10	2.5832e-07	3.054e-06	7.1e-05	41	8	-0.9556	0.99505	0.99021	1.0	1521	0	-0.9556
IWS1	10	2.7653e-07	3.054e-06	7.1e-05	42	10	-1.1309	1.0	1.0	1.0	1608	0	-1.1309
CNOT10	10	2.9621e-07	3.054e-06	7.1e-05	43	10	-0.66172	1.0	1.0	1.0	1607	0	-0.66172
SFPQ	10	4.1777e-07	3.054e-06	7.1e-05	44	10	-0.9302	1.0	1.0	1.0	1606	0	-0.9302
ATP2A2	10	4.5962e-07	3.054e-06	7.1e-05	45	7	-0.84913	0.94989	0.87294	1.0	1352	1	-0.84913
GIGYF2	10	4.7696e-07	3.054e-06	7.1e-05	46	10	-0.58039	1.0	1.0	1.0	1605	0	-0.58039
PPP1R8	10	5.0358e-07	3.054e-06	7.1e-05	47	9	-0.65239	0.99974	0.99965	1.0	1573	0	-0.65239
CTR9	10	6.4343e-07	3.054e-06	7.1e-05	48	10	-1.2759	1.0	1.0	1.0	1604	0	-1.2759
RPRD2	10	6.6489e-07	3.054e-06	7.1e-05	49	6	-0.70726	0.79787	0.68313	0.998514	1104	2	-0.70726
FAM103A1	10	7.9333e-07	3.054e-06	7.1e-05	50	7	-1.196	0.98271	0.95427	1.0	1452	0	-1.196
SRRT	10	1.0108e-06	3.054e-06	7.1e-05	51	9	-0.8481	0.99836	0.9962	1.0	1546	0	-0.8481
SEL1L	10	1.0455e-06	3.054e-06	7.1e-05	52	9	-0.86544	0.99984	0.99978	1.0	1576	0	-0.86544
CFDP1	20	1.0466e-06	3.054e-06	7.1e-05	53	13	-0.46185	0.90952	0.82351	1.0	1279	3	-0.46185
GATAD2B	10	1.2052e-06	3.054e-06	7.1e-05	54	8	-1.0601	0.99971	0.99961	1.0	1571	0	-1.0601
HNRNPA2B1	10	1.3731e-06	3.054e-06	7.1e-05	55	7	-0.92335	0.98441	0.96354	1.0	1464	0	-0.92335
ALG14	10	1.5708e-06	3.054e-06	7.1e-05	56	8	-1.0658	0.88353	0.8056	1.0	1247	1	-1.0658
HDAC7	10	1.6173e-06	3.054e-06	7.1e-05	57	9	-0.69416	0.62421	0.48995	0.922814	836	1	-0.69416
USP28	10	1.6674e-06	3.054e-06	7.1e-05	58	10	-0.43081	1.0	1.0	1.0	1603	0	-0.43081
SPI1	10	2.1188e-06	3.054e-06	7.1e-05	59	9	-1.4414	0.99995	0.99995	1.0	1586	0	-1.4414
CEBPA	10	2.3243e-06	3.054e-06	7.1e-05	60	8	-1.0317	0.99917	0.99792	1.0	1559	0	-1.0317
RPP21	10	2.5671e-06	3.054e-06	7.1e-05	61	8	-0.98769	0.99887	0.99722	1.0	1557	0	-0.98769
VGLL4	10	2.5867e-06	3.054e-06	7.1e-05	62	9	-0.54929	0.99999	1.0	1.0	1596	0	-0.54929
EXOC2	10	2.7302e-06	3.054e-06	7.1e-05	63	7	-0.7994	0.94324	0.85823	1.0	1336	1	-0.7994
NUP153	10	3.9083e-06	3.054e-06	7.1e-05	64	10	-0.68962	1.0	1.0	1.0	1599	0	-0.68962
ZC3H18	10	4.3502e-06	3.054e-06	7.1e-05	65	9	-0.73109	0.99989	0.99984	1.0	1578	0	-0.73109
AMBRA1	10	4.449e-06	3.054e-06	7.1e-05	66	10	-0.45723	1.0	1.0	1.0	1598	0	-0.45723
NKTR	10	4.731e-06	3.054e-06	7.1e-05	67	8	-0.89316	0.9829	0.95678	1.0	1454	0	-0.89316
PRR14L	10	5.038e-06	3.054e-06	7.1e-05	68	9	-0.87877	0.99512	0.99021	1.0	1522	0	-0.87877
ATM	10	5.3684e-06	3.054e-06	7.1e-05	69	7	-0.60591	0.9932	0.98488	1.0	1508	0	-0.60591
BRD2	20	6.0306e-06	3.054e-06	7.1e-05	70	12	-0.36112	0.98163	0.9539	1.0	1449	2	-0.36112
SYVN1	10	6.4267e-06	9.1619e-06	0.000183	71	8	-0.93565	0.99824	0.99608	1.0	1543	0	-0.93565
SAP130	10	6.6276e-06	9.1619e-06	0.000183	72	8	-0.99964	0.79026	0.6748	0.997134	1089	1	-0.99964
SRCAP	10	6.6498e-06	9.1619e-06	0.000183	73	7	-0.73221	0.75457	0.62543	0.981537	1027	1	-0.73221
LOC730183	10	7.7425e-06	9.1619e-06	0.000183	74	7	-0.55007	0.66726	0.52764	0.927752	909	1	-0.55007
IRX3	10	7.9834e-06	9.1619e-06	0.000183	75	8	-0.43385	0.9999	0.99986	1.0	1580	0	-0.43385
GABPB1	10	8.9794e-06	9.1619e-06	0.000183	76	9	-0.823	0.99967	0.99956	1.0	1569	0	-0.823
TAF2	10	9.0745e-06	9.1619e-06	0.000183	77	8	-1.5801	0.92429	0.82602	1.0	1301	1	-1.5801
TAF11	10	1.3271e-05	9.1619e-06	0.000183	78	6	-0.65759	0.99211	0.98106	1.0	1501	0	-0.65759
NAA25	10	1.3337e-05	9.1619e-06	0.000183	79	7	-0.87462	0.92241	0.82601	1.0	1299	1	-0.87462
FBXO42	10	1.5652e-05	1.527e-05	0.000261	80	6	-0.89417	0.49935	0.33606	0.774904	692	2	-0.89417
GTF3C1	10	1.6098e-05	1.527e-05	0.000261	81	7	-0.78444	0.95745	0.88619	1.0	1370	1	-0.78444
MESDC2	10	1.752e-05	1.527e-05	0.000261	82	8	-0.72699	0.71208	0.55897	0.929327	960	1	-0.72699
TAF3	10	1.7963e-05	1.527e-05	0.000261	83	8	-0.95154	0.98388	0.9613	1.0	1462	0	-0.95154
JUNB	9	1.8386e-05	9.1619e-06	0.000183	84	8	-0.40603	0.99977	0.99976	1.0	1575	0	-0.40603
FCGR1B	10	2.0092e-05	1.527e-05	0.000261	85	8	-0.81503	0.99326	0.98488	1.0	1509	0	-0.81503
TAF5	10	2.036e-05	1.527e-05	0.000261	86	8	-0.88536	0.82202	0.72271	1.0	1149	1	-0.88536
FARSB	10	2.1033e-05	1.527e-05	0.000261	87	9	-1.0737	0.99972	0.99963	1.0	1572	0	-1.0737
GMPPB	10	2.1629e-05	1.527e-05	0.000261	88	7	-0.52817	0.9442	0.86175	1.0	1339	1	-0.52817
